Geneid	0	15	30	45	60	75	90	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-CCNA_00166	73.62854575008954	71.46761353174294	57.31146310208377	62.609172832315714	58.62973912686139	71.93258198373724	73.56656099553479	host	hvyA	None	None	1.5360484488274355
gene-CCNA_01204	59.88163675811537	43.285158093519215	49.30388247745378	51.478751318803894	51.90085753204423	52.27647391771433	58.20202164558568	host	gene-CCNA_01204	None	None	0.6269980019613813
gene-CCNA_02892	9.845176559311396	11.49897042182373	11.166626566100279	10.457330214201955	11.21560125660443	9.983592632276606	11.10483523198536	host	gene-CCNA_02892	None	None	0.7131003937518519
gene-CbK_gp128	0.04174741299728894	652.6924198540465	1942.0453037643358	2969.6133736392385	2653.983355350756	2579.8960021343833	2658.3522360756133	phage	gene-CbK_gp128	early	middle	614.2067443703226
gene-CCNA_01330	3718.201898030117	2704.1993066385294	2865.6283709430118	2283.7613122388448	2205.4539024817495	1861.3261472818776	1920.9506829816144	host	rpoA	None	None	158.54788016647257
gene-CCNA_03723	22.487106516053796	14.357157926531018	13.002183792310056	16.10147914298285	14.654725375687576	18.555501121365868	13.567892044360372	host	gene-CCNA_03723	None	None	1.0918164301371502
gene-CCNA_01978	88.64131805957197	50.32678736799431	50.25706525889555	50.39810283045662	47.80868046632536	45.93962390777364	48.37755800394965	host	gene-CCNA_01978	None	None	3.6600018246999637
gene-CCNA_00696	22.951250025583477	24.147526042417482	19.98301758901906	24.404220349466012	19.857985422716496	23.441491574538215	22.693096198426343	host	gene-CCNA_00696	None	None	1.5189518575380634
gene-CCNA_03394	66.57920679263698	41.12875934833168	47.03432850173127	47.24096458833378	46.78791412141309	45.41987274267023	45.10081413565647	host	dgcA	None	None	1.7688191235744561
gene-CCNA_01413	153.12978408768842	116.99058791783365	117.4397568251163	127.05426932102296	118.85006932861423	107.80494868969635	119.55647488148323	host	gene-CCNA_01413	None	None	2.1171370738235273
gene-CCNA_00740	69.7700797375465	51.997924509023676	51.8035807048635	51.59281057033536	56.692426743378	53.95550231434864	55.458268094234654	host	gene-CCNA_00740	None	None	0.7758080212244286
gene-CCNA_02441	27.42687909035426	32.87811275399994	24.952253721607644	29.72697818647058	28.245348596510667	28.8740205651898	23.52428898084172	host	gene-CCNA_02441	None	None	0.42367230427523295
gene-CCNA_00978	75.35881651970156	51.62200493863236	52.445569861658214	58.26234455848066	57.1597233832696	58.134573676149806	58.78614779132463	host	gene-CCNA_00978	None	None	1.1636569817372497
gene-CCNA_02409	128.18467930208018	50.892348212296675	46.54181493135814	51.10200857036539	49.60783030499672	49.088932747667265	49.46133047968985	host	gene-CCNA_02409	None	None	12.912134879561378
gene-CCNA_03959	984.0680619074463	476.62635240431126	366.7006596574347	443.9064279151253	368.427891292567	364.2037516321286	379.6594699167367	host	gene-CCNA_03959	None	None	91.91249577971462
gene-CCNA_R0106	442.026121316614	213.690244618207	148.8521612720078	167.03840376000707	157.99623341859498	205.47448859053483	186.92954991779132	host	gene-CCNA_R0106	None	None	44.52670316076098
gene-CCNA_00559	104.69591544201144	65.38188165025474	64.19699685656163	65.95788749007043	64.60922137860102	56.329978081665054	60.613685913699726	host	metX2	None	None	3.3487415654868715
gene-CCNA_01316	4785.9198265353925	5008.937968609879	5824.713532377172	4133.157295992453	4209.199714348322	3563.9590166804105	3567.9489452961097	host	rplN	None	None	157.70607860840335
gene-CCNA_01303	122.28760840172613	158.05485435429728	206.2935817838492	249.48465755722646	265.57783015137204	272.5457106911434	290.13048604192437	host	gene-CCNA_01303	None	None	18.873111142898217
gene-CCNA_01174	34.82712770904696	33.28602709851273	41.47246555550548	39.27916315167608	37.827750073255004	37.37043714343621	37.70228377033825	host	gene-CCNA_01174	None	None	0.4675093907464331
gene-CCNA_00302	51.33952375909103	30.115425009068673	32.43737752950406	32.53047643100681	34.879714306501604	33.008407438145845	38.49922803156665	host	gene-CCNA_00302	None	None	1.3427525437200354
gene-CCNA_01866	23.20300130004553	12.100212205315815	13.453287838478753	12.352333570403474	13.755852058928175	13.023783171442098	14.271073878009867	host	acrB4	None	None	0.9558640620592223
gene-CCNA_02305	19.03012046461691	14.550129375116569	13.388612097526954	16.55095504670988	12.435902353205647	14.800537339842846	14.666770350540153	host	gene-CCNA_02305	None	None	0.9641101010569655
gene-CCNA_02125	97.49523693673449	69.57585130059248	60.14096522435537	61.635888457805834	55.437124320059404	63.69313268659541	57.28767240561117	host	podJ	None	None	3.1990425802264864
gene-CCNA_03798	54.50687603854248	32.26673084828384	36.70420194704992	41.27414439826571	38.75437258769074	37.291213497220134	36.90549399750077	host	mtaB	None	None	1.623451689324907
gene-CCNA_01066	157.04950325099313	95.59819972122916	97.67420004328068	90.71804224925944	93.33415384271689	89.65101914892568	88.8171563879133	host	gene-CCNA_01066	None	None	5.509756622413348
gene-CCNA_00225	170.48867420126217	160.40798147990677	105.86696627699307	150.8260355386931	105.84899651529666	134.7781808421386	109.33692905400103	host	gene-CCNA_00225	None	None	6.64352765129938
gene-CCNA_02388	64.67664570354277	45.07789324578331	48.55427714419462	51.34606650606608	51.80449711753718	51.204589340545134	53.70874469151155	host	rpiA	None	None	1.4862022924289708
gene-CCNA_01505	635.1902754746684	296.6006027566073	259.4244912012593	241.41972632176896	236.45733452781488	252.85311052901753	248.69226675066002	host	mbiA	None	None	58.953572240430866
gene-CCNA_00198	1311.4394322707005	1046.5972256371333	1032.8643975128373	945.7348460874026	846.9637486667543	742.4365070933578	772.3525556595679	host	trmD	None	None	35.62627280656447
gene-CCNA_02868	2.5891460106259707	2.3715774963969722	1.6981454605745696	2.69418708520535	1.8378265184220066	4.180939482036902	4.363467846135099	host	gene-CCNA_02868	None	None	0.7480742094369327
gene-CCNA_01117	35.94224671683556	22.008593394597554	23.602792423463182	25.015439352556527	22.41003131220921	22.60931566631528	23.737341045338585	host	fssA	None	None	1.009592688521545
gene-CCNA_R0092	249.85415451848505	117.71733406269323	101.02165976540208	104.33099760359619	106.24181225915231	112.68606893080589	126.08084052551919	host	gene-CCNA_R0092	None	None	34.39938559993127
gene-CCNA_00607	14.461108659021503	9.599329383968497	8.586604990412836	9.323174272008691	9.271348510186654	9.117469919532818	8.470376767038566	host	gene-CCNA_00607	None	None	0.4267979588388949
gene-CCNA_01327	1239.252569014675	1091.6196819514646	952.4344767580357	910.9528007205344	803.3716990579296	777.6128932920484	770.1656647824643	host	adk	None	None	31.065342548312838
gene-CCNA_00176	16.69053312486591	16.8440880876355	10.916470459622095	11.31573698017727	12.767643712816183	10.627925837341136	12.390208979807548	host	gene-CCNA_00176	None	None	0.7897944901227029
gene-CCNA_00043	487.64168343131263	383.70794948556903	340.37026201676844	255.0378162172292	267.84442032227474	241.5340391092715	239.19230133211568	host	nusA	None	None	24.532982161396383
gene-CCNA_03962	49.71102652540026	59.8126818715868	42.3484977896154	60.6612843284578	34.73126205330116	56.08812266724757	46.106423250563076	host	gene-CCNA_03962	None	None	6.797852127657236
gene-CCNA_03737	129.06168830595877	117.15429987916487	98.95667515331343	92.06816329653346	87.58622900131836	96.49523945949538	94.08723412866088	host	gene-CCNA_03737	None	None	3.9747995374031486
gene-CCNA_00209	41.964185250252626	29.770185898644602	32.98101886204554	29.577036341600216	31.881083949120335	31.00405600545666	31.870287745921686	host	gene-CCNA_00209	None	None	0.6612978521321181
gene-CCNA_01480	366.150233368327	273.64586652011	330.64549364036526	318.54285942319984	339.53370778842486	391.6457415700311	386.7012559916196	host	gene-CCNA_01480	None	None	5.775120308197497
gene-CCNA_01165	48.42033531285636	21.047043366682033	22.578052716757657	23.073350940085913	25.661326588891246	26.034755633948937	28.667410836465518	host	gene-CCNA_01165	None	None	2.84355339835944
gene-CCNA_02105	47.163815997348735	36.506277514029485	35.83049673019187	40.93493800949339	35.99152075240279	41.15094507700044	39.64326996544606	host	gene-CCNA_02105	None	None	0.48612440931597195
gene-CCNA_00104	38.14757585942181	31.768969821176658	28.94770634620444	29.6104312062425	25.798703813706027	24.154633487033248	27.007571830665082	host	gene-CCNA_00104	None	None	1.0435484433108895
gene-CCNA_02977	42.13527209305751	45.69636801903033	52.08923666807605	51.54844544207675	50.69328844804881	53.81214713701439	51.61890823968875	host	sigU	None	None	0.863500486057316
gene-CbK_gp065	0.054243237295797185	17.648966121468487	794.9475799208275	1005.2996865033165	744.0138670567434	499.6997574864488	563.3510167548897	phage	gene-CbK_gp065	middle	middle	249.75203311697524
gene-CCNA_00316	59.33724578152965	35.45413746755137	35.41952921599073	33.99482352668827	34.71733682400113	34.04935987316398	32.51730412399941	host	gene-CCNA_00316	None	None	2.5174014734234142
gene-CCNA_R0062	403.59472707521417	421.69006088305105	202.61886162821443	227.9055697588723	168.91587243927617	209.93097602990954	143.30072439898163	host	gene-CCNA_R0062	None	None	49.95598346324222
gene-CCNA_00897	515.7959516177964	189.83845676515034	199.7430253616902	339.74022823218627	229.90447231150927	246.83915707072174	205.11009735561242	host	gene-CCNA_00897	None	None	56.14412358528516
gene-CCNA_03717	610.639051311568	432.86374974828686	379.2907874942982	343.6346877382539	323.7349555482518	291.73978888633843	297.5589036009556	host	gene-CCNA_03717	None	None	28.81789625039124
gene-CCNA_03998	0.030204486525704944	0.019088283121606455	0.03335868096072373	0.02812640359182167	0.02206036145307212	0.021565240883506694	0.023365296269285813	host	gene-CCNA_03998	None	None	0.004643993310235983
