Geneid	0	2	5	10	15	21	28	35	42	49	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-Y11_RS20515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS20515	None	None	1.6294217549777252
gene-Y11_RS20385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	sseB	None	None	2.996995260516316
gene-phiR1-37_gp074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	phage	g074	middle	late	108.24794245874953
gene-Y11_RS01175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	katA	None	None	2.9532828302873972
gene-Y11_RS09305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	ybbA	None	None	0.274950688284207
gene-Y11_RS10685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS10685	None	None	0.24291871941929785
gene-Y11_RS07455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	cobU	None	None	0.30637475992700175
gene-Y11_RS01590	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS01590	None	None	8.21561077538473
gene-Y11_RS00970	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS00970	None	None	0.26456253858213263
gene-Y11_RS09145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS09145	None	None	1.8994153592225684
gene-Y11_RS01565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS01565	None	None	1.962806009043236
gene-Y11_RS12855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS12855	None	None	0.20325102639463
gene-Y11_RS08995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS08995	None	None	5.145474778853899
gene-Y11_RS02120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	pqiC	None	None	0.3700782575050271
gene-Y11_RS06675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	fliQ	None	None	1.0631380918007765
gene-Y11_RS14115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS14115	None	None	1.9264045117926507
gene-phiR1-37_gp245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	phage	g245	middle	late	49.512063622981685
gene-Y11_RS11630	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS11630	None	None	1.930847021362706
gene-Y11_RS18750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	speE	None	None	8.890836206615553
gene-Y11_RS07395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS07395	None	None	0.3602793227027081
gene-Y11_RS04075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	tyrR	None	None	8.442855537534946
gene-Y11_RS12775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS12775	None	None	29.20605931526053
gene-Y11_RS05820	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	prfA	None	None	6.807740270329634
gene-Y11_RS12860	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS12860	None	None	1.7747009479949458
gene-Y11_RS00705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	sixA	None	None	1.388186347512943
gene-Y11_RS08505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS08505	None	None	11.086804579239121
gene-Y11_RS06985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	mtfA	None	None	29.76624444731558
gene-Y11_RS10300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS10300	None	None	10.290526503284863
gene-Y11_RS16635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS16635	None	None	7.451639965245857
gene-Y11_RS19205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS19205	None	None	2.667452268402806
gene-Y11_RS13840	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	yihX	None	None	24.104074042709303
gene-Y11_RS01820	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	cspD	None	None	7.836043760371752
gene-Y11_RS16240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	livH	None	None	0.8504024948964882
gene-Y11_RS22520	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	phnF	None	None	0.32043454342203637
gene-Y11_RS20585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	baeR	None	None	1.430643712779334
gene-phiR1-37_gp173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	phage	g173	early	late	75.7079555675542
gene-Y11_RS09865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	malZ	None	None	0.5601415475178805
gene-Y11_RS17100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	frdA	None	None	3.6381398436263956
gene-Y11_RS07710	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS07710	None	None	10.599942703801068
gene-Y11_RS04230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	uspE	None	None	1.1560712097456958
gene-Y11_RS08620	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS08620	None	None	0.5055211237621615
gene-Y11_RS00010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	arsC	None	None	6.75441693489886
gene-phiR1-37_gp063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	phage	g063	early	late	201.1961563425502
gene-Y11_RS04600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS04600	None	None	40.21855077482767
gene-Y11_RS18265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	satP	None	None	0.3760133159956239
gene-Y11_RS10910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	pgk	None	None	15.038498129371508
gene-phiR1-37_gp168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	phage	g168	middle	late	67.76526081078974
gene-Y11_RS01335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS01335	None	None	1.4110834480074208
gene-Y11_RS07440	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	cobT	None	None	0.8366536488187838
gene-Y11_RS20160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	lepA	None	None	12.75053714558626
gene-Y11_RS00470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS00470	None	None	0.49558521627986374
gene-Y11_RS09315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS09315	None	None	2.170506511435423
gene-Y11_RS07680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS07680	None	None	0.38206020902171745
gene-Y11_RS09790	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS09790	None	None	0.7814529189791424
gene-Y11_RS02930	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS02930	None	None	10.774647950289825
gene-Y11_RS11600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS11600	None	None	2.0778407321118495
gene-Y11_RS14710	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	bcsF	None	None	7.222940921916554
gene-Y11_RS12455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	mlaE	None	None	7.333689285550506
gene-Y11_RS08230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS08230	None	None	0.43831916586761416
gene-Y11_RS08190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS08190	None	None	0.8771219688197746
gene-Y11_RS05420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS05420	None	None	15.42977961797636
gene-Y11_RS06050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS06050	None	None	0.7185600326221293
gene-Y11_RS20260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS20260	None	None	4.090880582789483
gene-Y11_RS07770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	hisF	None	None	5.996640366240087
gene-Y11_RS01620	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS01620	None	None	0.5584775804956075
gene-phiR1-37_gp337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	phage	g337	middle	late	54.74315884451202
gene-Y11_RS04855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	yciH	None	None	0.8520682361671789
gene-Y11_RS20505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-Y11_RS20505	None	None	0.46228306015547266
