Geneid	0_R1	2_R1	5_R1	10_R1	15_R1	21_R1	28_R1	35_R1	42_R1	49_R1	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-Y11_RS20515	11.09669090430138	3.328398559515574	4.196940723178279	7.459204833356652	4.759018092757606	7.452088942596332	10.404548521977501	11.329048067087246	15.861195978029187	11.490065708197271	host	gene-Y11_RS20515	None	None	1.6294217549777252
gene-Y11_RS20385	103.80853486093682	77.05695616357741	70.3855063305413	72.96195044099494	67.22471690449527	63.315670957150644	61.528884431026604	56.48608935903333	53.0220419113079	53.19775036562549	host	sseB	None	None	2.996995260516316
gene-phiR1-37_gp074	0.20889989313005008	41.794628262700684	60.37670409046007	120.66450742820014	128.84090745716261	186.16095173661262	279.1858319572621	309.17789076450606	378.12622067938895	458.2608823513155	phage	g074	middle	late	108.24794245874953
gene-Y11_RS01175	48.592826823354706	26.401876989129214	37.38554008450478	26.684035584871072	22.121506182940553	22.8853739722026	19.733769633913823	18.973446264837	23.086862463977187	20.639751662180405	host	katA	None	None	2.9532828302873972
gene-Y11_RS09305	22.218682452547334	26.34816718104988	25.81841387971121	22.313364698402317	26.558708105951393	26.57406372760324	27.109286748390094	27.16095314760316	29.250469915145736	31.80861496734044	host	ybbA	None	None	0.274950688284207
gene-Y11_RS10685	17.72938620332191	13.794243682173573	12.935895705264032	11.611764598062518	12.38003706781791	11.178771690227158	13.719551589593213	12.938752209286609	14.96550060822015	14.99784601413278	host	gene-Y11_RS10685	None	None	0.24291871941929785
gene-Y11_RS07455	21.837808566069715	17.70397912019687	17.948651755808996	16.78143506181841	14.601957432925966	13.26460964718432	15.27564351966723	16.193302059777043	15.21028565357197	15.526566101019066	host	cobU	None	None	0.30637475992700175
gene-Y11_RS01590	79.1494750099631	71.947631497961	57.07373391002993	46.37092645032828	32.03401675287352	34.32301127938909	27.78326756935642	27.269925347402957	25.11999996277341	29.3087434227502	host	gene-Y11_RS01590	None	None	8.21561077538473
gene-Y11_RS00970	26.02579741435007	20.025905788219536	18.48820490927576	21.54086376603056	22.10876642266215	22.282842653872166	25.30358331799904	24.156159720904395	25.89357219007046	25.08913158547237	host	gene-Y11_RS00970	None	None	0.26456253858213263
gene-Y11_RS09145	11.111306837988872	4.574285842127562	5.575360871238108	8.577524823535338	10.557626500849654	10.752593098545752	15.562889078370228	14.01678509535021	21.44168254605523	13.875956553900586	host	gene-Y11_RS09145	None	None	1.8994153592225684
gene-Y11_RS01565	17.333736724464817	5.8288576207680824	5.279269421686831	5.046609067317003	4.231760997115638	4.093515994240668	5.629798460410065	6.777524091744296	7.733204706964195	6.211112522191083	host	gene-Y11_RS01565	None	None	1.962806009043236
gene-Y11_RS12855	17.881799949581232	15.476782846826548	13.72883878870433	12.660660452194112	12.278069453757485	12.823882294390776	12.559045687679314	12.719224371445462	13.422091967149443	14.92830238040638	host	gene-Y11_RS12855	None	None	0.20325102639463
gene-Y11_RS08995	120.10644145613531	121.54180685233322	95.50176931675131	84.8746859785779	63.52347562719601	67.20464636853676	68.78213217722522	65.28357976287896	70.0742135159887	83.39248023888094	host	gene-Y11_RS08995	None	None	5.145474778853899
gene-Y11_RS02120	70.73820231477578	59.75754391731617	65.62893910931223	67.58702703713716	64.5833703676283	56.58109474118377	71.8373346831259	57.510607744049736	65.40268638007245	64.80563233740853	host	pqiC	None	None	0.3700782575050271
gene-Y11_RS06675	6.7463952665973865	3.511226086024176	3.0692643180048176	3.0811543486341164	2.663790656456573	3.3869920833885696	6.001482149835059	4.600741650408647	10.040364726762018	7.571905226113264	host	fliQ	None	None	1.0631380918007765
gene-Y11_RS14115	33.29366542526253	31.850750420180553	29.782646486972233	20.913276019767125	21.668354198213173	19.762981223617654	17.042536418521163	23.89781351604596	28.93164330673236	41.72550701024041	host	gene-Y11_RS14115	None	None	1.9264045117926507
gene-phiR1-37_gp245	0.058214848154620136	20.6735741513573	30.679154131790174	64.14028982607421	63.494533560512195	97.8169945845097	107.52636072015704	118.98225941014877	126.52520066567452	241.2913798721427	phage	g245	middle	late	49.512063622981685
gene-Y11_RS11630	10.759640401241812	6.72605684371348	6.392862465261292	7.944415566182708	8.479520291452015	8.455118923495553	17.966732904365873	15.499824811537156	19.266395724533197	17.136931311745375	host	gene-Y11_RS11630	None	None	1.930847021362706
gene-Y11_RS18750	440.64235350047863	410.4873510439888	398.53798803542486	363.8199583036434	325.1513085202698	331.73825973681977	320.2982579723254	299.7478521465273	269.10767244338234	274.89170931302027	host	speE	None	None	8.890836206615553
gene-Y11_RS07395	5.8082058054746915	2.6603443051914466	2.1769448452852336	2.627777020297971	2.623688036163271	2.8408363017653744	4.169759223156908	3.798353189548642	4.905959638962418	4.404753222919152	host	gene-Y11_RS07395	None	None	0.3602793227027081
gene-Y11_RS04075	131.6687961237579	100.49872453425971	87.7883256436481	73.50112582606097	59.83023371129525	60.27465956618378	52.156972542601416	53.73581306878647	52.983239174629546	58.438985657660474	host	tyrR	None	None	8.442855537534946
gene-Y11_RS12775	210.06491176481384	180.37917187039236	127.9798745443293	78.32165075024484	66.56041707993197	63.61566749854909	59.31807327552441	55.88212451894022	61.27085487658956	67.35171456682163	host	gene-Y11_RS12775	None	None	29.20605931526053
gene-Y11_RS05820	105.84387372321117	114.19961281313672	99.00442504038158	76.28368288254804	60.81016296135583	54.81219754092868	52.18614420392964	56.50965017360182	53.23340190310942	68.41981952238633	host	prfA	None	None	6.807740270329634
gene-Y11_RS12860	31.25975544356406	12.32137494917109	15.350805409807302	12.512085963430243	14.761132937052347	12.82581734120596	13.74646709644576	15.83831052170721	19.459487595999178	20.236760718962586	host	gene-Y11_RS12860	None	None	1.7747009479949458
gene-Y11_RS00705	56.34271156055678	48.74857598233816	52.060395718406845	41.44423244399761	58.546026869526216	44.18857884118263	56.33161856350568	63.76800747812716	64.07291985039942	70.8988882025581	host	sixA	None	None	1.388186347512943
gene-Y11_RS08505	124.80848990338502	56.18515246986777	51.50949501521736	46.517149526644815	36.77137319922749	34.39415846177804	40.36985098128763	44.471958624496445	59.550941219314815	52.58368882327332	host	gene-Y11_RS08505	None	None	11.086804579239121
gene-Y11_RS06985	104.93891861682631	27.428851845804004	19.394615242383583	15.376024662777233	13.354904728106746	11.199877678510902	12.746896812719068	12.203220280725148	14.974914981599213	15.381138824985303	host	mtfA	None	None	29.76624444731558
gene-Y11_RS10300	36.317500145225765	73.56217268518677	69.72535635023257	70.80587951521628	74.56674908709203	61.39329772358094	67.10132895825495	69.66180662478446	150.03928492059782	63.00622190781616	host	gene-Y11_RS10300	None	None	10.290526503284863
gene-Y11_RS16635	227.71820583881373	182.9868716005131	162.78519241023196	148.5435838232405	130.24392008247602	132.75679845232577	134.7276610581643	121.18506541707063	122.78721266764924	114.27324859592953	host	gene-Y11_RS16635	None	None	7.451639965245857
gene-Y11_RS19205	8.072632202583975	5.722149988322109	5.27215536931201	7.150755940230401	7.028885299806572	9.674912865935935	16.263292885162958	15.440514257411374	21.694359498896503	17.4424245387252	host	gene-Y11_RS19205	None	None	2.667452268402806
gene-Y11_RS13840	188.23741449343282	67.64116207393798	75.91127939480273	54.30715926105108	54.851763962575696	47.23650623075322	47.230057973489934	47.57271303307795	51.56298095099502	54.409547553356745	host	yihX	None	None	24.104074042709303
