Geneid	0_R1	0_R2	0_R3	0_R4	2_R1	2_R2	2_R3	2_R4	5_R1	5_R2	5_R3	5_R4	10_R1	10_R2	10_R3	10_R4	20_R1	20_R2	20_R3	20_R4	30_R1	30_R2	30_R3	30_R4	40_R1	40_R2	40_R3	40_R4	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-NRS_858	378.0246210590484	230.13237971676327	251.81845609877135	208.98445035652742	389.46528622171843	330.08079126912105	254.89652476070546	261.4459933936517	375.2528197861053	198.97368637664567	209.6947261153082	194.31250634460088	146.4609929049911	98.3513304796271	143.38935869814546	63.53860174980727	111.64720828180387	106.88705943537592	49.321938150933626	67.07310745727193	141.5549299704677	122.24528687202157	130.41089885271057	139.72729381032562	94.86626824107277	140.36998372554098	88.8131160662287	87.90927946077204	host	gene-NRS_858	None	None	52.42939687057126
gene-NRS_1657	163.15960909766508	148.81705167549322	152.50410958722443	180.01311678176296	181.2464825024195	157.34445296483761	153.5185741464016	154.44738100770164	122.12074523899994	95.44567651646969	111.47598843063798	95.73844858998667	56.428008028149215	99.93666135077933	75.29699268601945	85.81365228005811	65.95653363001769	64.43411170343364	65.00626573337934	79.50523764735473	86.8921197231755	79.94271767367351	79.43343294428922	82.29529506694746	72.40256894951199	75.60204702996872	88.0046571291565	95.85848560513354	host	gene-NRS_1657	None	None	13.642727508158103
gene-NRS_2238	8680.684623704563	12513.132787936518	11990.895421663485	12080.123824057886	7079.415342233061	11010.173883825302	10956.587887644726	10758.33159257072	3920.134736987813	6620.666711742762	7282.063063566527	6449.494449281573	3096.095808121968	4101.565313250236	2771.601715180619	5325.348755440382	3015.307802330737	2723.4327914057535	2361.213097829833	3122.2378035988327	4444.8588804721185	4125.664719302548	3807.389399399335	3676.2653925849	5220.953749087571	5938.728802524586	5432.62342397196	5489.968835970631	host	gene-NRS_2238	None	None	1624.3458503046425
gene-NRS_968	162.55001873359114	141.8778606449202	142.7822118971836	147.73800906647963	138.80188820419855	123.85923707088463	124.6982266835579	126.24586716610918	150.54967400808056	81.61771026249666	89.85777916535972	77.84461031980607	37.45205378986569	58.59015104947235	62.81189550154899	56.25686933424855	50.63905594173351	44.52347865601821	31.261381750408102	41.91784525470593	60.798931826981516	56.329323307651265	52.76535572652783	50.87955218927944	51.540461213030845	56.142482073443055	58.3835836014097	59.253633948555915	host	gene-NRS_968	None	None	20.23122552958138
gene-NRS_1015	307.0947826715389	210.72269845006815	229.3448068700697	195.30429243331324	337.5191414394713	189.91871720980552	193.1293913351166	188.03275008694325	244.25116528197097	135.54015647300844	132.97505950856035	127.82930716289427	79.85218192362785	94.66374261428622	121.65821651374645	78.1462072336278	85.7091219833573	79.44009083852289	52.85745089021672	66.30964624924657	94.16036045076785	88.82316459737883	91.45796721653431	86.78350317794266	68.12990461653051	70.50273454698197	81.49239202273772	78.89681833018402	host	gene-NRS_1015	None	None	41.40927208561241
gene-NRS_2083	7.282176879356932	5.9749642001567524	6.2512314775344064	5.67697595511902	6.985383332312269	6.848981238483393	5.581540259450814	5.54087336057222	6.816152619019625	3.6321617898199596	4.284103607000994	3.8337124410614765	2.855196251577444	3.8775908908942656	4.38130169440089	3.408583710384437	3.473163787858558	3.5009851093216415	1.8971816649951387	2.9133407495216344	3.8002100076193615	3.908922908040807	2.914451455555591	3.4241635224591964	2.9874576002603868	4.233528349560195	5.242611053739065	3.7693552433928414	host	gene-NRS_2083	None	None	0.46692415166665086
gene-NRS_727	147.3806441525429	106.38306460065044	92.20661355939644	76.64946925302104	152.00253454961455	92.75373708264581	98.25881313541021	100.35407286117395	125.87161836456242	69.67063005920699	74.65357331787098	63.58581162658198	39.943907155906665	28.614938106959084	49.062476954854475	34.02160924549994	40.53051222948911	34.81599101962005	12.500133739937015	27.92038444393616	54.785715439372964	48.02807913845308	42.58500953970621	48.49147728635979	38.41775039403367	39.508947140267864	48.07609327314788	44.751703570819345	host	gene-NRS_727	None	None	19.605934536245066
gene-NRS_278	18.242587649634213	24.411382570416706	22.609971818150665	23.703852630802217	19.574253256786612	20.02356226684621	20.386682010025773	19.883121961574965	13.239829487235454	12.543334971454673	15.378783268871555	13.507874208459114	7.427699407544581	9.593584913922651	9.533903478444504	11.736302571767173	8.619182201675326	8.052379090590755	4.198048317531001	6.79729530681538	10.397309534314012	12.98008592777408	10.171435915844961	10.382881018961744	8.197369223265111	13.758236713650076	12.198163583535154	12.603358505332539	host	gene-NRS_278	None	None	2.15159205309732
gene-NRS_506	146.0250740775579	105.99391797391549	104.15847124790638	99.32518152526707	149.67905761476223	110.66756206993539	101.03509721641792	101.64770013421771	108.00197549510158	73.09230348387085	77.31356490729996	69.06697203864101	40.47109125979818	58.75565160224766	58.55633949376629	50.23419292640932	48.04561756004753	46.19334223889628	43.12167178217886	48.59472677469476	55.98751654208575	58.52472068364494	57.38440906308461	53.56320884516267	45.609814097813675	52.00135853341511	66.94749236306293	52.506266803123275	host	gene-NRS_506	None	None	12.380549123368311
gene-NRS_1013	329.8449037800261	264.0115352087884	321.4672471794469	231.5372996574138	340.75355301662944	267.80045529154063	286.4218875099747	263.80665999698397	253.32956397426724	212.91838733864594	204.51087303732615	203.0095383803009	108.89189493391282	94.72712387589716	149.8466133006557	156.1949739031492	124.91112298210106	120.84147893018344	63.861163646047146	94.09578405937975	156.55049048956775	140.08461167400424	158.16048073998644	164.76474008368058	160.09962483063558	181.89475403775728	156.50080286851423	165.3208600894268	host	gene-NRS_1013	None	None	28.433143140566784
