Geneid	0_R1	0_R2	0_R3	0_R4	2_R1	2_R2	2_R3	2_R4	5_R1	5_R2	5_R3	5_R4	10_R1	10_R2	10_R3	10_R4	20_R1	20_R2	20_R3	20_R4	30_R1	30_R2	30_R3	30_R4	40_R1	40_R2	40_R3	40_R4	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-NRS_1012	486.5509334484569	510.7481683059028	501.90200009421056	492.0131309640977	421.0504736931012	491.9789324754615	449.01273509591437	473.9086070145711	413.62704065403125	437.10599744072806	268.8649399812822	474.06419929274927	274.3147132653469	355.3504442558926	302.7999852568421	349.05157275884835	211.08313682961315	161.08944745692193	168.83070349836188	188.2645272239183	134.27956134166848	142.10387299796633	155.38655316817636	145.7224803261431	110.11875128613757	128.2017327154753	103.14284558679176	129.0756923326412	host	gene-NRS_1012	None	None	72.7901246703227
gene-NRS_44	3.6486609093550193	3.1274847397013463	4.372948532152265	4.546183626466273	4.962879208240302	4.435174472517397	5.594860003083763	4.952039318009957	3.220241507961452	3.458789586318129	2.7890300553459477	2.4619245019951115	3.3093996018734453	2.3963670940426103	2.5403038813023757	3.371808490280029	1.3098074383413234	2.3635563082165674	1.9125568452361985	2.196859678153447	0.9432005754041864	1.2734899780918056	0.5973034437456184	1.1859432787965036	1.184774056174776	0.9518235357299317	0.8929585300600913	1.552620506099639	host	gene-NRS_44	None	None	0.7334251361952143
gene-NRS_2528	10.371580299862744	9.451271822691593	9.027180107411004	9.746093727469493	8.626668277074304	9.522190122197443	8.77456039365773	8.578742785284554	7.659936840648329	6.994319913964882	5.151895636305345	8.21360940776027	5.159796221917484	6.484305460326849	5.308761155685755	7.248762635305632	4.228640437727786	3.458078611284344	3.2127247171034616	3.7089259585252625	2.938829272051029	3.5874351946634775	3.074149313122146	3.5608097691288805	2.9937666226171946	2.763053409806982	2.639694879734813	3.052616540226853	host	gene-NRS_2528	None	None	1.1587010854979838
gene-NRS_436	147.0300165563561	176.64269558115797	143.45545600563756	133.90712917143156	112.98068792317423	130.9586062430591	109.77077456768026	139.61996969315447	118.90991850298497	127.27191344953735	126.73136874056955	163.3681687433973	78.68863801102	104.23241369813408	76.12928348538401	100.75622850277786	50.53521486026238	43.91162170919872	41.807773849628425	52.49907235150869	48.89340717032275	39.58711549920924	55.21348258797022	37.54991598078928	30.22815586642143	32.1826483419694	31.79934565139694	28.966401327194795	host	gene-NRS_436	None	None	24.070654303260383
gene-NRS_219	9.209711013299955	8.426981750914397	9.255649349459022	9.233295073064852	8.643118726417622	9.5885785962754	8.76772439410765	8.18123745953916	7.586265638199866	8.026253564729645	5.498318193378497	7.922797074299041	5.454200759829446	6.332405995280423	5.684428947258377	7.233655440391678	3.5522438403816254	3.1151474355155595	2.8322452955331876	3.901681306305379	1.5154180507582504	1.6980562841594922	1.9185166011275363	1.9571648651177322	1.6817758126576916	1.4252863579626593	1.8476940653444658	1.623544580856921	host	gene-NRS_219	None	None	1.6399457921703855
gene-NRS_242	17.49565566683258	17.97465091901968	16.455381941737464	19.99194035721645	12.940862078308792	15.992343201156368	14.387869233936467	14.92397940455168	11.165828787634984	13.248514019980902	6.9811304452831076	12.137830465033941	9.282827533518981	9.284465167542356	7.725083220670717	11.964827583950754	2.9622144236617025	3.64393716826694	2.8509227242824178	4.852855427450383	2.063213152661776	2.016739116200629	1.453263948237149	1.7067830168858873	1.5102316923941175	2.1465111363443534	1.1672660523661325	1.4338220330544211	host	gene-NRS_242	None	None	4.372723190842594
gene-NRS_630	53.952025219174175	48.92503485261717	50.446944192482135	50.94540456669087	41.9600906509547	44.454245408630904	50.949657994917224	46.51603630405793	46.403814867862934	44.67771569572262	45.34359545060797	49.72963362126188	36.45893644509641	46.21342972707408	39.40446621444937	44.286663458413294	24.62695799616832	23.9994372292322	20.987043768633047	34.17116981412701	20.14414042391154	25.115437133149694	26.454048993823722	29.134552292349376	20.60835606583144	21.464035597755426	18.533306721308076	26.315070553273475	host	gene-NRS_630	None	None	3.7230209188340497
gene-NRS_1450	0.5551286612157539	0.4879735956936036	0.5704068935781019	0.5825919973195381	0.6066677470174903	0.541689307658263	0.6839217660815465	0.6744150474504639	0.4276849296577229	0.476162237504599	0.5961117078514988	0.28315389451456546	0.42782046538774315	0.358031076868845	0.39539135624078076	0.43115249512444426	0.2461272981537094	0.1914069084802187	0.1406241111653215	0.16674456760177966	0.12036590115048108	0.16289240673488453	0.20661697710898538	0.20502370494696837	0.13357928600780436	0.23925183135230796	0.1792318196536384	0.1717183969879785	host	gene-NRS_1450	None	None	0.09160426022809334
gene-NRS_385	20.359233495463364	16.733469807790037	22.59736522834103	23.572936967797276	22.677606914974465	21.647519140770537	26.70054994417959	23.834060787392243	18.44717910638454	16.545410531023208	14.595177204435121	16.152907992745853	15.43699436347861	14.339194960988554	13.044023838194567	14.441749822397494	9.349437220773678	12.923044619087229	9.410004387193341	12.377019499039893	6.974149218928338	7.508738936714858	6.107981256288819	7.448260320080372	9.05460993226716	7.803704114869207	7.9333177080710975	9.917226585895252	host	gene-NRS_385	None	None	2.4274993479639964
gene-NRS_687	37.06507280910909	37.32998007056068	35.116956775500775	34.59681650197968	29.896806039390352	31.405295659289184	31.80606901583301	30.019570693196698	27.467456112448634	29.27544423310086	26.66974343312403	33.41427264148376	20.946378403675173	25.469028877261017	19.823484815162782	27.757075027026723	15.12698374452698	14.765128920164072	12.208102984009038	17.064639048366132	11.29968332022683	12.332669846743757	10.112753157389783	12.760497114416747	10.753132523628251	11.28790140320189	9.509243764956926	9.415892101507488	host	gene-NRS_687	None	None	4.15770546318477
gene-NRS_1566	377.57354720395386	418.3511444419556	368.02328415129546	396.07119985151087	374.3412253588738	358.50573975419775	380.86341684352027	353.97251161620613	283.8034608991733	289.6846307599465	322.3482207278599	280.0377164367956	208.04601923498794	224.95467956761456	216.85832077479583	233.65837998060388	118.74341514347321	119.7012819055359	107.92518645374558	132.3833174458892	79.49310212013027	88.3899338793206	88.87368523678603	84.89527820028636	60.362729586311346	63.51535317485428	64.63282656909207	63.892670458508896	host	gene-NRS_1566	None	None	71.23921425837456
gene-NRS_2331	36.10041731254461	32.73407179365149	40.09747228059489	40.81716996807732	37.407174356630335	43.70644744413963	47.61844887368128	40.76767436465249	32.24198374810915	30.029864655788465	21.495695959685012	35.322110942739485	22.984792931566762	28.210397436197816	24.658839004587218	30.02213060828876	20.951446056240627	18.88015939398544	17.53558059629829	19.44294425504979	8.546664610235013	13.794062166659572	8.776644568778197	12.285596994331137	8.861125661875938	9.640909967197766	7.824376430765638	11.860324265781784	host	gene-NRS_2331	None	None	5.81665549326705
gene-CPT_phageK_gp138	12.237846646122998	14.214823334303327	15.799264276278311	19.859623805321583	273.1242666593061	206.82521072584518	298.0154430458385	257.14121422305345	1220.3389828737313	1112.8662934013541	1101.3111849765235	967.0055279897048	1762.4189728888	1673.4477806192021	1756.361709403686	1876.6905103408762	896.9111488847486	1024.844566941675	972.0988203826777	1005.3220799025845	362.9372329501196	394.54782021357346	376.1710654319663	384.5888838252042	277.9372098341591	229.25859637475068	235.46944371630417	246.91875497366564	phage	gene-CPT_phageK_gp138	early	middle	497.3604418103728
gene-NRS_1513	1.4627813282050577	1.3494133467277096	2.041552583316376	2.3953542444261884	2.896301405076035	1.896001603502681	3.2187257673243295	2.640647676960719	2.475813293254882	2.111617195297384	2.637756673927992	1.6022855746455789	1.5202183997519456	1.5736908308964033	1.7568978006515066	1.4932886495650497	1.3655869695857799	1.203579690994648	0.7496270925906736	1.6652666276911825	0.7568689932002125	1.379446357691934	1.9470128212230238	1.3023918134532653	0.8728950956680442	1.0796510766853977	1.2469850179879558	1.5879073357837217	host	gene-NRS_1513	None	None	0.22685997423849952
