Geneid	5_R1	5_R2	30_R1	30_R2	60_R1	60_R2	120_R1	120_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-Syncc8109_0251	84.2914569854479	85.38731482819563	12.119416625777909	6.754753108588034	4.804831214808973	1.3622750338068428	8.085451307635442	1.5947165373155057	host	gene-Syncc8109_0251	None	None	46.27675657865044
gene-Syncc8109_1252	25.49540339503352	21.9236194056991	2.5864366395199703	2.5350593821774776	0.7565889642950736	0.7249236309534947	0.37294856065666765	0.302138643843609	host	gene-Syncc8109_1252	None	None	14.09824417505395
gene-Syncc8109_2400	128.44937526232414	116.60240670929615	5.702265421427773	8.490163986288517	4.368028377099066	2.035335821260816	0.9256072204027105	1.074514886105635	host	gene-Syncc8109_2400	None	None	79.47307034767627
gene-Syncc8109_2323	6.4843255302916365	7.410056807003741	1.3767925360774327	0.4856207301620976	0.5296664331285483	0.137113611755978	0.16505733203105302	0.15511369746931739	host	gene-Syncc8109_2323	None	None	3.8458133139824846
gene-Syncc8109_2658	24.118713166208934	26.01257656758377	3.267448549003967	3.6443628431710144	0.5096033106615578	0.282685530730669	0.6669816735254824	0.26862872152640876	host	gene-Syncc8109_2658	None	None	14.487194056891246
gene-BSV9_gp50	0.042028648685671015	0.12591346193329878	986.0035305899588	753.8252129297912	2021.9142047663968	2453.384618665206	949.2592611665768	1180.6205714182543	phage	gene-BSV9_gp50	early	middle	627.5964852673172
gene-Syncc8109_2068	30.389578589423255	23.52693036223688	2.446170940740808	2.775322472876388	0.6624843038600251	0.8424028815773935	0.5621702676857638	0.38503450085451923	host	gene-Syncc8109_2068	None	None	16.531464478637226
gene-Syncc8109_1780	17.853522734327836	13.83937080131581	4.057038659415101	2.3581171338165388	1.6487165933168046	0.5487425008301221	0.18496130442303296	0.2896976408618133	host	gene-Syncc8109_1780	None	None	8.032250043632366
gene-Syncc8109_1298	77.74155771387538	73.90658752535144	7.506763073670357	6.9100524630081095	1.7609329059509329	1.7582744005656268	1.1194516644661052	0.6807136189465017	host	gene-Syncc8109_1298	None	None	46.365784301686425
gene-Syncc8109_2645	695.8972309846264	600.0956899827312	70.54818809690661	79.79052109519615	17.51761380399105	14.070672292119047	8.777955239076439	6.032953370947262	host	gene-Syncc8109_2645	None	None	387.0885446336586
gene-Syncc8109_1652	167.49911137074616	160.72451564311334	14.562196556359423	18.183470440324864	2.657991735851773	4.045238537021245	1.7712809011210815	0.9460521135013139	host	trpS	None	None	100.73142716039594
gene-Syncc8109_0285	37.61232922559729	39.61619068366832	3.6030243459286995	3.0650025963079304	0.13589421617641542	0.7387515203094815	0.6352206414528404	0.40592784586212877	host	gene-Syncc8109_0285	None	None	24.322476719330666
gene-Syncc8109_0724	162.9624974672162	159.43101128793347	17.722192921031407	14.741550262432847	0.5468913577831352	4.793243438145392	2.3518656920131993	2.4023706803174765	host	gene-Syncc8109_0724	None	None	98.34804429817743
gene-Syncc8109_0826	109.03703440169102	109.59113159143844	8.541189456531981	7.560018205684785	2.5832425886069754	2.3729952201796616	1.2171647129773782	1.0349014340833074	host	purQ (purL	None	None	69.13980381595765
gene-Syncc8109_0275	14.153619676907418	12.6815370157821	1.1951538953159062	1.5764940388998208	0.5983544490351999	0.4017946026677486	0.229642967851069	0.2268755681805437	host	gene-Syncc8109_0275	None	None	7.889212054204706
gene-Syncc8109_2431	67.01454475301635	62.929923584431336	6.755955517713871	6.0878041340514315	1.0849618872149296	1.6771458971607947	0.7979190896185036	1.1565477430018716	host	gene-Syncc8109_2431	None	None	39.456916461842134
gene-Syncc8109_0127	161.10381586906948	152.80897712752738	18.472087935982103	17.32741014811713	4.448917791489791	4.6396323615160595	2.8947912089065158	2.5953229921017056	host	ssb	None	None	91.72455891121032
gene-Syncc8109_0585	36.03997829353825	33.16461831666672	4.304651347548417	6.16738327305864	0.6594866373267219	1.1950392240300436	0.3699226088460659	0.5793952817236266	host	gene-Syncc8109_0585	None	None	19.486982492699703
gene-Syncc8109_0663	24.44237073643935	26.87033894902381	2.475512457789405	3.2826394840473405	1.6274428308223943	0.46141573725715646	0.23667091641226798	0.41305276535781127	host	abrB	None	None	14.91888791751272
gene-Syncc8109_1242	138.13804084457516	150.30881592545998	14.770016527930016	11.368790852746649	3.376889407998275	2.7124187551072865	1.894182033247928	1.7326013123349895	host	gene-Syncc8109_1242	None	None	89.11810559953328
gene-Syncc8109_1416	4.877111700673398	5.952759838633828	0.9093991361230134	1.3122092070337532	0.4770754397682669	0.37049848282998316	0.08920119645933504	0.08382740246214174	host	gene-Syncc8109_1416	None	None	2.65755863597806
gene-BSV9_gp180	0.2122446758626386	0.6358629827631589	5083.646578554786	5002.05620361421	5759.791418752257	5005.925413522822	1712.723182826843	1793.1414876423662	phage	gene-BSV9_gp180	early	middle	1686.6016412608828
gene-Syncc8109_1418	22.217953303067702	23.630652692758527	2.8935427058459515	2.3619765726607556	0.1590251465894223	0.4410696224166466	0.38653851799045186	0.3632520773359475	host	gene-Syncc8109_1418	None	None	13.775305283277813
gene-Syncc8109_0469	1056.44607542259	1131.1032502874416	132.30846630222388	95.45854923656186	31.087529419204728	28.03857162433686	18.88737062521846	20.687750445597644	host	cpeC	None	None	650.1913649867021
gene-Syncc8109_2077	39.85883065352603	40.953887025423796	3.622182999812003	2.2997022374116964	1.1401294408021294	1.4757142960177296	0.21317574069095324	0.46744432898380733	host	gene-Syncc8109_2077	None	None	25.267928288018727
gene-Syncc8109_1559	35.16351327547529	28.332871511028195	3.1356005308731976	4.216769028556373	0.5736000054888233	0.7925713391834757	0.3412464376176887	0.4489639717914242	host	glmU	None	None	19.20267459941805
gene-Syncc8109_0744	250.9251851576052	251.36053012494668	36.73491658816761	30.899848847671347	9.49526168640821	6.764837823158825	3.2726826721381546	3.4373511917766995	host	gene-Syncc8109_0744	None	None	142.80603575059575
gene-Syncc8109_1465	28.186886392599014	24.18656392379492	2.696325943318	2.3920224844105937	1.1001716332973817	0.656781522800414	0.22529554526294665	0.32218709591173633	host	pqqL	None	None	15.858090185403146
gene-Syncc8109_0571	171.00856740932596	180.1179224643397	13.242808570370189	17.369365136369233	1.3728089185168495	1.3707363694205499	0.4278016564886477	0.7236528824793051	host	gene-Syncc8109_0571	None	None	113.00561127221528
gene-Syncc8109_1817	10.970820688424972	8.710451818673409	1.0468093833412686	0.5069082142239978	0.7167023729852046	0.28397633224085467	0.01914363576981163	0.12593249045682478	host	gene-Syncc8109_1817	None	None	6.05797331614432
gene-Syncc8109_0967	338.87547524478157	340.4548307710215	26.450267316261357	20.06257209308232	6.75377881599655	6.144152981182251	2.980179732310073	3.939887915720661	host	bolA	None	None	217.86659333985264
gene-Syncc8109_0537	50.294408012450255	46.66780105636756	6.6437069193792055	6.3325810393012825	1.701711055244845	1.410398880109802	0.954532446040295	0.6156074868313534	host	mtnB	None	None	27.53068131547287
gene-Syncc8109_1374	33.88898460881139	31.74059847842545	3.692939391994656	1.9368641683985812	0.9265514739301052	0.7195631691326119	0.5197259793705058	0.48841585732074316	host	gene-Syncc8109_1374	None	None	20.18977355857077
gene-Syncc8109_2270	686.0954123131285	638.9206845381948	65.1636659671097	81.08592434414801	15.070891351368038	18.963101504096677	6.712511893122967	5.490007751414037	host	atpD	None	None	397.08548678814884
gene-Syncc8109_2681	13.758003096096038	14.193370150963368	1.4050659542290227	1.8171754286690636	0.9009058527766826	0.4775366286985943	0.28074483707067505	0.22865420939450268	host	ureF	None	None	7.880748768373658
gene-Syncc8109_1737	32.44726825516503	25.434519310526355	5.482442363600881	3.5483574995679845	1.5357907992540099	0.5793117177713435	0.516878165784914	0.9175081447568664	host	gene-Syncc8109_1737	None	None	15.974241473987346
gene-Syncc8109_1490	121.96764895523452	107.04122600523135	10.123048278421965	11.910290774287333	1.5886418996331966	2.543025300743103	1.1457117237540098	1.2361996496694383	host	secD	None	None	71.04565858976616
