hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
gene-VC_RS13925	NC_002506.1	97	869	Dodola__DolB	1.9e-24	82.3	0.64	0.315	560	833
gene-VC_RS14290	NC_002506.1	167	383	RM_Type_II__Type_II_MTases_FAM_41	9.8e-06	20.6	0.552	0.554	169	380
gene-VC_RS14290	NC_002506.1	167	383	RM_Type_II__Type_II_MTases_FAM_16	3.4999999999999996e-22	74.7	0.737	0.731	97	376
gene-VC_RS14290	NC_002506.1	167	383	RM_Type_II__Type_II_MTases_FAM_21	6.600000000000001e-25	83.5	0.404	0.491	16	203
gene-VC_RS14290	NC_002506.1	167	383	RM_Type_II__Type_II_MTases_FAM_2	9.5e-41	135.9	0.968	0.948	19	381
gene-VC_RS14290	NC_002506.1	167	383	DISARM_2__drmMII	4.4e-43	143.6	0.96	0.948	19	381
gene-VC_RS14290	NC_002506.1	167	383	RM_Type_II__Type_II_MTases_FAM_0	3.9e-55	183.4	0.981	0.961	15	382
gene-VC_RS14290	NC_002506.1	167	383	Druantia_II__DruM	1.8e-69	230.6	0.832	0.948	19	381
gene-VC_RS14290	NC_002506.1	167	383	RM_Type_II__Type_II_MTases_FAM_15	2.3999999999999997e-196	647.7	0.967	0.961	15	382
gene-VC_RS14295	NC_002506.1	168	638	Menshen__NsnA	3.2e-109	361.4	0.925	0.649	202	615
gene-VC_RS14300	NC_002506.1	169	374	Menshen__NsnB	2.6e-112	371.6	0.994	0.987	1	369
gene-VC_RS14305	NC_002506.1	170	292	Menshen__NsnC_2635923458	9.5e-76	250.7	0.94	0.938	19	292
gene-VC_RS14305	NC_002506.1	170	292	Menshen__NsnC_2726213746	8.400000000000001e-131	431.9	1.0	1.0	1	292
gene-VC_RS18735	NC_002506.1	237	407	PD-Lambda-4__PD-Lambda-4_B	1.9e-08	29.6	0.941	0.681	9	285
gene-VC_RS14815	NC_002506.1	257	402	Ogmios__VCA0308	2.3000000000000004e-258	853.0	0.969	0.998	2	402
gene-VC_RS14890	NC_002506.1	269	148	Nantosuelta__VCA0322	1.6000000000000002e-76	253.0	0.57	0.993	1	147
gene-VC_RS15085	NC_002506.1	301	232	Sirona__VCA0356	1.9e-92	305.3	0.809	0.978	5	231
gene-VC_RS15140	NC_002506.1	310	311	Epona__VCA0366	9.3e-119	392.1	0.984	0.987	4	310
gene-VC_RS15150	NC_002506.1	311	340	Sucellos__SclA_VCA0367	4.4e-129	426.0	0.994	0.944	1	321
gene-VC_RS15155	NC_002506.1	312	168	Sucellos__SclB_VCA0368	1.3e-62	206.5	0.795	0.982	1	165
gene-VC_RS15170	NC_002506.1	315	335	Divona__VCA0374	7.3e-130	428.7	0.982	0.976	4	330
gene-VC_RS15290	NC_002506.1	335	276	Taranis__VCA0396	9.1e-116	381.7	0.958	0.993	2	275
gene-VC_RS15300	NC_002506.1	337	263	CBASS__Endonuc_small	1e-17	60.4	0.705	0.692	31	212
gene-VC_RS15300	NC_002506.1	337	263	PD_DExK_I_II_III_IV_V_VI_5	1.3000000000000001e-32	107.8	0.835	0.407	28	134
gene-VC_RS15300	NC_002506.1	337	263	Damona__VCA0399	2.1e-84	278.8	0.961	0.996	1	262
gene-VC_RS15350	NC_002506.1	348	120	Cernunnos__VCA0410	3.3e-50	165.7	0.686	0.992	1	119
gene-VC_RS15395	NC_002506.1	356	220	Brigantia__VCA0419	1.5e-105	347.6	0.945	0.995	1	219
gene-VC_RS15395	NC_002506.1	356	220	Lugos__VCA0409	1.5e-105	347.6	0.945	0.995	1	219
gene-VC_RS15495	NC_002506.1	374	309	Nemetona__VCA0441	2.2e-151	498.9	0.993	0.958	11	306
gene-VC_RS15525	NC_002506.1	379	217	RM_Type_II__Type_II_MTases_FAM_17	3.3e-10	35.7	0.794	0.742	14	174
gene-VC_RS15525	NC_002506.1	379	217	RM_Type_II__Type_II_MTases_FAM_26	3.4e-17	58.2	0.728	0.995	2	217
gene-VC_RS15525	NC_002506.1	379	217	RM_Type_II__Type_II_MTases_FAM_3	2.5e-38	127.9	0.888	0.991	2	216
gene-VC_RS15525	NC_002506.1	379	217	RM_Type_II__Type_II_MTases_FAM_1	2.4e-43	144.4	0.868	0.991	2	216
gene-VC_RS15525	NC_002506.1	379	217	Toutatis__TutB_VCA0447	1.4e-154	508.9	0.831	0.995	1	216
gene-VC_RS15540	NC_002506.1	382	176	Esos__VCA0450	1.8e-74	247.1	0.532	0.994	1	175
gene-VC_RS15575	NC_002506.1	387	204	Belenos__VCA0457	1.3e-95	314.9	1.0	0.995	1	203
gene-VC_RS15580	NC_002506.1	388	285	Belisama__VCA0458	7.6e-126	414.7	0.983	0.986	1	281
gene-VC_RS15760	NC_002506.1	416	85	PfiAT__PfiA	2.2e-08	29.9	0.939	0.965	1	82
gene-VC_RS15765	NC_002506.1	417	100	PfiAT__PfiT	4.3e-06	22.6	0.843	0.9	3	92
gene-VC_RS15795	NC_002506.1	422	290	Retron_VII_2__DUF3800	8.3e-14	48.0	0.991	0.714	29	235
gene-VC_RS15910	NC_002506.1	443	1013	Lamassu-Fam__LmuB_SMC_Mrr	1.4e-07	26.2	0.449	0.276	19	298
gene-VC_RS15910	NC_002506.1	443	1013	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	7.6e-11	36.6	0.827	0.821	5	836
