replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NC_002506.1	gene-VC_RS14295	Menshen__NsnA	168	defense-finder-models/DefenseFinder/Menshen/Menshen	NC_002506.1_Menshen_10	1	1	1.0	3.0	1	Menshen__NsnA	mandatory	638	3.1999999999999997e-109	361.4	0.925	0.649	202	615			Menshen	Menshen	Defense
NC_002506.1	gene-VC_RS14300	Menshen__NsnB	169	defense-finder-models/DefenseFinder/Menshen/Menshen	NC_002506.1_Menshen_10	1	1	1.0	3.0	1	Menshen__NsnB	mandatory	374	2.6e-112	371.6	0.994	0.987	1	369			Menshen	Menshen	Defense
NC_002506.1	gene-VC_RS14305	Menshen__NsnC_2726213746	170	defense-finder-models/DefenseFinder/Menshen/Menshen	NC_002506.1_Menshen_10	1	1	1.0	3.0	1	Menshen__NsnC_2507451963	mandatory	292	8.4e-131	431.9	1.0	1.0	1	292			Menshen	Menshen	Defense
NC_002506.1	gene-VC_RS14815	Ogmios__VCA0308	257	defense-finder-models/DefenseFinder/Ogmios/Ogmios	NC_002506.1_Ogmios_13	1	1	1.0	1.0	1	Ogmios__VCA0308	mandatory	402	2.3000000000000004e-258	853.0	0.969	0.998	2	402			Ogmios	Ogmios	Defense
NC_002506.1	gene-VC_RS14890	Nantosuelta__VCA0322	269	defense-finder-models/DefenseFinder/Nantosuelta/Nantosuelta	NC_002506.1_Nantosuelta_11	1	1	1.0	1.0	1	Nantosuelta__VCA0322	mandatory	148	1.6e-76	253.0	0.57	0.993	1	147			Nantosuelta	Nantosuelta	Defense
NC_002506.1	gene-VC_RS15085	Sirona__VCA0356	301	defense-finder-models/DefenseFinder/Sirona/Sirona	NC_002506.1_Sirona_15	1	1	1.0	1.0	1	Sirona__VCA0356	mandatory	232	1.9e-92	305.3	0.809	0.978	5	231			Sirona	Sirona	Defense
NC_002506.1	gene-VC_RS15140	Epona__VCA0366	310	defense-finder-models/DefenseFinder/Epona/Epona	NC_002506.1_Epona_7	1	1	1.0	1.0	1	Epona__VCA0366	mandatory	311	9.3e-119	392.1	0.984	0.987	4	310			Epona	Epona	Defense
NC_002506.1	gene-VC_RS15150	Sucellos__SclA_VCA0367	311	defense-finder-models/DefenseFinder/Sucellos/Sucellos	NC_002506.1_Sucellos_16	1	1	1.0	2.0	1	Sucellos__SclA_VCA0367	mandatory	340	4.3999999999999994e-129	426.0	0.994	0.944	1	321			Sucellos	Sucellos	Defense
NC_002506.1	gene-VC_RS15155	Sucellos__SclB_VCA0368	312	defense-finder-models/DefenseFinder/Sucellos/Sucellos	NC_002506.1_Sucellos_16	1	1	1.0	2.0	1	Sucellos__SclB_VCA0368	mandatory	168	1.3e-62	206.5	0.795	0.982	1	165			Sucellos	Sucellos	Defense
NC_002506.1	gene-VC_RS15170	Divona__VCA0374	315	defense-finder-models/DefenseFinder/Divona/Divona	NC_002506.1_Divona_6	1	1	1.0	1.0	1	Divona__VCA0374	mandatory	335	7.3e-130	428.7	0.982	0.976	4	330			Divona	Divona	Defense
NC_002506.1	gene-VC_RS15290	Taranis__VCA0396	335	defense-finder-models/DefenseFinder/Taranis/Taranis	NC_002506.1_Taranis_17	1	1	1.0	1.0	1	Taranis__VCA0396	mandatory	276	9.099999999999999e-116	381.7	0.958	0.993	2	275			Taranis	Taranis	Defense
NC_002506.1	gene-VC_RS15300	Damona__VCA0399	337	defense-finder-models/DefenseFinder/Damona/Damona	NC_002506.1_Damona_5	1	1	1.0	1.0	1	Damona__VCA0399	mandatory	263	2.1e-84	278.8	0.961	0.996	1	262			Damona	Damona	Defense
NC_002506.1	gene-VC_RS15350	Cernunnos__VCA0410	348	defense-finder-models/DefenseFinder/Cernunnos/Cernunnos	NC_002506.1_Cernunnos_3	1	1	1.0	1.0	1	Cernunnos__VCA0410	mandatory	120	3.3e-50	165.7	0.686	0.992	1	119			Cernunnos	Cernunnos	Defense
NC_002506.1	gene-VC_RS15395	Lugos__VCA0409	356	defense-finder-models/DefenseFinder/Lugos/Lugos	NC_002506.1_Lugos_9	1	1	1.0	1.0	1	Lugos__VCA0409	mandatory	220	1.4999999999999999e-105	347.6	0.945	0.995	1	219			Lugos	Lugos	Defense
NC_002506.1	gene-VC_RS15495	Nemetona__VCA0441	374	defense-finder-models/DefenseFinder/Nemetona/Nemetona	NC_002506.1_Nemetona_12	1	1	1.0	1.0	1	Nemetona__VCA0441	mandatory	309	2.2e-151	498.9	0.993	0.958	11	306			Nemetona	Nemetona	Defense
NC_002506.1	gene-VC_RS15525	Toutatis__TutB_VCA0447	379	defense-finder-models/DefenseFinder/Toutatis/Toutatis	NC_002506.1_Toutatis_18	1	1	0.5	1.0	1	Toutatis__TutB_VCA0447	mandatory	217	1.4e-154	508.9	0.831	0.995	1	216			Toutatis	Toutatis	Defense
NC_002506.1	gene-VC_RS15540	Esos__VCA0450	382	defense-finder-models/DefenseFinder/Esos/Esos	NC_002506.1_Esos_8	1	1	1.0	1.0	1	Esos__VCA0450	mandatory	176	1.8e-74	247.1	0.532	0.994	1	175			Esos	Esos	Defense
NC_002506.1	gene-VC_RS15575	Belenos__VCA0457	387	defense-finder-models/DefenseFinder/Belenos/Belenos	NC_002506.1_Belenos_1	1	1	1.0	1.0	1	Belenos__VCA0457	mandatory	204	1.3e-95	314.9	1.0	0.995	1	203			Belenos	Belenos	Defense
