hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
gene-SPD_RS00155	NC_008533.2	22	322	narp1_adps	7.7e-63	209.1	0.878	0.87	31	310
gene-SPD_RS00180	NC_008533.2	23	877	UG9__DNA_pol	2.5e-31	105.9	0.731	0.462	461	865
gene-SPD_RS01385	NC_008533.2	238	1463	DEDDh_I_II_III_IV_V_VI_1	2.4e-45	151.3	0.994	0.107	426	581
gene-SPD_RS01475	NC_008533.2	255	184	Dpd__FolE	3.9e-52	173.3	0.983	0.962	5	181
gene-SPD_RS01685	NC_008533.2	290	701	Dodola__DolB	4.6000000000000006e-31	105.0	0.835	0.481	339	675
gene-SPD_RS01980	NC_008533.2	336	788	recD_IV-D_1	2.8e-74	247.3	0.868	0.811	112	750
gene-SPD_RS02425	NC_008533.2	417	426	RM__Type_I_S_06	7.3000000000000005e-28	94.5	0.638	0.913	32	420
gene-SPD_RS02425	NC_008533.2	417	426	RM__Type_I_S_01	1.2e-34	116.4	0.496	0.96	16	424
gene-SPD_RS02425	NC_008533.2	417	426	RM__Type_I_S_04	8.8e-40	134.0	0.632	0.932	28	424
gene-SPD_RS02425	NC_008533.2	417	426	RM__Type_I_S_52	1.2999999999999998e-47	159.6	0.572	0.93	29	424
gene-SPD_RS02440	NC_008533.2	420	522	RM__Type_I_S_02	1e-23	80.9	0.461	0.504	47	309
gene-SPD_RS02440	NC_008533.2	420	522	RM__Type_I_S_51	9.2e-34	113.3	0.418	0.408	84	296
gene-SPD_RS02440	NC_008533.2	420	522	RM__Type_I_S_04	9.200000000000001e-35	117.4	0.431	0.473	57	303
gene-SPD_RS02440	NC_008533.2	420	522	RM__Type_I_S_06	9e-42	140.3	0.658	0.801	96	513
gene-SPD_RS02440	NC_008533.2	420	522	RM__Type_I_S_01	2.6e-58	194.7	0.543	0.849	79	521
gene-SPD_RS02445	NC_008533.2	421	487	RM_Type_II__Type_II_MTases_FAM_29	6.6e-19	64.6	0.471	0.573	109	387
gene-SPD_RS02445	NC_008533.2	421	487	RM_Type_II__Type_II_MTases_FAM_13	6.8e-21	71.2	0.485	0.593	64	352
gene-SPD_RS02445	NC_008533.2	421	487	PrrC__EcoprrI	2.5e-24	83.4	0.81	0.875	55	480
gene-SPD_RS02445	NC_008533.2	421	487	RM_Type_II__Type_II_MTases_FAM_33	2e-38	129.2	0.665	0.772	3	378
gene-SPD_RS02445	NC_008533.2	421	487	RM__Type_I_MTases_FAM_0	3.2999999999999996e-53	178.1	0.844	0.901	47	485
gene-SPD_RS02445	NC_008533.2	421	487	RM__Type_I_MTases_FAM_2	5.499999999999999e-66	220.1	0.79	0.823	17	417
gene-SPD_RS02445	NC_008533.2	421	487	RM__Type_I_MTases_FAM_1	2.7e-179	593.5	0.996	0.99	3	484
gene-SPD_RS02450	NC_008533.2	422	777	RM__Type_I_REases_FAM_2.einsi_trimmed	2.8e-243	806.8	0.678	0.741	1	576
