replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
CP027476.1	gene-NRS_379	Abi2__Abi_2	359	defense-finder-models/DefenseFinder/Abi2/Abi2	CP027476.1_Abi2_1	1	1	1.0	1.0	1	Abi2__Abi_2	mandatory	312	3.2000000000000003e-23	80.2	0.989	0.603	29	216			Abi2	Abi2	Defense
CP027476.1	gene-NRS_402	FS_Sma__Sma	381	defense-finder-models/DefenseFinder/FS_Sma/FS_Sma	CP027476.1_FS_Sma_5	1	1	1.0	1.0	1	FS_Sma__Sma	mandatory	234	6.3e-158	520.5	1.0	1.0	1	234			FS_Sma	FS_Sma	Defense
CP027476.1	gene-NRS_416	RM__Type_I_MTases_FAM_0	395	defense-finder-models/RM/RM/RM_Type_I	CP027476.1_RM_Type_I_9	1	1	0.667	2.0	1	RM__Type_I_MTases_FAM_0	mandatory	518	1.1e-181	602.4	0.992	0.981	7	514		CP027476.1_PrrC_7	RM	RM_Type_I	Defense
CP027476.1	gene-NRS_417	RM__Type_I_S_51	396	defense-finder-models/RM/RM/RM_Type_I	CP027476.1_RM_Type_I_9	1	1	0.667	2.0	1	RM__Type_I_S_01	mandatory	403	9.999999999999999e-33	110.4	0.45	0.548	8	228		CP027476.1_PrrC_7	RM	RM_Type_I	Defense
CP027476.1	gene-NRS_604	gcu233__gcu233	569	defense-finder-models/DefenseFinder/gcu233/gcu233	CP027476.1_gcu233_6	1	1	1.0	1.0	1	gcu233__gcu233	mandatory	178	2.8000000000000002e-59	197.0	0.971	0.989	2	177			gcu233	gcu233	Defense
CP027476.1	gene-NRS_833	AbiD__AbiD	790	defense-finder-models/DefenseFinder/AbiD/AbiD	CP027476.1_AbiD_2	1	1	1.0	1.0	1	AbiD__AbiD	mandatory	322	1.1999999999999999e-61	206.0	0.901	0.978	2	316			AbiD	AbiD	Defense
CP027476.1	gene-NRS_1227	aca11	1177	defense-finder-models/ADF/Anti_CRISPR/Aca_alone	CP027476.1_Aca_alone_11	1	1	0.077	1.0	1	aca11	mandatory	61	3.2e-26	88.2	0.906	0.951	3	60			Anti_CRISPR	Aca_alone	Antidefense
CP027476.1	gene-NRS_1782	Avs_II__Avs2A	1716	defense-finder-models/DefenseFinder/Avs/Avs_II	CP027476.1_Avs_II_3	1	1	1.0	1.0	1	Avs_II__Avs2A	mandatory	1370	4.7999999999999995e-105	349.6	0.539	0.58	176	970			Avs	Avs_II	Defense
CP027476.1	gene-NRS_1783	RM__Type_I_S_51	1717	defense-finder-models/RM/RM/RM_Type_I	CP027476.1_RM_Type_I_10	1	1	0.667	2.0	1	RM__Type_I_S_01	mandatory	399	2.7000000000000003e-59	198.0	0.83	0.997	1	398		CP027476.1_PrrC_8	RM	RM_Type_I	Defense
CP027476.1	gene-NRS_1784	RM__Type_I_MTases_FAM_0	1718	defense-finder-models/RM/RM/RM_Type_I	CP027476.1_RM_Type_I_10	1	1	0.667	2.0	1	RM__Type_I_MTases_FAM_0	mandatory	579	2.2e-181	601.4	0.994	0.879	67	575		CP027476.1_PrrC_8	RM	RM_Type_I	Defense
CP027476.1	gene-NRS_2204	Dodola__DolB	2073	defense-finder-models/DefenseFinder/Dodola/Dodola	CP027476.1_Dodola_4	1	1	1.0	2.0	1	Dodola__DolB	mandatory	378	3.2e-153	507.4	0.995	0.987	1	373			Dodola	Dodola	Defense
CP027476.1	gene-NRS_2205	Dodola__DolA	2074	defense-finder-models/DefenseFinder/Dodola/Dodola	CP027476.1_Dodola_4	1	1	1.0	2.0	1	Dodola__DolA	mandatory	263	5.5000000000000004e-98	325.1	0.996	0.996	2	263			Dodola	Dodola	Defense
