hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
gene-MSMEI_RS01140	NC_018289.1	217	1050	Pycsar__AG_cyclase	9.7e-18	62.9	0.537	0.153	31	191
gene-MSMEI_RS01835	NC_018289.1	355	488	Wadjet__JetA_I	9.199999999999999e-110	366.4	0.984	0.959	13	480
gene-MSMEI_RS01840	NC_018289.1	356	240	Wadjet__JetB_I	1.5e-62	209.6	0.864	0.908	16	233
gene-MSMEI_RS01845	NC_018289.1	357	1118	Wadjet__JetC_I	2.7999999999999996e-299	994.2	0.975	0.968	5	1086
gene-MSMEI_RS03435	NC_018289.1	670	629	Eleos__LeoBC	4e-11	41.1	0.775	0.725	163	618
gene-MSMEI_RS03620	NC_018289.1	705	848	Dodola__DolB	6.5000000000000005e-31	106.3	0.656	0.315	558	824
gene-MSMEI_RS04670	NC_018289.1	908	75	MADS__mad1	1.5e-06	26.6	0.62	0.587	20	63
gene-MSMEI_RS06135	NC_018289.1	1191	476	RM__Type_I_REases_FAM_2.einsi_trimmed	8.200000000000001e-32	108.9	0.436	0.796	78	456
gene-MSMEI_RS06150	NC_018289.1	1195	386	Dnd__DndA	9.9e-86	286.6	0.979	0.959	2	371
gene-MSMEI_RS06155	NC_018289.1	1196	357	SspBCDE__SspB	3.7000000000000003e-34	116.9	0.867	0.765	3	275
gene-MSMEI_RS06160	NC_018289.1	1197	1152	BREX__brxC4	3.2e-36	123.1	0.451	0.535	176	791
gene-MSMEI_RS06160	NC_018289.1	1197	1152	SspBCDE__SspC	2.2000000000000004e-165	550.9	0.992	0.981	3	1132
gene-MSMEI_RS06165	NC_018289.1	1198	282	SspBCDE__SspD	2.6e-91	304.5	0.94	0.961	2	272
gene-MSMEI_RS06200	NC_018289.1	1204	2121	Mokosh_type_I__MkoA_D	1.3e-87	293.9	0.703	0.459	798	1771
