replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
CP045224.1	gene-FTB24_03505	WYL_I_II_III_IV_V_VI_4	663	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_2	1	1	1.0	8.0	1	WYL_I_II_III_IV_V_VI_1	neutral	305	1.6000000000000001e-38	130.1	0.977	0.557	132	301		CP045224.1_CAS_Class1-Type-I_5	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_03510	cas6_I_II_III_IV_V_VI_20	664	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_2	1	1	1.0	8.0	1	cas6_I-B_III_1	accessory	245	8.2e-29	98.5	0.993	0.604	93	240		CP045224.1_CAS_Class1-Type-I_5,CP045224.1_CAS_Cluster_8	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_03515	cas8b2_I-B_2	665	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_2	1	1	1.0	8.0	1	cas8b2_I-B_2	mandatory	616	3.8e-27	93.1	0.994	0.529	274	599		CP045224.1_CAS_Class1-Type-I_5,CP045224.1_CAS_Cluster_8	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_03520	cas7_I-B_6	666	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_2	1	1	1.0	8.0	1	cas7_I-B_6	mandatory	304	6.1000000000000005e-59	197.3	0.99	0.954	9	298		CP045224.1_CAS_Class1-Type-I_5,CP045224.1_CAS_Cluster_8	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_03525	cas5_I-B_6	667	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_2	1	1	1.0	8.0	1	cas5_I-B_6	mandatory	233	9.1e-65	215.8	0.972	0.751	4	178		CP045224.1_CAS_Class1-Type-I_5,CP045224.1_CAS_Cluster_8	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_03530	cas3_I_5	668	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_2	1	1	1.0	8.0	1	cas3_I_5	accessory	773	2.2e-67	225.6	0.74	0.777	79	679		CP045224.1_CAS_Class1-Type-I_5,CP045224.1_CAS_Cluster_8	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_03535	cas4_I_II_III_IV_V_VI_6	669	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_2	1	1	1.0	8.0	1	cas4_I_II_III_IV_V_VI_6	accessory	172	1.2e-52	176.0	0.994	0.919	11	168		CP045224.1_CAS_Class1-Type-I_5,CP045224.1_CAS_Cluster_8	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_03540	cas1_I_II_III_IV_V_VI_7	670	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_2	1	1	1.0	8.0	1	cas1_I_II_III_IV_V_VI_7	accessory	326	5.7e-138	457.2	0.994	0.975	5	322		CP045224.1_CAS_Class1-Type-I_5,CP045224.1_CAS_Cluster_8	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_03545	cas2_I_II_III_IV_V_VI_3	671	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_2	1	1	1.0	8.0	1	cas2_I_II_III_IV_V_VI_3	accessory	88	7.6e-27	91.1	0.987	0.886	3	80		CP045224.1_CAS_Class1-Type-I_5,CP045224.1_CAS_Cluster_8	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_05080	ardu	956	defense-finder-models/ADF/Anti_RM/arda_ardu	CP045224.1_arda_ardu_12	1	1	1.0	0.8	1	arda	mandatory	165	2.8e-38	129.3	0.759	0.952	3	159			Anti_RM	arda_ardu	Antidefense
