hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
gene-SAURSH1000_RS00205	NZ_CP059180.1	38	183	gcu233__gcu233	2.9e-49	164.4	0.977	0.962	2	177
gene-SAURSH1000_RS00230	NZ_CP059180.1	43	1050	Mokosh_type_I__MkoA_D	3.8e-64	214.9	0.676	0.769	228	1034
gene-SAURSH1000_RS00750	NZ_CP059180.1	144	929	RM__Type_I_REases_FAM_2.einsi_trimmed	3.2e-27	92.4	0.779	0.801	119	862
gene-SAURSH1000_RS00750	NZ_CP059180.1	144	929	RM__Type_I_REases_FAM_0.einsi_trimmed	2.1000000000000002e-193	642.5	0.927	0.947	1	880
gene-SAURSH1000_RS00755	NZ_CP059180.1	145	280	Rst_gop_beta_cll__cll	2.1999999999999996e-22	77.1	0.732	0.704	61	257
gene-SAURSH1000_RS01445	NZ_CP059180.1	281	266	DarTG__DarG	7.899999999999999e-66	219.4	0.756	0.695	81	265
gene-SAURSH1000_RS01655	NZ_CP059180.1	323	312	Abi2__Abi_2	3.1e-23	80.2	0.989	0.603	29	216
gene-SAURSH1000_RS01780	NZ_CP059180.1	346	234	FS_Sma__Sma	6.1999999999999996e-158	520.5	1.0	1.0	1	234
gene-SAURSH1000_RS01865	NZ_CP059180.1	363	518	RM_Type_II__Type_II_MTases_FAM_28	5e-16	55.5	0.466	0.494	198	453
gene-SAURSH1000_RS01865	NZ_CP059180.1	363	518	RM_Type_II__Type_II_MTases_FAM_14	9.4e-19	64.4	0.449	0.475	196	441
gene-SAURSH1000_RS01865	NZ_CP059180.1	363	518	RM_Type_II__Type_II_MTases_FAM_13	2.2999999999999998e-23	79.7	0.439	0.486	172	423
gene-SAURSH1000_RS01865	NZ_CP059180.1	363	518	RM_Type_II__Type_II_MTases_FAM_6	7e-24	81.5	0.465	0.488	194	446
gene-SAURSH1000_RS01865	NZ_CP059180.1	363	518	RM_Type_II__Type_II_MTases_FAM_33	1.1e-40	137.0	0.501	0.498	154	411
gene-SAURSH1000_RS01865	NZ_CP059180.1	363	518	RM__Type_I_MTases_FAM_3	8.8e-50	166.8	0.686	0.851	9	449
gene-SAURSH1000_RS01865	NZ_CP059180.1	363	518	RM__Type_I_MTases_FAM_1	1e-56	189.7	0.961	0.936	25	509
gene-SAURSH1000_RS01865	NZ_CP059180.1	363	518	PrrC__EcoprrI	9.9e-158	523.4	0.956	0.988	2	513
gene-SAURSH1000_RS01865	NZ_CP059180.1	363	518	RM__Type_I_MTases_FAM_0	1.1e-181	602.4	0.992	0.981	7	514
gene-SAURSH1000_RS01870	NZ_CP059180.1	364	403	RM__Type_I_S_02	9.8e-19	64.9	0.413	0.462	217	402
gene-SAURSH1000_RS01870	NZ_CP059180.1	364	403	RM__Type_I_S_04	3.4000000000000003e-32	109.4	0.733	0.953	19	402
gene-SAURSH1000_RS01870	NZ_CP059180.1	364	403	RM__Type_I_S_51	9.9e-33	110.4	0.45	0.548	8	228
gene-SAURSH1000_RS02175	NZ_CP059180.1	420	257	Gao_Qat__QatD	2.2e-12	44.0	0.953	0.981	2	253
gene-SAURSH1000_RS02225	NZ_CP059180.1	430	321	narp1_adps	2.1e-64	214.7	0.895	0.872	37	316
gene-SAURSH1000_RS02280	NZ_CP059180.1	441	697	Gao_Iet__IetA	1.4000000000000001e-30	103.8	0.563	0.324	174	399
gene-SAURSH1000_RS02435	NZ_CP059180.1	456	818	Dodola__DolB	6.600000000000001e-26	88.4	0.659	0.328	395	662
gene-SAURSH1000_RS02865	NZ_CP059180.1	540	178	gcu233__gcu233	2.7e-59	197.0	0.971	0.989	2	177
gene-SAURSH1000_RS03415	NZ_CP059180.1	649	139	Dpd__QueD	4.8e-19	66.1	0.95	0.849	17	134
gene-SAURSH1000_RS03420	NZ_CP059180.1	650	222	Dpd__QueC	2.9e-42	141.7	0.927	0.919	7	210
gene-SAURSH1000_RS03465	NZ_CP059180.1	659	593	PsyrTA__PsyrT	9.4e-113	374.8	0.515	0.583	3	348
gene-SAURSH1000_RS03630	NZ_CP059180.1	692	224	ShosTA__ShosT	2.7e-08	31.0	0.603	0.701	50	206
gene-SAURSH1000_RS03995	NZ_CP059180.1	763	416	Dnd__DndA	1.4e-44	149.8	0.867	0.825	31	373
gene-SAURSH1000_RS04265	NZ_CP059180.1	817	1217	Gabija__GajB_2	2e-66	222.0	0.749	0.74	11	911
gene-SAURSH1000_RS04300	NZ_CP059180.1	824	869	Dodola__DolB	1.3999999999999999e-24	84.0	0.44	0.205	550	727
gene-SAURSH1000_RS05640	NZ_CP059180.1	1085	1188	Retron_I_A__ATPase_TypeIA	4.9e-08	29.6	0.47	0.227	2	271
gene-SAURSH1000_RS05640	NZ_CP059180.1	1085	1188	Lamassu-Fam__LmuB_SMC_Mrr	1.5e-08	30.9	0.698	0.34	17	420
gene-SAURSH1000_RS05640	NZ_CP059180.1	1085	1188	Wadjet__JetC_I	7e-12	41.2	0.474	0.471	291	849
gene-SAURSH1000_RS05640	NZ_CP059180.1	1085	1188	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	1.1e-13	47.4	0.491	0.413	5	495
gene-SAURSH1000_RS05640	NZ_CP059180.1	1085	1188	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1.8e-17	60.8	0.789	0.408	7	491
gene-SAURSH1000_RS05715	NZ_CP059180.1	1100	290	PsyrTA__PsyrA	1.1e-24	84.4	0.523	0.724	69	278
gene-SAURSH1000_RS05715	NZ_CP059180.1	1100	290	ShosTA__ShosA	5.5e-61	203.5	0.723	0.762	62	282
gene-SAURSH1000_RS05800	NZ_CP059180.1	1117	1436	DEDDh_I_II_III_IV_V_VI_1	1.1e-48	162.6	0.994	0.109	421	576
gene-SAURSH1000_RS06045	NZ_CP059180.1	1166	61	aca11	3.2e-26	88.2	0.906	0.951	3	60
gene-SAURSH1000_RS06265	NZ_CP059180.1	1207	1009	Lamassu-Fam__LmuB_SMC_Mrr	5.4e-07	25.7	0.42	0.237	409	647
gene-SAURSH1000_RS06265	NZ_CP059180.1	1207	1009	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	3.6e-11	40.0	0.769	0.5	6	509
gene-SAURSH1000_RS06265	NZ_CP059180.1	1207	1009	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	4.3e-14	48.7	0.824	0.792	15	813
gene-SAURSH1000_RS06815	NZ_CP059180.1	1315	897	csf4_IV-A_1	6.300000000000001e-36	121.3	0.916	0.692	238	858
gene-SAURSH1000_RS06815	NZ_CP059180.1	1315	897	DEDDh_I_II_III_IV_V_VI_1	2.9e-42	141.7	0.988	0.173	8	162
gene-SAURSH1000_RS06955	NZ_CP059180.1	1343	459	PsyrTA__PsyrT	3e-84	280.6	0.504	0.732	4	339
gene-SAURSH1000_RS07155	NZ_CP059180.1	1382	559	Retron_I_A__ATPase_TypeIA	1.6e-10	37.8	0.485	0.512	2	287
gene-SAURSH1000_RS07370	NZ_CP059180.1	1424	599	UG6__DnaG	1.2e-37	126.8	0.896	0.523	35	347
gene-SAURSH1000_RS07550	NZ_CP059180.1	1460	228	Detocs__dtcC	9.3e-21	71.3	0.616	0.987	2	226
gene-SAURSH1000_RS07645	NZ_CP059180.1	1479	825	recD_IV-D_1	7e-81	269.6	0.845	0.776	121	760
gene-SAURSH1000_RS07660	NZ_CP059180.1	1482	380	Dnd__DndA	3.5e-115	382.1	0.995	0.979	1	372
gene-SAURSH1000_RS07690	NZ_CP059180.1	1488	257	CBASS__AG_E1_ThiF	3.3000000000000003e-34	115.6	0.627	0.603	6	160
gene-SAURSH1000_RS07950	NZ_CP059180.1	1539	306	Dodola__DolB	0.00087	15.7	0.624	0.729	4	226
gene-SAURSH1000_RS07980	NZ_CP059180.1	1545	876	UG9__DNA_pol	5.7e-31	105.1	0.715	0.449	466	858
gene-SAURSH1000_RS08095	NZ_CP059180.1	1567	315	RM_Type_II__Type_II_MTases_FAM_29	2.4e-06	23.5	0.42	0.73	46	275
gene-SAURSH1000_RS08095	NZ_CP059180.1	1567	315	RM_Type_II__Type_II_MTases_FAM_13	7.6e-09	31.8	0.408	0.714	71	295
gene-SAURSH1000_RS08115	NZ_CP059180.1	1571	382	Dnd__DndA	1.9e-93	310.6	0.973	0.95	5	367
gene-SAURSH1000_RS08430	NZ_CP059180.1	1633	131	Veles__VlsC1	5.5e-17	59.5	0.932	0.954	4	128
gene-SAURSH1000_RS08430	NZ_CP059180.1	1633	131	Veles__VlsC2	6.6e-20	68.9	0.933	0.947	6	129
gene-SAURSH1000_RS08615	NZ_CP059180.1	1667	1370	Avs_II__Avs2A	4.7999999999999995e-105	349.6	0.539	0.58	176	970
gene-SAURSH1000_RS08620	NZ_CP059180.1	1668	399	RM__Type_I_S_02	3.6000000000000003e-20	69.6	0.452	0.499	20	218
gene-SAURSH1000_RS08620	NZ_CP059180.1	1668	399	RM__Type_I_S_03	4.4e-23	79.4	0.418	0.509	18	220
gene-SAURSH1000_RS08620	NZ_CP059180.1	1668	399	RM__Type_I_S_06	8.8e-27	91.3	0.412	0.576	9	238
gene-SAURSH1000_RS08620	NZ_CP059180.1	1668	399	RM__Type_I_S_01	2.5e-39	132.4	0.549	0.932	20	391
gene-SAURSH1000_RS08620	NZ_CP059180.1	1668	399	RM__Type_I_S_51	2.5e-59	198.1	0.83	0.997	1	398
gene-SAURSH1000_RS08625	NZ_CP059180.1	1669	518	RM_Type_II__Type_II_MTases_FAM_28	2.6e-16	56.4	0.475	0.504	198	458
gene-SAURSH1000_RS08625	NZ_CP059180.1	1669	518	RM_Type_II__Type_II_MTases_FAM_14	2.8e-18	62.8	0.462	0.488	196	448
gene-SAURSH1000_RS08625	NZ_CP059180.1	1669	518	RM_Type_II__Type_II_MTases_FAM_13	2.0999999999999998e-23	79.9	0.439	0.486	172	423
gene-SAURSH1000_RS08625	NZ_CP059180.1	1669	518	RM_Type_II__Type_II_MTases_FAM_6	5.1e-24	82.0	0.467	0.49	194	447
