replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NC_017564.1	gene-Y11_RS06220	Retron_VI__HTH	1162	defense-finder-models/DefenseFinder/Retron/Retron_VI	NC_017564.1_Retron_VI_3	1	1	1.0	2.0	1	Retron_VI__HTH	mandatory	105	8.9e-35	116.5	0.97	0.943	1	99			Retron	Retron_VI	Defense
NC_017564.1	gene-Y11_RS06225	Retron__RT_Tot_10	1163	defense-finder-models/DefenseFinder/Retron/Retron_VI	NC_017564.1_Retron_VI_3	1	1	1.0	2.0	1	Retron__RT_Tot_1	mandatory	310	4e-108	359.2	0.942	0.965	8	306			Retron	Retron_VI	Defense
NC_017564.1	gene-Y11_RS07025	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	1302	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Hydrolase_Protease	NC_017564.1_Lamassu-Hydrolase_Protease_2	1	1	1.0	3.5	1	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	mandatory	678	9.499999999999999e-190	630.8	0.638	0.984	7	673		NC_017564.1_Lamassu-Fam_1	Lamassu-Fam	Lamassu-Hydrolase_Protease	Defense
NC_017564.1	gene-Y11_RS23695	Lamassu-Fam__LmuC_acc_hydrolase_protease	1305	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Hydrolase_Protease	NC_017564.1_Lamassu-Hydrolase_Protease_2	1	1	1.0	3.5	1	Lamassu-Fam__LmuC_acc_Lipase	accessory	113	1.6000000000000001e-28	97.7	0.567	0.92	7	110		NC_017564.1_Lamassu-Fam_1	Lamassu-Fam	Lamassu-Hydrolase_Protease	Defense
NC_017564.1	gene-Y11_RS07045	Lamassu-Fam__LmuA_effector_Protease	1306	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Hydrolase_Protease	NC_017564.1_Lamassu-Hydrolase_Protease_2	1	1	1.0	3.5	1	Lamassu-Fam__LmuA_effector_Protease	mandatory	431	2.3e-143	476.1	1.0	1.0	1	431		NC_017564.1_Lamassu-Fam_1	Lamassu-Fam	Lamassu-Hydrolase_Protease	Defense
NC_017564.1	gene-Y11_RS07050	Lamassu-Fam__LmuA_effector_Hydrolase	1307	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Hydrolase_Protease	NC_017564.1_Lamassu-Hydrolase_Protease_2	1	1	1.0	3.5	1	Lamassu-Fam__LmuA_effector_Hydrolase	mandatory	350	8.200000000000001e-130	430.5	0.997	0.997	1	349		NC_017564.1_Lamassu-Fam_1	Lamassu-Fam	Lamassu-Hydrolase_Protease	Defense
NC_017564.1	gene-Y11_RS09245	SanaTA__SanaA	1712	defense-finder-models/DefenseFinder/SanaTA/SanaTA	NC_017564.1_SanaTA_5	1	1	1.0	2.0	1	SanaTA__SanaA	mandatory	135	8.3e-37	124.3	0.978	0.978	1	132			SanaTA	SanaTA	Defense
NC_017564.1	gene-Y11_RS09250	SanaTA__SanaT	1713	defense-finder-models/DefenseFinder/SanaTA/SanaTA	NC_017564.1_SanaTA_5	1	1	1.0	2.0	1	SanaTA__SanaT_1	mandatory	363	5.699999999999999e-68	227.1	0.86	0.788	74	359			SanaTA	SanaTA	Defense
NC_017564.1	gene-Y11_RS11915	Retron__RT_Tot_10	2207	defense-finder-models/DefenseFinder/Retron/Retron_VI	NC_017564.1_Retron_VI_4	1	1	1.0	2.0	1	Retron__RT_Tot_1	mandatory	310	4e-108	359.2	0.942	0.965	8	306			Retron	Retron_VI	Defense
NC_017564.1	gene-Y11_RS11920	Retron_VI__HTH	2208	defense-finder-models/DefenseFinder/Retron/Retron_VI	NC_017564.1_Retron_VI_4	1	1	1.0	2.0	1	Retron_VI__HTH	mandatory	105	8.9e-35	116.5	0.97	0.943	1	99			Retron	Retron_VI	Defense
NC_017564.1	gene-Y11_RS12295	RM_Type_II__Type_II_REase08	2278	defense-finder-models/RM/RM/RM_Type_II	NC_017564.1_RM_Type_II_7	1	1	1.0	2.0	1	RM_Type_II__Type_II_REase01	mandatory	188	1.7e-13	49.7	0.831	0.968	7	188			RM	RM_Type_II	Defense
NC_017564.1	gene-Y11_RS12300	RM_Type_II__Type_II_MTases_FAM_2	2279	defense-finder-models/RM/RM/RM_Type_II	NC_017564.1_RM_Type_II_7	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	383	1.1e-54	183.7	0.972	0.987	1	378			RM	RM_Type_II	Defense
NC_017564.1	gene-Y11_RS13515	Septu__PtuA	2508	defense-finder-models/DefenseFinder/Septu/Septu	NC_017564.1_Septu_6	1	1	1.0	2.0	1	Septu__PtuA	mandatory	251	1e-44	151.8	0.501	0.853	31	244			Septu	Septu	Defense
NC_017564.1	gene-Y11_RS13520	Septu__PtuB	2509	defense-finder-models/DefenseFinder/Septu/Septu	NC_017564.1_Septu_6	1	1	1.0	2.0	1	Septu__PtuB	mandatory	218	9.1e-23	79.4	0.893	0.94	1	205			Septu	Septu	Defense
