replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NC_018289.1	gene-MSMEI_RS01835	Wadjet__JetA_I	355	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	NC_018289.1_Wadjet_I_7	1	1	0.75	3.0	1	Wadjet__JetA_I	mandatory	488	9.2e-110	366.4	0.984	0.959	13	480		NC_018289.1_Wadjet_5	Wadjet	Wadjet_I	Defense
NC_018289.1	gene-MSMEI_RS01840	Wadjet__JetB_I	356	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	NC_018289.1_Wadjet_I_7	1	1	0.75	3.0	1	Wadjet__JetB_I	mandatory	240	1.4999999999999998e-62	209.6	0.864	0.908	16	233		NC_018289.1_Wadjet_5	Wadjet	Wadjet_I	Defense
NC_018289.1	gene-MSMEI_RS01845	Wadjet__JetC_I	357	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	NC_018289.1_Wadjet_I_7	1	1	0.75	3.0	1	Wadjet__JetC_I	mandatory	1118	2.7999999999999996e-299	994.2	0.975	0.968	5	1086		NC_018289.1_Wadjet_5	Wadjet	Wadjet_I	Defense
NC_018289.1	gene-MSMEI_RS06155	SspBCDE__SspB	1196	defense-finder-models/DefenseFinder/SspBCDE/SspBCDE	NC_018289.1_SspBCDE_4	1	1	0.429	3.0	1	SspBCDE__SspB	mandatory	357	3.7000000000000003e-34	116.9	0.867	0.765	3	275			SspBCDE	SspBCDE	Defense
NC_018289.1	gene-MSMEI_RS06160	SspBCDE__SspC	1197	defense-finder-models/DefenseFinder/SspBCDE/SspBCDE	NC_018289.1_SspBCDE_4	1	1	0.429	3.0	1	SspBCDE__SspC	mandatory	1152	2.2000000000000004e-165	550.9	0.992	0.981	3	1132			SspBCDE	SspBCDE	Defense
NC_018289.1	gene-MSMEI_RS06165	SspBCDE__SspD	1198	defense-finder-models/DefenseFinder/SspBCDE/SspBCDE	NC_018289.1_SspBCDE_4	1	1	0.429	3.0	1	SspBCDE__SspD	mandatory	282	2.6e-91	304.5	0.94	0.961	2	272			SspBCDE	SspBCDE	Defense
NC_018289.1	gene-MSMEI_RS06200	Prometheus__ProA	1204	defense-finder-models/DefenseFinder/Prometheus/Prometheus	NC_018289.1_Prometheus_3	1	1	1.0	1.0	1	Prometheus__ProA	mandatory	2121	0.0	1391.9	0.928	0.762	502	2117			Prometheus	Prometheus	Defense
NC_018289.1	gene-MSMEI_RS06330	Wadjet__JetA_I	1231	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	NC_018289.1_Wadjet_I_8	1	1	1.0	4.0	1	Wadjet__JetA_I	mandatory	476	4.9e-137	456.4	0.984	1.0	1	476		NC_018289.1_Wadjet_6	Wadjet	Wadjet_I	Defense
NC_018289.1	gene-MSMEI_RS06335	Wadjet__JetB_I	1232	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	NC_018289.1_Wadjet_I_8	1	1	1.0	4.0	1	Wadjet__JetB_I	mandatory	234	5.5e-58	194.7	0.806	0.833	3	197		NC_018289.1_Wadjet_6	Wadjet	Wadjet_I	Defense
NC_018289.1	gene-MSMEI_RS06340	Wadjet__JetC_I	1233	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	NC_018289.1_Wadjet_I_8	1	1	1.0	4.0	1	Wadjet__JetC_I	mandatory	1115	0.0	1106.3	0.99	0.995	4	1112		NC_018289.1_Wadjet_6	Wadjet	Wadjet_I	Defense
NC_018289.1	gene-MSMEI_RS06345	Wadjet__JetD_I	1234	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	NC_018289.1_Wadjet_I_8	1	1	1.0	4.0	1	Wadjet__JetD_I	mandatory	389	1.4000000000000002e-111	372.0	0.982	0.987	2	385		NC_018289.1_Wadjet_6	Wadjet	Wadjet_I	Defense
NC_018289.1	gene-MSMEI_RS15815	RM_Type_II__Type_II_MTases_FAM_6	3052	defense-finder-models/RM/RM/RM_Type_II	NC_018289.1_RM_Type_II_9	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	541	2e-179	596.2	0.993	0.994	2	539			RM	RM_Type_II	Defense
NC_018289.1	gene-MSMEI_RS15820	RM_Type_II__Type_II_REase15	3053	defense-finder-models/RM/RM/RM_Type_II	NC_018289.1_RM_Type_II_9	1	1	1.0	2.0	1	RM_Type_II__Type_II_REase01	mandatory	330	1.7e-40	138.5	0.831	0.918	18	320			RM	RM_Type_II	Defense
NC_018289.1	gene-MSMEI_RS26345	Ceres__CrsA1	5071	defense-finder-models/DefenseFinder/Ceres/Ceres	NC_018289.1_Ceres_1	1	1	1.0	1.0	1	Ceres__CrsA1	mandatory	133	1.8e-49	165.3	0.984	0.955	5	131			Ceres	Ceres	Defense
NC_018289.1	gene-MSMEI_RS28620	Esos__VCA0450	5503	defense-finder-models/DefenseFinder/Esos/Esos	NC_018289.1_Esos_2	1	1	1.0	1.0	1	Esos__VCA0450	mandatory	567	2.5e-08	32.4	0.432	0.252	8	150			Esos	Esos	Defense
