replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
CP089586.1	gene-LUU82_01320	RM__Type_I_MTases_FAM_0	215	defense-finder-models/RM/RM/RM_Type_I	CP089586.1_RM_Type_I_8	1	1	0.667	2.0	1	RM__Type_I_MTases_FAM_0	mandatory	518	8.5e-182	602.8	0.992	0.981	7	514		CP089586.1_PrrC_7	RM	RM_Type_I	Defense
CP089586.1	gene-LUU82_01325	RM__Type_I_S_04	216	defense-finder-models/RM/RM/RM_Type_I	CP089586.1_RM_Type_I_8	1	1	0.667	2.0	1	RM__Type_I_S_01	mandatory	372	2.4e-33	113.2	0.733	0.949	19	371		CP089586.1_PrrC_7	RM	RM_Type_I	Defense
CP089586.1	gene-LUU82_03870	aca11	712	defense-finder-models/ADF/Anti_CRISPR/Aca_alone	CP089586.1_Aca_alone_10	1	1	0.077	1.0	1	aca11	mandatory	61	3.4e-26	88.2	0.906	0.951	3	60			Anti_CRISPR	Aca_alone	Antidefense
CP089586.1	gene-LUU82_05940	aca11	1120	defense-finder-models/ADF/Anti_CRISPR/Aca_alone	CP089586.1_Aca_alone_11	1	1	0.077	1.0	1	aca11	mandatory	61	1.1e-26	89.7	0.891	0.934	4	60			Anti_CRISPR	Aca_alone	Antidefense
CP089586.1	gene-LUU82_07150	gcu233__gcu233	1359	defense-finder-models/DefenseFinder/gcu233/gcu233	CP089586.1_gcu233_6	1	1	1.0	1.0	1	gcu233__gcu233	mandatory	178	2.9e-59	197.0	0.971	0.989	2	177			gcu233	gcu233	Defense
CP089586.1	gene-LUU82_08270	AbiD__AbiD	1553	defense-finder-models/DefenseFinder/AbiD/AbiD	CP089586.1_AbiD_2	1	1	1.0	1.0	1	AbiD__AbiD	mandatory	368	3.6e-37	125.7	0.882	0.84	48	356			AbiD	AbiD	Defense
CP089586.1	gene-LUU82_08395	Abi2__Abi_2	1576	defense-finder-models/DefenseFinder/Abi2/Abi2	CP089586.1_Abi2_1	1	1	1.0	1.0	1	Abi2__Abi_2	mandatory	335	3.8e-30	102.8	0.983	0.594	33	231			Abi2	Abi2	Defense
CP089586.1	gene-LUU82_09515	RosmerTA__RmrA_2603008502	1792	defense-finder-models/DefenseFinder/RosmerTA/RosmerTA	CP089586.1_RosmerTA_5	1	1	1.0	2.0	1	RosmerTA__RmrA_2585209417	mandatory	391	1.9999999999999998e-172	570.9	0.982	0.997	1	390			RosmerTA	RosmerTA	Defense
CP089586.1	gene-LUU82_09520	RosmerTA__RmrT_2603008502	1793	defense-finder-models/DefenseFinder/RosmerTA/RosmerTA	CP089586.1_RosmerTA_5	1	1	1.0	2.0	1	RosmerTA__RmrT_2585209417	mandatory	255	6.3e-83	275.5	0.967	0.965	2	247			RosmerTA	RosmerTA	Defense
CP089586.1	gene-LUU82_09905	Pycsar__AG_cyclase	1867	defense-finder-models/DefenseFinder/Pycsar/Pycsar	CP089586.1_Pycsar_4	1	1	1.0	1.5	1	Pycsar__AG_cyclase	mandatory	249	5.8e-50	167.5	0.805	0.948	8	243			Pycsar	Pycsar	Defense
CP089586.1	gene-LUU82_09910	CBASS__2TM_5	1868	defense-finder-models/DefenseFinder/Pycsar/Pycsar	CP089586.1_Pycsar_4	1	1	1.0	1.5	1	CBASS__Effector_2TM_S_2TMBeta	accessory	188	8.300000000000001e-27	91.1	0.925	0.915	9	180			Pycsar	Pycsar	Defense
CP089586.1	gene-LUU82_09920	RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed	1870	defense-finder-models/RM/RM/RM_Type_III	CP089586.1_RM_Type_III_9	1	1	1.0	2.0	1	RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed	mandatory	850	1.6e-63	212.4	0.912	0.928	30	818			RM	RM_Type_III	Defense
CP089586.1	gene-LUU82_09925	RM_Type_III__Type_III_MTases_FAM_0	1871	defense-finder-models/RM/RM/RM_Type_III	CP089586.1_RM_Type_III_9	1	1	1.0	2.0	1	RM_Type_III__Type_III_MTases_FAM_0	mandatory	619	7.4e-82	273.5	0.764	0.754	103	569			RM	RM_Type_III	Defense
CP089586.1	gene-LUU82_09930	AbiJ__AbiJ	1872	defense-finder-models/DefenseFinder/AbiJ/AbiJ	CP089586.1_AbiJ_3	1	1	1.0	1.0	1	AbiJ__AbiJ	mandatory	266	1.8e-10	37.9	0.662	0.756	61	261			AbiJ	AbiJ	Defense
