replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NC_008533.2	gene-SPD_RS02425	RM__Type_I_S_52	417	defense-finder-models/RM/RM/RM_Type_I	NC_008533.2_RM_Type_I_4	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	426	1.2999999999999998e-47	159.6	0.572	0.93	29	424		NC_008533.2_PrrC_2	RM	RM_Type_I	Defense
NC_008533.2	gene-SPD_RS02440	RM__Type_I_S_01	420	defense-finder-models/RM/RM/RM_Type_I	NC_008533.2_RM_Type_I_4	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	522	2.6e-58	194.7	0.543	0.849	79	521		NC_008533.2_PrrC_2	RM	RM_Type_I	Defense
NC_008533.2	gene-SPD_RS02445	RM__Type_I_MTases_FAM_1	421	defense-finder-models/RM/RM/RM_Type_I	NC_008533.2_RM_Type_I_4	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	487	2.7e-179	593.5	0.996	0.99	3	484		NC_008533.2_PrrC_2	RM	RM_Type_I	Defense
NC_008533.2	gene-SPD_RS02450	RM__Type_I_REases_FAM_2.einsi_trimmed	422	defense-finder-models/RM/RM/RM_Type_I	NC_008533.2_RM_Type_I_4	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	777	2.8e-243	806.8	0.678	0.741	1	576		NC_008533.2_PrrC_2	RM	RM_Type_I	Defense
NC_008533.2	gene-SPD_RS04180	RM__Type_I_MTases_FAM_1	724	defense-finder-models/RM/RM/RM_Type_I	NC_008533.2_RM_Type_I_5	1	1	0.667	2.0	1	RM__Type_I_MTases_FAM_0	mandatory	497	2.1e-173	574.1	0.998	0.998	1	496		NC_008533.2_PrrC_3	RM	RM_Type_I	Defense
NC_008533.2	gene-SPD_RS04190	RM__Type_I_REases_FAM_2.einsi_trimmed	725	defense-finder-models/RM/RM/RM_Type_I	NC_008533.2_RM_Type_I_5	1	1	0.667	2.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1116	4.0999999999999994e-139	462.2	0.96	0.8	199	1091		NC_008533.2_PrrC_3	RM	RM_Type_I	Defense
NC_008533.2	gene-SPD_RS04455	acriia21	771	defense-finder-models/ADF/Anti_CRISPR/acriia21	NC_008533.2_acriia21_8	1	1	0.071	1.0	1	acriia21	mandatory	215	1.6e-17	60.5	0.798	0.474	15	116			Anti_CRISPR	acriia21	Antidefense
NC_008533.2	gene-SPD_RS05775	RM_Type_IIG__Type_IIG_2	1001	defense-finder-models/RM/RM/RM_Type_IIG	NC_008533.2_RM_Type_IIG_6	1	1	0.167	1.0	1	RM_Type_IIG__Type_IIG_2	mandatory	1084	1.5999999999999998e-171	569.5	0.773	0.731	7	798			RM	RM_Type_IIG	Defense
NC_008533.2	gene-SPD_RS05930	RM_Type_IV__FAM_1	1030	defense-finder-models/RM/RM/RM_Type_IV	NC_008533.2_RM_Type_IV_7	1	1	0.167	1.0	1	RM_Type_IV__FAM_1	mandatory	643	6.5e-65	217.0	0.485	0.583	249	623			RM	RM_Type_IV	Defense
NC_008533.2	gene-SPD_RS08505	RosmerTA__RmrA_2603008502	1472	defense-finder-models/DefenseFinder/RosmerTA/RosmerTA	NC_008533.2_RosmerTA_1	1	1	1.0	2.0	1	RosmerTA__RmrA_2585209417	mandatory	383	1.9e-161	534.2	0.997	0.995	1	381			RosmerTA	RosmerTA	Defense
NC_008533.2	gene-SPD_RS08510	RosmerTA__RmrT_2603008502	1473	defense-finder-models/DefenseFinder/RosmerTA/RosmerTA	NC_008533.2_RosmerTA_1	1	1	1.0	2.0	1	RosmerTA__RmrT_2585209417	mandatory	243	6.9e-81	268.3	0.992	0.984	3	241			RosmerTA	RosmerTA	Defense
