hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
gene-FTB24_00060	CP045224.1	12	380	Dnd__DndA	1.9e-53	179.4	0.979	0.976	2	372
gene-FTB24_00755	CP045224.1	144	248	RM_Type_II__Type_II_MTases_FAM_38	4e-08	30.6	0.409	0.548	32	167
gene-FTB24_00795	CP045224.1	152	256	Gao_Qat__QatD	4.6e-22	76.2	0.787	0.805	46	251
gene-FTB24_00875	CP045224.1	166	316	narp1_adps	3.9000000000000004e-64	214.3	0.905	0.892	32	313
gene-FTB24_01045	CP045224.1	199	149	Veles__VlsC1	3.1e-38	128.9	0.946	0.987	2	148
gene-FTB24_01045	CP045224.1	199	149	Veles__VlsC2	1.5e-38	129.9	0.94	0.973	3	147
gene-FTB24_01150	CP045224.1	220	120	MazEF__MazF	4.3e-09	33.9	0.757	0.75	8	97
gene-FTB24_01455	CP045224.1	278	493	DISARM__drmC	4.6e-11	40.4	0.551	0.284	306	445
gene-FTB24_01650	CP045224.1	315	372	cas12f2_V-F_1	2.1e-45	152.9	0.54	0.72	95	362
gene-FTB24_01710	CP045224.1	326	60	MADS__mad1	5.3e-05	20.8	0.676	0.817	3	51
gene-FTB24_01810	CP045224.1	345	787	Dodola__DolB	8.4e-10	35.9	0.645	0.316	312	560
gene-FTB24_02400	CP045224.1	460	372	cas12f2_V-F_1	2.3000000000000003e-46	156.1	0.54	0.72	95	362
gene-FTB24_02595	CP045224.1	495	643	Paris_II__AriA_AAA21	2.9e-17	60.8	0.788	0.549	15	367
gene-FTB24_02595	CP045224.1	495	643	Retron_I_A__ATPase_TypeIA	1.0999999999999998e-22	78.5	0.687	0.569	1	366
gene-FTB24_02595	CP045224.1	495	643	Septu__PtuA	3.7e-38	130.1	0.798	0.621	1	399
gene-FTB24_02635	CP045224.1	500	320	WYL_I_II_III_IV_V_VI_4	1e-25	88.5	0.988	0.55	139	314
gene-FTB24_02635	CP045224.1	500	320	WYL_I_II_III_IV_V_VI_1	3.7e-46	155.7	0.987	0.997	1	319
gene-FTB24_03195	CP045224.1	603	372	cas12f2_V-F_1	1.6e-47	159.9	0.54	0.72	95	362
gene-FTB24_03455	CP045224.1	653	372	cas12f2_V-F_1	1.1e-46	157.1	0.54	0.72	95	362
gene-FTB24_03505	CP045224.1	663	305	WYL_I_II_III_IV_V_VI_1	1.4999999999999999e-33	114.3	0.952	0.997	2	305
gene-FTB24_03505	CP045224.1	663	305	WYL_I_II_III_IV_V_VI_4	1.6e-38	130.1	0.977	0.557	132	301
gene-FTB24_03510	CP045224.1	664	245	cas6_I_II_III_IV_V_VI_10	3.9e-15	54.2	0.946	0.947	9	240
gene-FTB24_03510	CP045224.1	664	245	cas6_I_II_III_IV_V_VI_7	9.8e-23	79.2	0.99	0.771	51	239
gene-FTB24_03510	CP045224.1	664	245	cas6_I_II_III_IV_V_VI_20	8.2e-29	98.5	0.993	0.604	93	240
gene-FTB24_03515	CP045224.1	665	616	cas11b_I-B_2	2.1e-08	32.1	0.938	0.279	435	606
gene-FTB24_03515	CP045224.1	665	616	cas11b_I-B_1	4.4e-09	34.1	0.465	0.125	531	607
gene-FTB24_03515	CP045224.1	665	616	cas8b2_I-B_5	5.2e-21	72.4	0.985	0.106	267	331
gene-FTB24_03515	CP045224.1	665	616	cas8b2_I-B_9	3e-22	76.4	0.986	0.104	268	331
gene-FTB24_03515	CP045224.1	665	616	cas8b2_I-B_2	3.8e-27	93.1	0.994	0.529	274	599
gene-FTB24_03520	CP045224.1	666	304	cas7_I_15	2.0000000000000002e-36	123.0	0.936	0.704	6	219
