Geneid	0	5	15	30	60	120	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-MSMEI_RS32130	1.0	0.5120320090954841	0.6313748366195479	0.21310136647930436	0.2591936469751765	0.17220869642335343	host	gene-MSMEI_RS32130	None	None	1.5565033292144124
gene-MSMEI_RS09540	1.0	0.4442897860414565	0.044185946019550185	0.03868660411103101	0.07760124726169224	0.028756624211682756	host	gene-MSMEI_RS09540	None	None	37.90570204986991
gene-MSMEI_RS18000	1.0	0.5715770279015435	0.30025676973561577	0.3040276118758794	0.20151328956589792	0.24568682774230402	host	gene-MSMEI_RS18000	None	None	1.8594273502472833
gene-MSMEI_RS33165	0.6958758369747525	1.0	0.40889262224494977	0.3388818436699859	0.3062938023714166	0.0974703625960114	host	gene-MSMEI_RS33165	None	None	1.7111481523720078
gene-MSMEI_RS32755	1.0	0.30347747419858234	0.08970195624329003	0.12222789834240919	0.13033499810331267	0.06722329442273314	host	gene-MSMEI_RS32755	None	None	9.259627387658547
gene-MSMEI_RS08865	1.0	0.09219297872807355	0.02905809502543266	0.02942302764405161	0.019501949355711107	0.011388324935755692	host	gene-MSMEI_RS08865	None	None	71.95387980194472
gene-MSMEI_RS20440	1.0	0.46082383370375846	0.7262300738348102	0.7353505974731428	0.48739953903120414	0.28462099981812294	host	gene-MSMEI_RS20440	None	None	0.9176355751647512
gene-MSMEI_RS07050	1.0	0.1500118285906787	0.04883163852132612	0.06297811679231574	0.027004197923209166	0.014442221583562245	host	mftD	None	None	174.8570557084243
gene-MSMEI_RS17155	1.0	0.30107416201546533	0.19350625870704188	0.17829018950598052	0.17478720810242757	0.04318849074946174	host	gene-MSMEI_RS17155	None	None	24.761009915530117
gene-MSMEI_RS31210	0.6578726484668749	0.3135557227055387	1.0	0.2727951801145824	0.18081204461472936	0.10558669181283033	host	gene-MSMEI_RS31210	None	None	2.610420314296072
gene-MSMEI_RS32560	1.0	0.25851564081614864	0.27732573345426	0.1510053060138086	0.10487360435337467	0.08444087282095947	host	gene-MSMEI_RS32560	None	None	21.755161621285083
gene-MSMEI_RS06790	1.0	0.256679734483025	0.11549273962963871	0.19779766574678828	0.07751139767552631	0.09450259806584485	host	gene-MSMEI_RS06790	None	None	5.73009424072506
gene-MSMEI_RS29535	1.0	0.803767917189893	0.1487021435906433	0.09158156187339568	0.18210420115616086	0.14490186867714733	host	hsaC	None	None	7.611700211172051
gene-MSMEI_RS07225	0.3389346615574771	1.0	0.3634003606947483	0.3679642058167131	0.24389126072832124	0.1424223227895854	host	gene-MSMEI_RS07225	None	None	1.7194396232893907
gene-MSMEI_RS28120	0.2922776462603567	0.6965278828464206	0.5984670544152407	0.6059830374531439	0.40165310823206135	1.0	host	gene-MSMEI_RS28120	None	None	4.774900724779309
gene-MSMEI_RS19560	1.0	0.3314940097810851	0.5873512004140645	0.19824252750021887	0.13139761747934997	0.07673072759779023	host	gene-MSMEI_RS19560	None	None	3.1550556368837595
gene-MSMEI_RS03320	1.0	0.07592064728282828	0.09499933943797785	0.011919664201242864	0.013365012604431523	0.012168335830181929	host	gene-MSMEI_RS03320	None	None	576.755150091493
gene-MSMEI_RS32605	1.0	0.8452253002996354	0.7262300738348102	0.7353505974731429	0.48739953903120425	0.28462099981812294	host	gene-MSMEI_RS32605	None	None	0.7765402078452551
gene-MSMEI_RS00785	0.7551903412743517	0.5643880689226344	1.0	0.8958782522965351	0.48432610822822175	0.13063858138656637	host	gene-MSMEI_RS00785	None	None	2.5655376204875457
gene-MSMEI_RS06575	1.0	0.6364985754491841	0.263194780577512	0.23266602583630572	0.13449603672765864	0.18071185656669	host	recC	None	None	3.7433155422457767
gene-MSMEI_RS12665	1.0	0.21807955346956714	0.24749878077296433	0.1701705073363694	0.05536849179789764	0.12081159613546527	host	gene-MSMEI_RS12665	None	None	11.036514295041636
gene-MSMEI_RS22535	0.11211865931179713	0.5102223046014978	1.0	0.23245707153538273	0.15407544360501757	0.08997363209133721	host	gene-MSMEI_RS22535	None	None	3.672981735781247
gene-MSMEI_RS07145	1.0	0.35371996259870153	0.25700662607878055	0.057528733734485415	0.07094422250430417	0.01820801469814907	host	rplP	None	None	535.0730521091004
gene-MSMEI_RS09780	1.0	0.3602631576376049	0.18925087378713404	0.2578732675542542	0.1270131766342728	0.07417039703315795	host	gene-MSMEI_RS09780	None	None	8.156915795907207
