Geneid	0_R1	0_R2	5_R1	5_R2	15_R1	15_R2	30_R1	30_R2	60_R1	60_R2	120_R1	120_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-MSMEI_RS32130	5.281912126549384	8.185169383900776	3.145066884175388	3.750509918273054	5.76443835820797	2.7383380301946327	2.3737994890726335	0.4960539832924702	1.1079709776479998	2.3826109931575457	0.5066116920713288	1.812536859470339	host	gene-MSMEI_RS32130	None	None	1.5565033292144124
gene-MSMEI_RS09540	91.52650474883093	59.962026189564895	40.98657360633492	26.318233392019536	5.778636482242965	0.9150275683819504	2.379646285843748	3.480930537931644	7.774899791426481	3.9807991552344872	2.5392975206038284	1.8170012359714975	host	gene-MSMEI_RS09540	None	None	37.90570204986991
gene-MSMEI_RS18000	6.676205700327948	10.027516873989478	5.565400964606012	3.9820631393142603	3.4001832054936867	1.6152225772307474	4.200593008924181	0.8777998747827624	1.9606269039249387	1.4053951800219147	0.8964824290131775	3.2074021817583827	host	gene-MSMEI_RS18000	None	None	1.8594273502472833
gene-MSMEI_RS33165	2.326556531932467	5.824062830852475	3.23242985318026	8.480319648539627	1.9748538819786563	2.8144029754778175	2.439738363769095	1.5294997818184497	1.138747949249333	2.4487946318563667	0.5206842390733102	0.6209617018555791	host	gene-MSMEI_RS33165	None	None	1.7111481523720078
gene-MSMEI_RS32755	9.179782837950928	25.76514752344519	8.116209740050435	2.4887894620714124	2.1251145034335543	1.0095141107692172	2.6253706305776134	1.6458747652176795	3.67617544485926	0.8783719875136966	1.6809045543997079	0.6682087878663298	host	gene-MSMEI_RS32755	None	None	9.259627387658547
gene-MSMEI_RS08865	90.32513594561341	121.96272751667536	11.408575952400916	8.162874528006059	4.182043514778331	1.9866373944549296	5.166504770334554	1.0796469048130233	2.411466245469176	1.7285609166044937	1.1026254474493626	1.3149777215765204	host	gene-MSMEI_RS08865	None	None	71.95387980194472
gene-MSMEI_RS20440	1.295803638038336	5.406303049736475	1.800340677720651	1.288149820031336	3.299755853432692	1.5675155812787842	4.076524860981273	0.8518732962026808	1.9027180924166072	1.3638856177427863	0.8700040450338854	1.0375562613283096	host	gene-MSMEI_RS20440	None	None	0.9176355751647512
gene-MSMEI_RS07050	219.9122028424608	344.46843979464137	11.792683785974214	72.87108843719983	9.824649965622461	17.734981564066246	21.847305347922248	13.696324679399384	7.931179184218973	7.309467393581314	2.5903386767968697	5.560571621641417	host	mftD	None	None	174.8570557084243
gene-MSMEI_RS17155	67.78453895738376	81.95663190803212	13.453897226750271	31.629300310769423	10.568136990047945	18.407716758530587	13.055897189899483	13.641484540542928	10.156400628439998	16.01644056511461	0.9287881021307696	5.538307070603814	host	gene-MSMEI_RS17155	None	None	24.761009915530117
gene-MSMEI_RS31210	3.6045242044024133	3.0077319783745176	1.0015979826755734	2.1499401925875112	9.178898324689529	0.8720685276128448	2.267925802940286	0.47392950985923793	1.0585544316965632	0.7587814352230995	0.48401633491321794	0.577232004541806	host	gene-MSMEI_RS31210	None	None	2.610420314296072
