Geneid	0_R1	0_R2	0_R3	6_R1	6_R2	12_R1	12_R2	18_R1	18_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-PA4720	33.98657427220061	39.52110708433978	41.48392607100576	72.45581392587468	135.67780761858026	121.01006492864344	91.83577359659957	94.27521326101366	94.32711484540613	host	trmA	None	None	14.663568991575243
gene-PA4541.2	240.78486358629937	316.3764679187043	650.6690949803813	465.806475060427	390.1442016861834	240.0626716733878	628.8467492626735	541.2125458189898	457.4087923270101	host	gene-PA4541.2	None	None	47.972821084039765
gene-PA2976	176.31455473989075	151.73555497907824	125.57230602077433	256.4883163578647	259.40308177242946	245.09078599968169	221.2179089303395	204.5086174286142	229.052603816977	host	rne	None	None	9.608757239702266
gene-PA0023	43.39308551076678	57.96356391611886	49.64497655777622	19.376969290353628	29.07366202096882	19.566415755770002	22.395712810036176	19.46735143225215	28.648292366115612	host	qor	None	None	5.864801210260064
gene-PA2921	7.707552064593548	7.067240531390961	4.4584744787424375	4.794536520522471	6.474733559898364	4.202010234770105	5.331454798909448	4.326271829960917	5.753082949177848	host	gene-PA2921	None	None	0.2589004517417394
gene-PA1906	0.0604657596889545	0.04299997004552275	0.04806745003054671	0.06645932086245288	0.03400757730930717	0.0673628067755227	0.04748279717270175	0.05821757957375128	0.04756162470197384	host	gene-PA1906	None	None	0.0021440589453644125
gene-PA5093	9.29835589455525	23.93449017616063	9.479634856611362	10.499402179853146	16.546649616419472	4.129432333157042	13.422764187844004	4.139828158456752	9.346557320836617	host	gene-PA5093	None	None	3.0361536625328513
gene-PA4874	122.48318387294857	103.71561839749839	108.51036649449755	62.048621330394404	76.94593587416568	56.125818281248996	53.87042900243089	45.807183168356865	67.80200445733972	host	gene-PA4874	None	None	8.64054958207183
gene-PA0357	51.96016845241341	47.687284123437095	57.371073486090125	49.20908068243148	77.1589262815024	42.13605706619624	67.52491791142438	38.338316986975556	54.31695494700585	host	mutM	None	None	2.437127725844915
gene-PA0780	22.55228296733408	22.109693761374984	21.904394430055632	15.403470084355362	20.929834741075073	13.499130749012018	18.99671318440453	12.74593884588189	15.500731416316997	host	pruR	None	None	0.7515554396142017
gene-PA2959	112.28725032770467	94.59279510898419	87.3363296421815	103.02400752244108	111.99325464213864	118.85686092635441	153.28491915548452	102.1574663407647	118.9593360755342	host	gene-PA2959	None	None	2.8781836425927763
