Geneid	0	6	12	18	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-PA4720	38.330535809182045	104.06681077222747	106.4229192626215	94.3011640532099	host	trmA	None	None	14.663568991575243
gene-PA4541.2	402.610142161795	427.9753383733052	434.4547104680306	499.310669073	host	gene-PA4541.2	None	None	47.972821084039765
gene-PA2976	151.2074719132478	257.9456990651471	233.15434746501057	216.78061062279562	host	rne	None	None	9.608757239702266
gene-PA0023	50.33387532822062	24.225315655661223	20.98106428290309	24.05782189918388	host	qor	None	None	5.864801210260064
gene-PA2921	6.411089024908982	5.6346350402104175	4.7667325168397765	5.039677389569382	host	gene-PA2921	None	None	0.2589004517417394
gene-PA1906	0.05051105992167465	0.050233449085880025	0.057422801974112224	0.05288960213786256	host	gene-PA1906	None	None	0.0021440589453644125
gene-PA5093	14.237493642442415	13.523025898136309	8.776098260500524	6.743192739646684	host	gene-PA5093	None	None	3.0361536625328513
gene-PA4874	111.56972292164816	69.49727860228005	54.99812364183994	56.804593812848296	host	gene-PA4874	None	None	8.64054958207183
gene-PA0357	52.33950868731355	63.18400348196694	54.830487488810306	46.3276359669907	host	mutM	None	None	2.437127725844915
gene-PA0780	22.188790386254897	18.166652412715216	16.247921966708276	14.123335131099443	host	pruR	None	None	0.7515554396142017
gene-PA2959	98.07212502629012	107.50863108228987	136.07089004091947	110.55840120814945	host	gene-PA2959	None	None	2.8781836425927763
gene-PA3465	120.10301284419877	22.43981916952636	19.485330478031543	29.55943982529526	host	gene-PA3465	None	None	43.43436568900011
gene-PA1659	65.31662265780645	85.90030307247454	92.80379439814857	45.36807298332974	host	gene-PA1659	None	None	26.21075468259562
gene-PA4223	2.169404005953995	1.8172959274665987	1.0045915043288216	1.4108566789160062	host	gene-PA4223	None	None	0.1569839540323796
gene-PA0379	34.985920111439185	43.13726262973658	32.479861115233305	29.75620521925111	host	gene-PA0379	None	None	2.040668719060461
gene-PA1111	9.080964332145458	3.862175548331906	2.3634492966448066	2.9994425562292513	host	gene-PA1111	None	None	2.2522065166631626
gene-PA3270	50.59660159048783	54.01850940350704	42.37600077353589	36.827071856784	host	gene-PA3270	None	None	1.755314774551695
gene-phiYY_sS2	0.308104554016206	1801.2462209318965	424.98475737889794	873.7415398433827	phage	gene-phiYY_sS2	early	early	743.0540047498669
gene-PA3726	37.343258785741824	89.43710031430888	82.07389442635682	56.66942123864297	host	gene-PA3726	None	None	8.393891494340673
gene-PA4026	118.90151709238079	44.0991203416264	31.4699883528913	41.6262062277051	host	gene-PA4026	None	None	26.433750010619388
gene-PA2141	0.04940699303814078	0.04913545019875695	0.05616765876156332	0.05173354526053223	host	gene-PA2141	None	None	0.002097194268963004
gene-PA0344	19.005635345671383	13.602627441945604	9.627168160141133	8.475761439622673	host	gene-PA0344	None	None	1.5844749541183851
gene-PA1004	98.87075058389	125.84057928393821	106.42116488971685	96.12873249561429	host	nadA	None	None	4.562038772533203
gene-PA3366	308.5469950419896	133.25046461637172	104.08205244282442	156.52182225883865	host	amiE	None	None	99.92724897877962
gene-PA5446	9304.221979272019	4359.345075814478	2562.25912866921	4953.518303392726	host	gene-PA5446	None	None	1552.454548382312
gene-PA0063	34.01640089002563	23.06187258102368	18.836014149777697	18.90632678869604	host	gene-PA0063	None	None	2.5124480472570134
gene-PA1745	11.592591247339753	7.973443401117301	4.585115593412427	5.610474417641788	host	gene-PA1745	None	None	1.6790680073584108
gene-PA3141	165.39401536082914	157.7215020823729	106.97439428309613	105.44290057698001	host	wbpM	None	None	11.699961392868474
