Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-VC_RS01015	80.14898593746786	77.65078234026014	92.48021698358264	99.87515467322913	112.07157440627995	110.71587130417265	93.8341702944023	95.41104126412192	96.87232856366136	host	gene-VC_RS01015	None	None	1.2726626994835284
gene-VC_RS15005	1.841423328482512	4.328685882853079	3.4479129387749246	2.464201163809004	4.269180824031767	5.47785140940783	4.051134373229009	6.493226829396311	9.015446786732943	host	gene-VC_RS15005	None	None	0.9141081580507541
gene-VC_RS12905	503.72597608552655	521.4441749205218	618.3572081430317	905.631578824019	703.593922960519	841.5863504021918	822.1655362769734	749.8777621679565	870.4362136409541	host	rpmE	None	None	27.4819359727546
gene-VC_RS15700	38.26068471402552	42.190258404874676	51.061948759952465	71.04662036754824	65.40806669905459	67.4342397640895	132.17769479858373	98.23668146018947	114.99625882021905	host	gene-VC_RS15700	None	None	12.586933192008146
gene-VC_RS00340	14.48899120033161	16.31115011653428	18.31566491043495	11.370821440839393	15.032270106038723	12.803710674043076	13.236024185919645	16.092908957215766	12.927986182386885	host	gene-VC_RS00340	None	None	0.2863976550492197
gene-VC_RS09345	75.74842630251518	91.74639272944098	100.00613180871811	82.50632659204433	101.33900188989917	87.67847323364016	93.90871538900363	88.87669573247769	95.17128915014126	host	gene-VC_RS09345	None	None	0.6539487185539746
gene-VC_RS00695	51.8682905097282	72.9888739099321	68.78106410626809	51.641473508333384	62.462967336083466	50.85588225708227	43.77985974368592	44.81577883621025	42.68184553168017	host	sthA	None	None	2.0125577751500314
gene-VC_RS03270	78.0993587482345	88.88825078598903	90.1083956523287	99.78167622359959	94.15738675063696	99.43293044173974	124.17326167477609	288.748288117765	124.98160355033248	host	truB	None	None	30.896784832805178
gene-VC_RS08085	95.4983886839657	129.81085656713944	134.96364500897315	105.09786928366262	122.98458888806056	102.46574899022258	96.39135406064334	96.90882077068454	102.79413776493841	host	gene-VC_RS08085	None	None	1.9077493108647348
gene-VC_RS18305	81.3418404557706	88.76931335133527	95.74038749494522	81.67021769718218	96.41118545102506	82.77049939034261	109.38574406863417	100.92911323974134	113.64497932218566	host	gene-VC_RS18305	None	None	1.3434220005043098
gene-VC_RS09215	96.73116683969148	110.99049133696181	118.47742218928319	101.28389690663774	115.25970374153196	111.33846975827912	117.44949166764012	115.67148713899672	113.19721046995299	host	pyrF	None	None	0.44002700562790237
gene-VC_RS14185	47.23433632976876	58.94394634913015	58.2362223013144	46.02298252696769	55.17568008915827	44.33204835364235	33.528837901043794	31.342993623304018	36.202331263576596	host	gene-VC_RS14185	None	None	2.1194501297288237
gene-VC_RS13105	131.29896175086355	159.11019296264595	161.20406067846042	191.5136954934739	186.66196083799366	177.08726195659412	172.3286535330042	179.24302316523216	192.94201195863198	host	nudE	None	None	1.9664767939028032
gene-VC_RS18040	3.667279068439205	3.0394903046990094	5.883938384648513	4.4483363818257855	4.7624396390467085	4.432789052815407	5.630617292848069	6.425785101458136	4.367353628473156	host	gene-VC_RS18040	None	None	0.21812877728691069
gene-VC_RS18185	29.072634979833012	36.166092976221655	37.222630005699195	25.27114047119926	36.418101653030845	30.79945820254369	17.30049655040794	22.824299994816247	17.756666092013386	host	gene-VC_RS18185	None	None	1.9188940827968595
gene-VC_RS02205	210.11796627418806	229.78923110992588	255.05737555275172	323.75812213736765	337.6571422755946	306.46402277880446	343.35852695292215	407.260205659025	355.6599054338406	host	cgtA	None	None	11.918693582146277
gene-VC_RS08410	1541.411317187057	1365.167284199837	1606.3644912650336	334.4529547187573	490.63123715714784	445.50540355423533	160.7475286768673	175.41078887428037	161.9104137004727	host	gene-VC_RS08410	None	None	488.6706727672901
gene-VC_RS02450	787.4589543725343	1070.058867118621	934.7973876235126	744.6924686141533	854.2008487764656	699.5843958653625	588.6876697423469	422.2980901509231	555.0822056970957	host	fbaA	None	None	48.34980488616206
gene-VC_RS10585	42.33320163424843	47.83567687788876	50.211315058139355	35.85141221625176	43.8455120475937	37.79157442629758	29.04035804798859	28.523791961450815	30.84818230951375	host	flgL	None	None	1.5093207042139114
gene-VC_RS02305	811.1631290327613	877.9395142488058	904.2605354692342	563.2445550816394	513.1255758849409	454.8008501382577	193.36982126129038	174.67919333677725	192.9408206349888	host	gene-VC_RS02305	None	None	149.31502886272474
gene-VC_RS17710	98.59737918420966	119.55900793576511	128.16144679738989	140.5288153379709	148.51761486360675	149.0880624130057	114.74156717765867	113.83500607358633	123.97510461550843	host	gene-VC_RS17710	None	None	2.045803573816966
gene-VC_RS03650	34.58425010410492	36.91542784700027	38.68342208802181	32.99534576077198	35.73282276288359	35.73438346473119	20.559268583078467	20.53249175188529	21.59625391046907	host	ppk1	None	None	1.6671940435636168
gene-VC_RS10155	24.782488962493805	33.69263576103572	32.77569620966402	31.20757325539984	35.98403669426951	32.895217299886056	35.272337918877724	35.11581731744288	37.206122332699515	host	mnmC	None	None	0.3582847680266458
gene-VC_RS11495	40.455693104503595	36.86527433435651	42.64700081552674	24.465340008720613	32.51700403259291	31.488017642963655	29.478030530064014	34.91352730144873	30.483612514783704	host	gene-VC_RS11495	None	None	0.847048574387708
gene-VC_RS03150	78.8673991492523	88.49509564893442	97.59312517611606	89.84967726447827	91.78622849521453	91.19301464536275	88.19623765907265	78.92751001149021	94.50606261498764	host	rsmC	None	None	0.4030439426888967
gene-VC_RS00995	5.594973633466061	8.011378276154995	8.118938724332391	4.631608397749693	6.132263134032265	4.065498072278004	4.523524327400241	4.305872062606129	3.6228698468547456	host	fhuB	None	None	0.45427430953319703
gene-VC_RS05240	56.38121427799949	67.65317129813926	73.90768218761089	82.69137577858827	71.40549216969262	82.50594772979613	125.13346124657653	112.2443859336755	135.02341118212019	host	gene-VC_RS05240	None	None	7.5583022749459765
gene-VC_RS09850	436.58206016806	616.657043418941	566.023533313143	533.2356345618982	580.6637305860855	563.3846668642319	758.2531239578202	815.6025675307768	813.5769096107856	host	sodB	None	None	25.069141398307817
gene-VC_RS12575	58.40625059252258	61.021726593852506	72.87872830994309	67.85068694539466	69.58788822025835	63.310270061330336	83.71927128043953	66.79124287862275	76.28435944828384	host	kefG	None	None	0.8057025665847246
gene-VC_RS02155	18.369476467813392	27.135449628135238	26.829072554842384	29.50525480031887	33.852034520187075	36.02513701682757	33.77963539199242	34.26529908096011	37.40953552636735	host	gene-VC_RS02155	None	None	1.0339499633632574
gene-VC_RS04730	132.13934037819547	199.8138295957695	215.88980722982896	202.65072565292178	205.3371849997718	210.9650037497694	199.99114342529734	183.93886265205003	221.8620035875506	host	lptE	None	None	3.196314778668054
gene-VC_RS05910	19.504583807034876	17.17666393109852	23.873523765947898	34.30446352383382	27.526509082470174	34.59104161497297	55.22429680270188	43.19137407446823	50.80788741630234	host	gene-VC_RS05910	None	None	4.753384968793073
gene-VC_RS06325	51.125072689396404	54.00035638859216	60.97228395407128	41.48861767143814	42.83016132257796	39.1241370059861	30.36149076458045	28.227499966681183	34.44753485065864	host	gene-VC_RS06325	None	None	2.5518849924781315
gene-VC_RS16815	22.00114188427218	28.08302278601984	29.26601700185032	33.457630082044226	36.29446763283714	31.619882760195072	58.25307055259736	60.069079587289245	63.3028229181463	host	gene-VC_RS16815	None	None	5.4817697083720365
gene-VC_RS12160	168.83584704272687	211.15964833327777	211.9867399113973	166.072667444872	196.81576826797559	168.46781575922927	701.9418278134182	138.08761921357095	165.1135379991574	host	mlaE	None	None	116.70377141247326
gene-VC_RS16140	149.02101915604828	152.05050249256797	167.54701936859402	143.498252868445	163.04416626224096	154.0350566039842	127.35203259972768	138.21103857487938	146.40202311529922	host	gene-VC_RS16140	None	None	0.8932113587017446
gene-VC_RS16495	1.651936495208586	2.889140846771807	3.1658936746534927	2.958841908888587	2.8653116289895606	3.084063735912624	3.0022172824434317	2.977252055460519	3.016506904610352	host	gene-VC_RS16495	None	None	0.06522405404250654
gene-VC_RS10260	87.58397949123635	98.6116814692733	103.81280561789946	67.25525715497936	78.776194944216	72.09915442644362	37.716378968500095	36.408376605962374	40.78140460827419	host	fliG	None	None	8.633520015617286
gene-VC_RS06215	41.0354636871571	41.6059668722229	45.01657117816251	22.52071141410234	34.611810575858044	29.080790395856678	29.13571091483999	27.727132393591933	23.364051891278145	host	gene-VC_RS06215	None	None	1.8546685925724538
gene-VC_RS03665	40.36794206722003	47.74066585077145	56.82764537046555	41.162259754810705	39.358638675623496	38.7682421167202	30.118017717316015	34.70005695398067	38.882560199557226	host	pstB	None	None	1.2679553723711838
gene-VC_RS03730	103.59883904729811	125.75106457149134	192.07930181706894	86.51577542693404	100.95321686982572	85.2378546023482	75.08533422522473	68.71496105449187	76.91968094913885	host	secF	None	None	12.748447035586652
gene-VC_RS09105	84.5145106909455	118.06346455952345	101.5173738993025	98.61859426854086	115.48924718047417	109.55702818815661	114.18327723269239	100.31313981769588	110.39455200475149	host	gene-VC_RS09105	None	None	0.947720568644353
gene-VC_RS09510	42.536691179145976	49.067441554293126	56.84311514659211	49.223157333531304	44.46301781766825	48.874357260211646	56.67225113821881	50.02763203052313	58.409275747717594	host	gene-VC_RS09510	None	None	0.541540456620951
gene-VC_RS17820	52.367877647346425	63.26297512203024	57.86192982532945	49.03962378550945	57.771591906779186	47.629405025542546	32.435897769146315	33.893691856005056	31.9183179830471	host	malE	None	None	2.6798087139017905
gene-VC_RS18360	13.102511623161432	16.28114219772024	17.043497522598933	8.563315940209845	10.513408779169	9.887326614905136	6.893988543238414	7.035780009685828	6.9171257949113425	host	speF	None	None	1.2951605539866347
gene-VPVV882_gp38	61.42932738368967	64.35802129557155	63.698730563807935	794.4623105463079	673.8230600039593	800.6115148747025	2961.12547117696	2477.027855634707	2789.617940727803	phage	gene-VPVV882_gp38	middle	late	1098.229402589218
gene-VC_RS11600	77.10649459784923	67.45306255732626	71.27834972495452	4170.590494228429	81.89615827893407	129.04638673145743	79.81113325950234	65.93288601097495	96.78112867798689	host	ftsL	None	None	3068.2707899441743
gene-VC_RS16805	25.150380161667126	33.18722600823007	36.752478578150296	33.78226075625903	34.32372730888218	32.81729093699803	22.967396308043675	23.77519977532803	23.032632390696993	host	gene-VC_RS16805	None	None	0.9593701209042798
gene-VC_RS18845	1.913034235701276	1.3245778801530421	0.8619782346937311	0.8056042266298666	4.166404248638409	3.0505965607564294	1.6468741908561404	3.8021450434353956	4.34934392278873	host	gene-VC_RS18845	None	None	0.7375026713792271
gene-VC_RS11745	33.41166796178337	39.937395585647046	37.24763271688148	24.217362884401304	27.973356238861232	23.428906424133455	17.934347927629663	15.064347063558571	16.01022982466663	host	glnE	None	None	2.863839977150359
gene-VC_RS00960	38.35161919938268	44.6143224992724	48.15810424942493	47.78865333916778	45.801458470167965	43.256136991530795	42.56626696508741	40.93137801345378	48.001162621253776	host	recQ	None	None	0.23498201756668485
gene-VC_RS02065	139.0545573193773	155.22620779307002	158.41762151128034	173.27893722192246	245.2039689625869	184.0598914950849	240.25749866406434	1830.5985865621294	189.42316389597252	host	gene-VC_RS02065	None	None	728.646897736047
gene-VC_RS08640	32.04332344799637	32.562539553762285	39.435504237238206	31.217163781907335	39.21123998516954	33.355865026165695	36.49323491101675	32.839494689671845	36.5034222091197	host	gene-VC_RS08640	None	None	0.2488771516008736
gene-VC_RS07005	11.124251943284955	15.638188188590982	16.616813898765496	14.451191237166597	13.096612474048829	15.023109425102378	22.66183307882138	20.726202055731385	24.853393844507032	host	gene-VC_RS07005	None	None	1.1000969101172078
gene-VC_RS13785	6.418704758190635	9.601262772181652	11.659276670770069	12.889667626077866	10.269377055609434	12.075861959891576	13.948587569799457	12.992930693036408	13.263407188839162	host	gene-VC_RS13785	None	None	0.43197889766077485
gene-VC_RS16670	1149.37975427745	1683.9901616566378	1615.6444456900847	650.8170972925695	909.3791342245036	772.7808855723819	111.40923209616147	126.62538665234231	119.8390657215023	host	gene-VC_RS16670	None	None	419.2724285183693
gene-VC_RS00690	277.2415025397681	265.7976023387243	252.52658527194748	184.5423145489685	396.7754289970048	188.82034681579134	271.88813059050375	582.0525513273022	1127.4376966071493	host	rpoH	None	None	204.18693635368234
gene-VPVV882_gp10	97.39083381751952	118.38247559185977	90.52338697438167	1111.0893493679123	933.4700428034441	1107.20599384086	2583.3875737026633	2311.5257866412862	2500.100794128047	phage	gene-VPVV882_gp10	middle	late	787.1810239774777
gene-VC_RS14085	16.306606583885756	23.927858480183986	27.138411518099407	14.552850545571786	19.769826611645314	13.673302071981281	13.007569366683885	6.857840522325374	14.074681818753087	host	gene-VC_RS14085	None	None	2.0215629018104484
gene-VC_RS15880	79.14530793315966	107.6703656966508	114.86994159181722	81.12575896237605	98.13567901999467	88.8419349272925	62.4603959466651	55.04180543920623	62.71485054915079	host	gene-VC_RS15880	None	None	4.693199229562458
gene-VC_RS04030	44.484910935445946	56.339745311772674	51.8396734829844	52.180540433639784	63.80469664298549	60.89925913532226	61.830013481265624	56.2467863245055	57.773240077143534	host	gene-VC_RS04030	None	None	0.5668834187660621
gene-VC_RS08080	54.01677174621186	62.900000686855115	72.93935412748604	75.61052452822996	78.32341182807848	79.90146347305175	109.57347006303573	105.54461292505465	121.85849600461387	host	cls	None	None	5.435963399263525
gene-VC_RS00955	27.77644014826052	32.13764283360643	36.85953903231272	42.70562476825088	48.403181031133855	43.47057245595602	60.14207656546139	58.83700514924707	65.39125450429015	host	rarD	None	None	3.2986242810116093
gene-VC_RS06845	16.325631102358763	20.48544338733799	21.125940549719193	16.316978093127474	17.339948318032686	17.150904911097907	20.562128625718284	15.82395625013575	18.292864062816353	host	hcp-2	None	None	0.20744734822311608
gene-VC_RS05720	32.51166991243619	38.25033187592205	37.37323247625462	29.45255659637482	34.707268552923	34.8069157627622	37.54531834076175	188.5630080708926	38.03127279142181	host	gene-VC_RS05720	None	None	44.43192316095065
gene-VC_RS17360	104.58486056640946	141.46061003000295	150.63174770569867	154.61313508549014	140.7202215464592	146.9298882664714	157.69094247878397	165.08070187013286	164.31528353132614	host	gene-VC_RS17360	None	None	2.021321424908163
gene-VC_RS05245	63.14509551670034	79.3960628459687	74.99466421727062	86.88094959239132	105.71747278922844	93.28546097081194	142.8919921087049	138.51789064147712	100.71647337383313	host	gene-VC_RS05245	None	None	6.728739014998382
gene-VC_RS06500	8.236109692164813	12.561585842254045	11.208599921368652	7.113027285293806	9.385534654393135	7.002249454719916	7.5709144924733485	6.53038613566636	7.8134415430891675	host	prpB	None	None	0.438807282007852
gene-VC_RS10805	63.185809179181206	93.77336595549863	91.96251585317468	155.94969408468123	140.8810922783254	137.22924907384444	182.31009727594673	207.75816394423984	190.77190057720418	host	gloB	None	None	15.481013438266737
gene-VC_RS06155	13.432033870423325	15.03005243432917	15.63053865577966	15.754038209650727	19.353619735610675	19.885370173819688	31.081746793980763	26.722523188589346	27.61488204945226	host	gene-VC_RS06155	None	None	1.7837960375592186
gene-VC_RS07165	112.13858865274389	124.09822983833834	134.33068809467107	161.63643203101645	193.3211571368222	197.5502109660374	205.92914124693266	197.09011640207908	197.17025783308912	host	matP	None	None	7.12812050884867
gene-VC_RS03495	31.0411361087052	36.65778559079008	39.69445988337519	31.790902926502977	34.83109434210044	27.038458680919433	24.810052745365233	25.931680480573203	27.777322532096093	host	btsR	None	None	0.761715391870681
gene-VC_RS04585	19.999903373240613	27.39096233649809	29.786136776638937	27.48005528615212	33.97336797724868	29.703177038944183	38.01118713238668	34.81892683146034	41.307261065639	host	vpsG	None	None	1.15783705904561
gene-VC_RS09580	13.708373667592031	25.452672991176104	24.135390571424477	19.52405537479442	31.781679467792042	20.211382786435788	16.380673770012947	23.808498374453137	16.81258995363711	host	gene-VC_RS09580	None	None	1.2916033203200696
gene-VC_RS01630	27.235053913669276	31.776231256181088	26.35856223465	40.36108279825927	42.80047607768041	37.93873389926712	36.02428907481737	40.4223565708862	36.9122477433219	host	nudC	None	None	0.8601566170542181
gene-VC_RS05005	67.66194519045733	84.18048497695204	77.35781958634631	58.32782498665171	62.52814634293714	56.10197274382622	48.728157877015	45.7934938509247	46.97024195817802	host	rsxC	None	None	2.668179352640951
gene-VC_RS07805	75.72381027940894	94.90464585045576	99.22083221264401	93.55271503131038	95.77507855715332	90.93498028242095	252.70507271388374	238.45628786895827	277.18657720848284	host	metA	None	None	41.85567328420587
gene-VC_RS13075	27.05300939375542	33.9682159791185	31.948878032162483	28.22737290206975	31.26973731327852	27.199389436038558	20.225177988714826	21.031119870165277	22.027684983632845	host	gene-VC_RS13075	None	None	0.8194114152284132
gene-VC_RS13475	35.63286707085284	52.32100618697429	47.59637274406657	37.42415722730433	44.57221171112184	37.387571283804185	19.840093608446946	21.915037445718013	22.584787397412665	host	gene-VC_RS13475	None	None	3.493666959691496
gene-VC_RS18545	28.524777810871665	31.77374032147937	30.41720455576783	21.482779376796447	26.168136273669433	18.70973906044318	15.149328380810324	17.159776716874433	18.838645562503046	host	gene-VC_RS18545	None	None	1.4703080999837381
gene-VC_RS13715	10.81556183687782	14.137424900903516	16.258042032471543	14.159817355654884	12.517852180980952	12.516469945785119	13.507209687446514	12.92747219854182	17.234105220643563	host	gene-VC_RS13715	None	None	0.2508331628791284
gene-VC_RS08160	44.20045534795116	57.149308880449205	48.48296040061972	44.71723153354707	61.61729360269211	57.01033896539141	45.05294989251204	38.417703763942754	39.128163642377736	host	gene-VC_RS08160	None	None	1.2699253588077377
gene-VC_RS15475	24.02415086694626	33.20001405034757	28.465327750351126	32.74874856160481	49.57177148042398	39.355309363981355	57.17055859166559	53.9088832114996	55.00499180315315	host	gene-VC_RS15475	None	None	3.4073302705864648
gene-VC_RS10800	74.93777863427024	90.79401043000257	89.53360915810659	89.75610017671296	91.21726374936648	100.40731170448632	99.469740485413	92.33638369318584	106.88979954263593	host	gene-VC_RS10800	None	None	0.7740714795041946
gene-VC_RS10715	37.006623928717325	54.70516656958596	46.44127631819286	32.7064355410003	38.2537532944988	47.096929359046634	16.05116712918539	18.355758383932123	20.17577096674267	host	gene-VC_RS10715	None	None	4.952771559235166
gene-VC_RS04600	24.801392462846582	23.87928977462603	28.465122676126487	21.526733912605746	20.37657320842215	20.991586510414415	19.51283626273632	31.845042885039298	17.416444791291372	host	vpsj	None	None	0.805389786071444
gene-VC_RS16480	15.03348441478489	20.782340490991803	16.938740075055335	12.543636280411349	16.813547346746038	13.361850001193828	6.511131639260396	10.99732794550701	6.783252906107065	host	gene-VC_RS16480	None	None	1.4946756496743185
gene-VC_RS00140	278.8424003367596	354.0571742310718	356.0456836521458	234.29142666781613	237.19053695403855	218.07773400679264	142.4836607449108	131.16607308900575	147.8527947106739	host	ilvG	None	None	27.59557102426669
