Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-VC_RS17170	22.396344086211304	23.849043330259256	25.522890449585844	28.923003851603525	30.994080171165955	27.469091656792248	54.10099637584723	68.54622868201997	66.41604715399218	host	gene-VC_RS17170	None	None	8.14796848734507
gene-VC_RS14125	6.645183064236427	5.748911906472092	5.88583483761998	7.026856682885491	6.9886010624796295	6.7964489343036165	9.667421137325912	11.55313539825747	10.413932147807762	host	tnaA	None	None	0.5067840689771214
gene-VC_RS08575	14.222495879564843	10.301276677248817	11.479872165661105	15.887342970396206	16.852461753147395	10.913860958591396	17.445997773659567	20.340518823661192	19.823581063037178	host	gene-VC_RS08575	None	None	0.8245881701206658
gene-VC_RS10955	399.95107839668015	361.5851612403334	374.51859308376345	599.6257167164879	519.2736151222744	416.3953357575559	632.645017394584	687.2047338623635	590.4776835309506	host	ribE	None	None	26.69018867119618
gene-VC_RS11895	85.70599690902988	77.66041973668166	84.09847720055969	69.81294415809248	54.58210094102923	59.6002295471032	45.82601677410115	52.21449884923767	49.31359202753964	host	gene-VC_RS11895	None	None	3.2610694334922345
gene-VC_RS09510	61.03277474923354	56.48570284573072	59.46810837416148	47.58391237739948	51.59511292425657	40.816987601461584	54.16144797142128	65.61688354836005	63.27236800869752	host	gene-VC_RS09510	None	None	1.0106400704883494
gene-VC_RS00630	77.39523243200091	65.50037713049464	72.13194210083361	92.31281028924637	60.520482176479675	40.809694078154386	45.371481194299236	69.47043492035691	60.20296827787442	host	rhtB	None	None	3.3990451091158866
gene-VC_RS06515	20.251982910801807	20.471958803606476	18.931946412021112	10.332285457638102	9.910619192836911	9.952881887823139	4.84887545581426	6.765659804326187	4.965777482482536	host	prpF	None	None	3.0724096636404576
gene-VC_RS08595	12.80614774218079	10.641439323130294	11.087936324358443	10.516653143064625	17.003999380623778	12.13102017330419	17.749700942403898	23.208351221561784	20.535600384656675	host	gene-VC_RS08595	None	None	1.3044655252415962
gene-VC_RS10535	2714.2211136561546	3380.099728977979	2802.78349183026	2562.4385851418115	4075.1836287202286	3271.0082795297417	956.3761434550198	1665.8773108229802	1542.2496811799697	host	gene-VC_RS10535	None	None	346.66386660617434
gene-VC_RS09295	7.800443775356048	5.648869772851103	7.806803968186203	7.18721652652264	8.644572851468084	5.263900824098956	7.768144496377628	9.204486857202019	9.002990267626291	host	gene-VC_RS09295	None	None	0.22215359288163455
gene-VC_RS12060	110.80944574521722	107.58508016657129	106.78297534937533	102.49093480556503	103.98099410912748	86.22237756088991	87.33245877159241	91.06365414054359	98.68678642633394	host	gene-VC_RS12060	None	None	0.7502986854035378
gene-VC_RS13250	70.85774812833947	103.06050015970179	91.81542486258327	83.22282830526662	68.25936089010165	71.66354902378804	171.20318620960478	91.54099953258117	105.15164930938953	host	add	None	None	9.311556475826595
gene-VC_RS08755	12.821795527789517	10.25131803227547	11.096019959944227	11.152594834214376	19.039793593753025	11.48770849744715	12.698530941624334	19.968801673654824	15.96761897288964	host	gene-VC_RS08755	None	None	0.8405032990722285
gene-VC_RS05540	344.1634848503522	265.23347134094917	322.18566981583	355.64874205856887	345.2900498893759	262.15491389221336	231.41503999052856	326.0816499412297	268.77441445315554	host	gene-VC_RS05540	None	None	6.079493368637022
gene-VC_RS12545	147.25650214926807	141.70029415933982	139.28437672029656	222.42495641836882	200.95043051876914	151.5805303730321	202.0935260120999	213.9152135847546	289.30968636473693	host	gene-VC_RS12545	None	None	11.682450398691557
gene-VC_RS17460	29.610770109913688	23.028253528240356	23.64447852307975	32.0950456036847	45.665983181334475	28.040554826817882	50.78080071764055	49.53476432761077	35.698279750639244	host	gene-VC_RS17460	None	None	2.9288492479365575
gene-VC_RS14795	96.50979346847572	89.49563361510333	93.97130971529646	115.0299545738066	91.28203177788514	70.37917259274099	118.6647481897314	152.1525278743846	138.53726348012484	host	gene-VC_RS14795	None	None	5.597400891443547
gene-VC_RS12465	511.07063023832535	758.7743765323379	534.0377124838028	588.5992892410135	553.971457105796	520.8327623462959	465.4160138957843	405.025743214911	381.3153299305114	host	rplX	None	None	20.854473371093615
gene-VC_RS12650	99.47356262669099	105.87412656342488	107.55261284419626	88.06083183209432	75.1963529543419	3461.9211935869243	72.74437732194511	70.51017058917635	67.70526513493772	host	trpS	None	None	2442.2772633823533
gene-VC_RS11430	400.1168296256984	401.2608506859126	392.8308071000882	217.75347498413774	182.5212579263995	153.95585800139912	96.55832170860853	102.63452905229019	100.51503031095699	host	gltB	None	None	70.16720455451832
gene-VC_RS02735	355.3120009349034	356.4447221644918	426.63904462909517	173.08950254750576	135.1834592263601	95.12599269700152	99.86410896570933	31.827978703340314	29.645274381306816	host	cysT	None	None	106.96357724027234
gene-VPVV882_gp29	189.4369125733755	161.5878086318235	151.03898961330466	414.08217843190687	519.324008970974	392.14061069089223	1400.5544896511558	1797.2993579347878	1539.6754017881235	phage	gene-VPVV882_gp29	middle	late	525.9868234697366
gene-VC_RS05205	65.32025325332403	55.55080587167155	67.12941797239344	59.54417484732116	66.64532868050131	67.45434201204226	54.23337750152566	64.96380648339523	64.18777931616687	host	gene-VC_RS05205	None	None	0.3622608234858265
gene-VC_RS10225	136.2515105262312	139.6622831871443	129.4088755773369	129.43580019373044	120.09138777064716	114.48217037835356	84.63403977614529	107.23538725118597	91.32923533759798	host	fliM	None	None	2.860336480994162
gene-VC_RS02100	401.54029315150746	421.46888531316864	397.78311512628693	391.93461341128	340.2162404463499	290.8307508789565	297.825214379575	289.0454651678753	264.18515330550593	host	gene-VC_RS02100	None	None	9.327272214526328
gene-VC_RS16695	464.38320427815995	443.5120984174157	438.62268214099333	691.2400063021655	625.6253048469484	554.9143635854213	791.963264142681	816.2266909525223	789.4778054689903	host	gene-VC_RS16695	None	None	34.59075823053591
gene-VC_RS03480	56.197329498150694	52.67922205157069	57.90016958378749	51.4924665762328	40.317198398031564	40.84372701206638	51.2440145770006	46.38049893957598	44.273279756717685	host	murQ	None	None	0.7407344687940918
gene-VC_RS07380	53.752668250708304	47.82225504468227	43.900777668194245	32.21334699536875	39.62991520832453	30.505947788750245	26.62209663291125	39.89749384610002	38.30256601849153	host	mobA	None	None	1.6795783421656354
gene-VC_RS01440	74.15390543976193	77.78024211811577	77.55981124978607	39.15595563649534	35.5226706093984	28.423913421449665	12.10994426437932	15.607585416193642	14.278430823832398	host	acs	None	None	16.471565641667006
gene-VC_RS07045	179.1027578462015	203.34675152163726	192.24905865342532	193.53684596346912	178.2580858524249	151.047304281761	239.59363427896764	211.0753627373676	207.44398587006032	host	rstR	None	None	2.8172097770925677
gene-VC_RS18150	8.552717116765345	4.789225798862286	10.500813607646826	7.485818042803688	10.121940596439332	4.180283978638607	16.580849374371752	20.59011178505661	16.12975098575458	host	gene-VC_RS18150	None	None	2.5661291430182716
gene-VC_RS04770	61.618596839042524	53.97417078849015	50.745495233512145	66.53508405026629	57.02075405094762	48.36775311366387	51.18476723381493	73.13793284857704	62.096093900551686	host	gene-VC_RS04770	None	None	1.0293882786861064
gene-VC_RS11345	343.75504191929366	360.8734122858672	328.5538488768391	370.82757458871924	381.3574446203978	371.4838819108057	508.07668866168405	938.469352103233	484.9597636972764	host	gene-VC_RS11345	None	None	71.95053718415159
gene-VC_RS08435	24.566129246521093	26.946321684838384	20.369243358529676	26.545475209519743	29.488232048650005	22.18873871698912	43.44726170491116	43.43652703568858	42.302721822541656	host	gene-VC_RS08435	None	None	2.534815279692715
gene-VC_RS11455	134.92979927121647	128.7070653638448	126.1204764096793	144.50599104687618	135.2789139702233	87.68845185616865	110.34060051441492	120.21084250590339	115.79641836779017	host	mtnN	None	None	2.051003582121296
gene-VC_RS02785	1623.026899918653	2021.9783371088974	2540.9280690826263	1500.1307678917046	946.8713115294432	1267.1401981024105	2955.5213980842045	860.1474348794092	601.1487174481734	host	gene-VC_RS02785	None	None	348.751973010556
gene-VC_RS12620	72.40923637507865	73.42011203821629	72.37873531662586	67.7149848387636	72.71755651242643	72.32228791555175	63.61695091686792	68.79008654602458	64.14966272962859	host	astA	None	None	0.18630407039570931
gene-VC_RS10445	137.02928686916533	128.35060877605756	139.9859450601386	131.43829611667178	120.8360484853204	107.47815290075042	119.79616029746927	116.48078247438724	115.28874161510883	host	gene-VC_RS10445	None	None	0.8351473999540371
gene-VC_RS18130	15.799467180018684	15.017292428870727	16.350052216042254	14.192462269723183	16.03256028771742	12.054884063429897	15.56978036457571	19.66353312679152	19.172659208253396	host	nhaD	None	None	0.3033003805361809
