ID	length	phrog	annot	category	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	color	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism
gene-VPVV882_gp01	73	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp02	188	57	terminase small subunit	head and packaging	57	75	0.311	9.748e-19	57	112.151886	5.782814414098159e-32	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp03	83	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp04	689	15	terminase large subunit	head and packaging	15	353	0.356	4.721e-107	15	566.119568	4.99559560735239e-169	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp05	176	5774	head-tail joining	connector	5774	214	0.617	7.314e-67	5774	223.81694	2.1544232581098742e-66	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp06	505	21	portal protein	head and packaging	21	297	0.361	1.388e-89	21	315.481323	1.562399443095873e-93	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp07	632	617	major head protein	head and packaging	617	316	0.34	1.184e-95	617	627.922363	4.8447624522531616e-188	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp08	65	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp09	135	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp10	54	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp11	120	82	head closure Hc1	connector	82	64	0.342	6.713e-16	82	53.474308	3.9630011905289e-14	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp12	193	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp13	177	27	tail completion or Neck1 protein	connector	27	115	0.384	1.592e-32	27	112.443436	5.05085625022392e-32	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp14	177	1072	hypothetical protein	unknown function	1072	124	0.396	1.4660000000000002e-35	1072	165.392334	1.701203289622024e-48	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp15	247	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp16	225	9992	baseplate assembly protein	tail	9992	172	0.432	2.222e-51	9992	245.529083	9.23006018070206e-73	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp17	65	5576	hypothetical protein	unknown function	5576	87	0.657	6.943000000000001e-25	5576	96.64888	1.984156774067706e-27	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp18	110	43	baseplate wedge subunit	tail	43	66	0.351	2.764e-16	43	71.202454	1.2083838084988968e-19	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp19	330	4226	baseplate protein	tail	4226	160	0.382	3.6739999999999996e-47	4226	186.362167	9.594532972456367e-55	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp20	243	48	tail protein	tail	48	141	0.405	1.102e-40	48	167.626282	9.970047513108217e-49	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp21	174	3737	tail fiber protein	tail	3737	243	0.691	1.98e-76	3737	292.043304	8.507100152364388e-87	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp22	119	1084	unknown function	unknown function	1084	61	0.327	1.622e-13	1084	82.866943	3.8254389410778334e-23	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp23	110	24308	hypothetical protein	unknown function	24308	156	0.673	6.485e-48	24308	184.370117	1.320255077237724e-54	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp24	224	23820	tail fiber protein	tail	23820	368	0.801	2.127e-119	23820	406.056305	9.162141004315382e-122	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp25	247	8748	hypothetical protein	unknown function	8748	188	0.384	1.106e-55	8748	292.8255	4.930056286891026e-87	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp26	68	27919	hypothetical protein	unknown function	27919	130	0.897	1.4769999999999998e-39	27919	156.272827	3.2474555323847134e-46	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp27	51	6423	hypothetical protein	unknown function	6423	42	0.483	2.774e-09	6423	45.382843	1.0643507134488215e-11	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp28	388	23	tail sheath	tail	23	147	0.318	2.97e-39	23	257.885254	3.614948000078737e-76	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp29	168	55	head closure	connector	55	98	0.362	1.2960000000000002e-26	55	121.792114	5.047427240259071e-35	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp30	195	17026	hypothetical protein	unknown function	17026	64	0.252	6.867e-15	166	135.36058	4.5011540319688505e-39	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp31	881	28	tail length tape measure protein	tail	28	185	0.281	3.566e-50	28	386.629242	8.48578836356533e-115	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp32	129	76	tail protein	tail	76	110	0.476	7.277e-31	76	142.098053	5.352262226528627e-41	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp33	77	46	baseplate hub	tail	46	61	0.427	2.279e-15	46	67.522644	2.188755721483405e-18	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp34	38	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp35	336	52	tail protein	tail	52	239	0.409	2.052e-72	52	311.569855	3.0101682503358958e-92	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp36	110	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp37	253	56	DNA methyltransferase	other	56	193	0.396	1.817e-57	56	332.596344	1.670348455670768e-98	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp38	117	717	hypothetical protein	unknown function	717	107	0.493	5.484000000000001e-31	717	105.80127	5.399200890249999e-30	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp39	71	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp40	81	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-VPVV882_gp41	70	27479	hypothetical protein	unknown function	27479	134	0.912	4.763e-41	27479	151.448135	1.2286778268765725e-44	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
