ID	length	phrog	annot	category	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	color	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism
gene-BSV9_gp232	225	298	exonuclease	DNA, RNA and nucleotide metabolism	298	255	0.581	2.3400000000000002e-79	298	320.506622	2.0236804524408084e-95	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp1	82	254	late promoter transcriptional regulator	transcription regulation	254	89	0.541	4.094e-24	254	112.831001	1.1573096975534378e-32	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp2	199	269	DNA helicase loader	DNA, RNA and nucleotide metabolism	269	240	0.634	7.609e-75	269	259.931366	3.2838667319162012e-77	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp3	111	468	hypothetical protein	unknown function	468	71	0.693	9.02e-19	468	156.403961	5.828663271423295e-46	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp4	315	224	single strand DNA binding protein	DNA, RNA and nucleotide metabolism	224	433	0.688	2.332e-139	224	448.12381	4.990128529127949e-134	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp5	111	3309	hypothetical protein	unknown function	3309	49	0.602	3.206e-11	3309	50.333748	5.12594400480325e-13	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp6	167	81	2OG-Fe(II) oxygenase	moron, auxiliary metabolic gene and host takeover	81	73	0.289	3.08e-17	81	79.23893	7.043095004981391e-22	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp7	60	628	hypothetical protein	unknown function	628	88	0.716	1.653e-24	628	94.499519	4.877424478047498e-27	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp8	297	232	baseplate wedge subunit	tail	232	195	0.501	8.899e-59	232	303.088593	5.292173365247425e-90	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp9	337	230	baseplate tail tube cap	tail	230	199	0.357	6.383e-58	230	329.523376	1.2115243825003398e-97	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp10	139	218	head closure	connector	218	168	0.727	1.893e-51	218	228.318115	7.079469584476597e-68	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp11	281	45	tail tube	tail	45	91	0.307	5.973999999999999e-22	45	182.743835	2.079281827362536e-53	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp12	240	150	baseplate hub	tail	150	158	0.385	2.341e-46	150	287.962463	1.5887862376276153e-85	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp13	47	634	baseplate hub assembly catalyst	tail	634	66	0.701	3.006e-17	634	72.913612	4.970598291593408e-20	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp14	1111	12696	hypothetical protein	unknown function	12696	1868	0.818	0.0	12696	1535.946289	0.0	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp15	1051	13530	hypothetical protein	unknown function	13530	1865	0.857	0.0	13530	1564.794678	0.0	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp16	467	350	tail protein	tail	350	294	0.374	1.627e-89	350	437.784454	9.058859577186006e-131	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp17	70	627	hypothetical protein	unknown function	627	113	0.731	3.8659999999999995e-33	627	111.040726	5.731455956703639e-32	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp18	161	488	CpeT-like antenna protein	moron, auxiliary metabolic gene and host takeover	488	171	0.563	1.705e-51	488	182.164154	1.5350702122558469e-53	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp20	835	694	baseplate hub and tail lysozyme	tail	694	678	0.443	2.25e-214	694	981.481995	8.086631349494694e-295	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp21	64	662	hypothetical protein	unknown function	662	98	0.768	5.003000000000001e-28	662	110.379921	6.851100347096611e-32	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp22	76	375	Phd-like antitoxin	moron, auxiliary metabolic gene and host takeover	375	88	0.68	1.795e-24	375	106.375977	1.027192544759864e-30	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp23	197	274	DNA endonuclease V	DNA, RNA and nucleotide metabolism	274	105	0.333	1.827e-28	274	119.387993	3.4102594879178727e-34	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp25	68	741	hypothetical protein	unknown function	741	110	0.796	1.216e-31	741	117.556908	3.477517014343113e-34	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp29	73	558	hypothetical protein	unknown function	558	49	0.693	3.765e-11	558	73.71302	1.751718421493603e-20	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp30	78	535	hypothetical protein	unknown function	535	91	0.582	6.354e-25	535	99.657593	1.4214591464002283e-28	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp31	55	7447	hypothetical protein	unknown function	7447	70	0.797	1.804e-18	7447	72.320679	4.4148308183729576e-20	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp32	442	692	virion structural protein	head and packaging	692	708	0.783	4.819e-232	692	747.028503	1.4369199455565384e-224	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp33	501	693	tail fiber protein	tail	693	394	0.336	5.485e-119	693	680.102966	3.7473478968389365e-204	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp34	1317	529	tail fiber protein	tail	529	1478	0.785	0.0	529	2107.770752	0.0	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp35	305	7459	hypothetical protein	unknown function	7459	361	0.606	1.727e-114	7459	358.152771	9.122762699000922e-107	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp36	316	1589	hypothetical protein	unknown function	1589	142	0.298	1.555e-38	1589	41.092518	2.3480713651570497e-10	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp37	168	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp38	266	863	tail fiber assembly	tail	863	131	0.293	1.916e-35	863	229.944687	1.6237503626763574e-67	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp39	392	863	tail fiber assembly	tail	863	109	0.283	3.961e-28	863	325.51001	1.9763588221060415e-96	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp40	164	1787	hypothetical protein	unknown function	1787	107	0.504	4.7800000000000005e-30	1787	98.445816	7.350740790488384e-28	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp41	507	2928	tryptophan halogenase	other	2928	357	0.47	2.642e-112	2928	570.325439	7.596059853132667e-171	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp42	530	2928	tryptophan halogenase	other	2928	352	0.453	1.564e-110	2928	569.742004	1.1416235786020436e-170	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp43	262	7084	hypothetical protein	unknown function	7084	211	0.445	7.462e-63	7084	241.409561	1.8054151756437211e-71	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp44	73	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp45	217	81	2OG-Fe(II) oxygenase	moron, auxiliary metabolic gene and host takeover	81	70	0.257	3.661e-16	81	83.592278	3.3187356909531564e-23	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp46	263	1644	minor coat protein	head and packaging	1644	89	0.263	2.2459999999999997e-22	1644	123.294083	2.8789106833328993e-35	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp47	184	2696	hypothetical protein	unknown function	2696	330	0.859	4.461e-106	2696	249.216721	6.319620520515535e-74	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp48	194	81	2OG-Fe(II) oxygenase	moron, auxiliary metabolic gene and host takeover	81	96	0.327	2.367e-25	81	155.156769	5.127623803778241e-45	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp49	236	8014	hypothetical protein	unknown function	8014	317	0.672	1.166e-100	8014	310.669891	1.4547883797615398e-92	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp50	201	61	2OG-Fe(II) oxygenase	moron, auxiliary metabolic gene and host takeover	61	86	0.304	2.237e-21	61	128.378754	8.811100862100837e-37	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp51	172	274	DNA endonuclease V	DNA, RNA and nucleotide metabolism	274	112	0.382	6.384000000000001e-31	274	137.638626	8.670328003498702e-40	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp52	203	1644	minor coat protein	head and packaging	1644	111	0.336	6.516000000000001e-30	1644	146.070908	3.1116585700431184e-42	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp53	194	274	DNA endonuclease V	DNA, RNA and nucleotide metabolism	274	108	0.34	2.0259999999999998e-29	274	139.814194	1.8668647437632307e-40	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp54	180	2954	ferrochelatase	moron, auxiliary metabolic gene and host takeover	2954	188	0.566	7.852e-57	2954	184.686234	3.049009193935893e-54	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp55	82	935	hypothetical protein	unknown function	935	93	0.604	7.583e-26	935	102.032059	2.1162585780621588e-29	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp56	62	1464	hypothetical protein	unknown function	1464	93	0.705	2.3720000000000002e-26	1464	90.927917	1.4194216261678455e-25	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp57	39	3397	hypothetical protein	unknown function	3397	43	0.79	8.582e-09	3397	33.908615	7.302944381481617e-08	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp58	61	495	hypothetical protein	unknown function	495	108	0.852	2.159e-31	495	121.790962	1.2005703143617242e-35	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp59	66	712	hypothetical protein	unknown function	712	104	0.798	9.468e-30	712	111.975441	2.1732721817359376e-32	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp60	207	81	2OG-Fe(II) oxygenase	moron, auxiliary metabolic gene and host takeover	81	74	0.34	1.216e-17	81	121.466385	9.503806470870156e-35	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-BSV9_gp61	220	11812	hypothetical protein	unknown function	11812	311	0.737	4.651e-99	11812	329.892456	1.3210478388612335e-98	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
