ID	length	phrog	annot	category	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	color	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism
gene-PHIKZ001	129	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ002	194	16439	hypothetical protein	unknown function	16439	280	0.703	2.1809999999999998e-88	16439	311.614655	3.42683491098511e-93	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ003	168	27208	hypothetical protein	unknown function	27208	350	0.982	2.304e-113	27208	385.957153	3.2863302349179323e-116	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ004	173	316	dihydrofolate reductase	DNA, RNA and nucleotide metabolism	316	119	0.36	1.694e-32	316	167.086441	8.283818548155385e-49	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ005	134	7672	hypothetical protein	unknown function	7672	108	0.465	3.0880000000000003e-30	7672	149.50206	9.397121387151174e-44	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ006	171	18830	hypothetical protein	unknown function	18830	319	0.891	1.301e-102	18830	324.310486	3.8303294765705284e-97	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ007	78	20084	hypothetical protein	unknown function	20084	136	0.832	6.919999999999999e-41	20084	146.174789	4.886238194930673e-43	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ008	70	38453	hypothetical protein	unknown function	38453	148	0.985	4.7669999999999996e-45	38453	178.011627	5.381521911200618e-53	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ_p01	63	34630	hypothetical protein	unknown function	34630	137	1.0	2.343e-40	34630	142.871445	8.599413502729741e-42	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ010	86	26983	hypothetical protein	unknown function	26983	167	0.916	1.95e-51	26983	182.02916	2.5538361805388977e-54	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ_p02	49	15989	hypothetical protein	unknown function	15989	77	0.72	1.313e-20	15989	94.450089	7.184550306073136e-27	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ011	113	23976	hypothetical protein	unknown function	23976	208	0.877	3.817e-65	23976	231.062851	2.5982396060374424e-69	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ012	132	27375	hypothetical protein	unknown function	27375	216	0.791	1.7069999999999998e-67	27375	242.667068	2.1683552966572083e-72	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ013	135	24977	hypothetical protein	unknown function	24977	239	0.846	2.991e-75	24977	267.698792	3.679973156648516e-80	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ014	370	16056	hypothetical protein	unknown function	16056	368	0.675	4.807e-118	16056	529.711304	3.7621204358135214e-159	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ015	333	24207	hypothetical protein	unknown function	24207	654	0.934	2.749e-215	24207	782.645569	5.861721227204242e-236	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ016	159	21432	hypothetical protein	unknown function	21432	273	0.825	1.507e-86	21432	316.311584	7.532172962168935e-95	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ_p03	47	29556	hypothetical protein	unknown function	29556	103	1.0	5.2230000000000004e-30	29556	132.023254	9.806240752200974e-39	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ017	130	19033	hypothetical protein	unknown function	19033	216	0.8	2.1289999999999997e-67	19033	244.84906	3.62715929732257e-73	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ018	109	25238	hypothetical protein	unknown function	25238	241	1.0	1.7520000000000002e-76	25238	254.86264	1.3571404775379082e-76	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ019	69	19022	hypothetical protein	unknown function	19022	137	0.929	3.2149999999999996e-41	19022	165.013489	7.265157896469236e-49	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ020	85	24176	hypothetical protein	unknown function	24176	177	0.975	6.82e-55	24176	194.388382	4.5843747980544516e-58	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ021	111	21910	hypothetical protein	unknown function	21910	200	0.859	2.399e-62	21910	230.283508	6.580062686979394e-69	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ022	187	21532	hypothetical protein	unknown function	21532	332	0.852	1.565e-106	21532	385.387573	7.275567772756477e-116	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-PHIKZ023	138	24036	hypothetical protein	unknown function	24036	255	0.881	5.997e-81	24036	267.417725	5.5507673133316654e-80	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
