Geneid	0	2	4	6	8	10	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-PA0679	0.5090357279977824	0.3648826945802915	0.5637737400137847	0.30055209811418687	0.8537696078727587	1.0	host	gene-PA0679			0.7317757002650169
gene-PA2712	0.9303388927807745	0.9700572593104152	0.8694245434094849	0.9149361121455231	1.0	0.955367406032206	host	gene-PA2712			0.11013988837329962
gene-PA3368	0.7402461717917843	0.8193675995161468	1.0	0.7685826959198734	0.5339057471292805	0.7809330424868941	host	gene-PA3368			0.3049323478101438
gene-PA2666	1.0	0.6888985362994907	0.600533635516553	0.5794006142513836	0.7930194403582184	0.6079528210930254	host	gene-PA2666			3.1826601523474145
gene-PA4583	0.9858230010143467	0.9952207545931677	0.932760939659829	1.0	0.9921337854025714	0.8690817508830556	host	gene-PA4583			0.36148395845067155
gene-PHIKZ196	0.0007662367573446918	0.1471099129683995	0.30673393961210593	0.5411020756602	0.8849894765256544	1.0	phage	gene-PHIKZ196			60.905347779702474
gene-PA3574a	1.0	0.7698063303298194	0.9008173717467516	0.9996829900380877	0.7117499232381319	0.8919326727947073	host	gene-PA3574a			0.9024182422503685
gene-PA2709	1.0	0.9666496102392209	0.7991052741613959	0.7743949805754301	0.7181549971020694	0.6658155552236735	host	cysK			1.8383626226724072
gene-PA4999	1.0	0.8194841603745108	0.7035194924765068	0.7459083583200918	0.6832469798083834	0.7031997349538233	host	waaL			0.9699724155749578
gene-PA3533	0.9159931794083738	0.9827634036414614	0.9834861649858622	0.9046329679032402	0.9722176119486333	1.0	host	gene-PA3533			1.142475535623067
gene-PHIKZ168	0.0024757539733775056	0.18956385191827682	0.40549749202513635	0.671414193543472	0.9291962403837905	1.0	phage	gene-PHIKZ168			9.51882240372868
gene-PA1889	1.0	0.6904003722068882	0.6408853721200052	0.6443316425166065	0.5326462224833821	0.5465730331468034	host	gene-PA1889			0.9295746972958367
gene-PA2739	1.0	0.9195301873207463	0.8312551602499136	0.8312591466579151	0.7478162516513127	0.7139208998726917	host	pheT			3.83071425371813
gene-PA1219	1.0	0.8805521967316904	0.9117307296952056	0.8412543115466448	0.8690594837216358	0.7712399609769648	host	gene-PA1219			0.08315040147116098
gene-PA4411	0.911659510396807	0.9560951978727055	0.8599109065573342	0.9244363239291611	1.0	0.948517240936959	host	murC			0.3330135841860995
gene-PA1360	0.9123725192860201	0.9974825149727616	0.7985133645637387	0.893934993057687	1.0	0.8685790819712629	host	gene-PA1360			0.11527919032267128
gene-PA3813	0.994154851950152	0.9781352293148354	0.9911633547744954	1.0	0.9848269486380329	0.9820765247076763	host	iscU			0.24204478485629152
gene-PA0857	1.0	0.6655962328436651	0.49310898901500105	0.4869713670795679	0.42704264410372283	0.447185616805306	host	bolA			10.696475139883761
gene-PA2181	0.48842408864540604	1.0	0.4792493290761337	0.8197802407313258	0.6195511854056801	0.6586167458128165	host	gene-PA2181			0.14633541555748222
gene-PA3950	1.0	0.8568015047944455	0.7946330400547307	0.7868665388520832	0.6941465189215705	0.6874366792690787	host	gene-PA3950			0.5381078907338679
gene-PA5360	1.0	0.7197598959021662	0.6784547600230583	0.6360038181663811	0.5292035975641978	0.5076074743327574	host	phoB			2.0051568578235477
gene-PA0268	1.0	0.9356624542512015	0.8775356263759514	0.8147868213110973	0.7737358647296567	0.8699391449177432	host	gene-PA0268			0.06058668758846793
gene-PA1812	1.0	0.6566240554394458	0.557368741266165	0.490942996064224	0.41908281786738716	0.3688318510786178	host	mltD			13.038794344963533
gene-PA2419	1.0	0.8691846239045028	0.8537488300732631	0.8650356638535497	0.8981963628859454	0.8697275118426757	host	gene-PA2419			0.13683745239371894
gene-PA1354	1.0	0.9088627368743596	0.7221959635728887	0.6943395863514763	0.754453951689846	0.6406980930556105	host	gene-PA1354			0.713126447290963
gene-PA5258	1.0	0.8941068857721125	0.7348751685073033	0.7771097104257655	0.7214013584691324	0.782247848937511	host	gene-PA5258			1.0440370362845173
gene-PA3845	0.9586711972187377	0.8350458560604741	0.8546269053662766	0.8515026319319274	1.0	0.9043039114333492	host	gene-PA3845			0.19290156612578585
gene-PA4847	1.0	0.8373710893832476	0.7771548972045567	0.7491650101900864	0.6719344740125293	0.6633187129656881	host	accB			13.134976872582305
gene-PA5121	0.9547042548177385	1.0	0.8242922138390351	0.858592309563483	0.8504630531763011	0.8323412172915335	host	gene-PA5121			0.08355821098314598
gene-PA3582	0.5734136053738319	0.69532241623158	0.7512086772929552	0.8301889960177816	0.9381571174797891	1.0	host	glpK			1.1380862033961279
gene-PA3832	1.0	0.7590905377119491	0.6987958943911271	0.7308855120276195	0.6552157341175276	0.6475106507330685	host	holC			3.623779572248184
gene-PA2382	1.0	0.8693064957499341	0.6691187905129157	0.7740126457296204	0.7117566994806099	0.7543898411271333	host	lldA			0.3142346468598963
gene-PA3007	1.0	0.8934348578672785	0.7796372645537673	0.8389894840812969	0.7603567847181276	0.6812601403670766	host	lexA			1.3054313581112527
gene-PA4606	0.9849723323852271	1.0	0.8435678254527004	0.8343080274842778	0.7797177452294727	0.7599050847857279	host	gene-PA4606			1.1488501753705072
gene-PA2068	1.0	0.6676091391564629	0.7488606900849405	0.6893621781053834	0.7015454733299471	0.45665309859900166	host	gene-PA2068			0.19234947072443703
gene-PA2553	0.7817270347902655	0.9557425586165428	0.7717477318249305	1.0	0.8433314891686536	0.8280396200352019	host	gene-PA2553			0.2816102890832012
gene-PHIKZ126	0.015644039120444833	1.0	0.8402418190562607	0.7755187030948277	0.47381665402557216	0.5988164569384956	phage	gene-PHIKZ126			3.2238007073075114
