Geneid	0	2	4	6	8	10	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-PA0679	0.3738128119203853	0.5161760188781086	0.18048396498413832	0.17138642254298508	1.5293885571756862	1.1367408683416609	host	gene-PA0679			0.7317757002650169
gene-PA2712	1.1164804099659715	0.24363492246563112	0.030055668700682325	0.357469025917899	2.1398691692901046	0.3847290369857266	host	gene-PA2712			0.11013988837329962
gene-PA3368	0.8971067463494564	0.01491591511767476	0.6171112237445371	1.2543150597530848	0.17036666107942677	1.0450631161229222	host	gene-PA3368			0.3049323478101438
gene-PA2666	14.218748948479853	4.733253438743784	5.331531586744003	2.607529535864021	3.465242467743945	0.574752043510955	host	gene-PA2666			3.1826601523474145
gene-PA4583	1.997871502023365	1.9945825036150922	5.968323008072936	3.809913762172595	3.657977313772996	1.0542085754783983	host	gene-PA4583			0.36148395845067155
gene-PHIKZ196	0.0071114317234413915	2.3331995452832253	9.178543389323607	5.599016503728421	19.569897605138763	21.131875927625856	phage	gene-PHIKZ196			60.905347779702474
gene-PA3574a	3.55941310717062	5.415037160890581	0.9532880088912101	4.59979652355662	3.778094366826368	0.2559914072619094	host	gene-PA3574a			0.9024182422503685
gene-PA2709	3.273342542922542	3.044789040864373	0.3475714253917772	1.1828268099663504	4.314229889162817	1.2082180717531088	host	cysK			1.8383626226724072
gene-PA4999	4.8549793355100945	4.450675018627578	0.09892000270594892	0.4259251860246387	0.3990097770648138	3.2749650390395626	host	waaL			0.9699724155749578
gene-PA3533	19.706158434498548	7.450040419612492	24.295381099494165	5.8349870386657585	15.200752795107007	8.7794606432617	host	gene-PA3533			1.142475535623067
gene-PHIKZ168	0.0039291472079288	0.6316228984712473	1.3411167420679844	1.2807575568735565	6.162920207305865	0.5461046154164215	phage	gene-PHIKZ168			9.51882240372868
gene-PA1889	3.586292498357695	1.4742548209614554	0.38781055500821715	0.8735285094096055	0.2301730650969871	0.5746722908084427	host	gene-PA1889			0.9295746972958367
gene-PA2739	5.56501852931504	12.872613606150964	0.534889536846876	14.788009336458742	11.58663538333731	6.330765606664613	host	pheT			3.83071425371813
gene-PA1219	0.005127720947148973	0.13029586006947647	0.6571565735887598	0.14455382006420636	0.128627256573838	0.6056150225812821	host	gene-PA1219			0.08315040147116098
gene-PA4411	1.443825427536467	2.1518210487812226	3.454321742514715	2.675254030513024	3.095701952560539	6.275159023291934	host	murC			0.3330135841860995
gene-PA1360	0.7574999767388864	0.1781027547340459	0.4613600118520367	0.3141895578717433	0.17515025353399416	1.4053249443067948	host	gene-PA1360			0.11527919032267128
gene-PA3813	7.133265708081979	0.12951294999925267	12.281485208512635	2.046698813656178	14.935991427344163	13.661100733369409	host	iscU			0.24204478485629152
gene-PA0857	2.7303808211894705	0.08358599917731624	3.1072776434161185	1.0164263130365612	4.575562194509871	7.2778983319000226	host	bolA			10.696475139883761
gene-PA2181	0.43025397502590434	0.048582467027049936	0.07350447931927995	0.08625890495594124	0.12290462283045067	0.4615253151512758	host	gene-PA2181			0.14633541555748222
gene-PA3950	2.5040014735989367	0.6865159943228445	1.045318703696033	1.2519918113439399	2.630646893786544	0.9074102301042934	host	gene-PA3950			0.5381078907338679
gene-PA5360	0.025298572543018594	0.23789016994208723	0.8760391293612848	0.21381165407407465	1.370310324501986	1.4384267221910711	host	phoB			2.0051568578235477
gene-PA0268	0.3386687056857598	0.019626222872155097	0.20441409038840863	0.4936838300768831	0.4446873914118079	0.37025700121860305	host	gene-PA0268			0.06058668758846793
gene-PA1812	5.161586390063718	0.19091575394196525	9.855747699807267	2.5490068405361583	2.849760495814138	4.205220536345308	host	mltD			13.038794344963533
gene-PA2419	0.3323089886324002	0.5829688029952669	1.2266389762142191	0.2055345647498399	0.848969124402033	2.1084531552717944	host	gene-PA2419			0.13683745239371894
gene-PA1354	0.653829899286853	0.32431461545899687	3.4561718184227566	1.3393374601859502	1.7170845518794877	0.170296873053557	host	gene-PA1354			0.713126447290963
gene-PA5258	2.7616775073813926	1.9091659119773752	1.467119313585286	2.423200050639398	0.9825804395360969	3.5259224555479136	host	gene-PA5258			1.0440370362845173
gene-PA3845	0.6015061465114737	1.6876970495721153	0.7095710277386198	0.49841222951570696	1.427214817575341	2.032957341868653	host	gene-PA3845			0.19290156612578585
gene-PA4847	26.537189831816704	22.61465628364209	26.36656774355947	26.79678383551385	11.831106155236057	8.029589300166379	host	accB			13.134976872582305
gene-PA5121	0.22566206041679138	0.14740804287477438	0.5241423479010532	0.7646972314475535	0.798565453054513	0.0947950322543889	host	gene-PA5121			0.08355821098314598
gene-PA3582	1.1747652986788406	0.39435913168887815	2.782973919766702	0.731267020299402	1.042195391323137	4.119382655478006	host	glpK			1.1380862033961279
gene-PA3832	6.185168420974875	2.17302106738709	9.769257907694076	16.738226322557523	7.272981898370361	4.948663188775228	host	holC			3.623779572248184
gene-PA2382	0.3842014944109504	1.491122618896267	0.9498357458761948	2.068021756009571	0.02814090723976248	0.46143000877222606	host	lldA			0.3142346468598963
gene-PA3007	0.8902509740492519	2.657443351925494	4.796211569444537	3.0468220988027	4.307995787948482	4.317897497725035	host	lexA			1.3054313581112527
gene-PA4606	5.339296409585515	1.5325429085563584	4.896518939845613	0.4747766868033949	3.778485796192051	1.7323680075290113	host	gene-PA4606			1.1488501753705072
gene-PA2068	0.034249091982743396	0.27154711221077	0.853732597989155	0.505610803221925	0.03586194640900486	0.15183948395047098	host	gene-PA2068			0.19234947072443703
gene-PA2553	0.9544458966168783	1.230574633278767	2.2597414467151298	0.7805804091430568	1.448094845295942	1.341668458354932	host	gene-PA2553			0.2816102890832012
gene-PHIKZ126	0.1440633878904127	1.2502726810243612	1.9032448122103496	3.9333399345175275	1.547113540833513	1.6370078505057615	phage	gene-PHIKZ126			3.2238007073075114
gene-PA1346	0.3578045884699229	0.10204232756995923	0.20716000600509943	0.13083155678843578	0.16264478244674946	0.26117760148272035	host	gene-PA1346			0.0974181430653159
gene-PA2228	1.2701511515241544	1.5181052752408197	1.0810457179239306	1.020329025924359	0.21522172404407858	0.09241876648659542	host	gene-PA2228			0.4541873009153534
gene-PA1608	0.6210891233773879	0.07360052010103324	1.8422156654029376	1.779326368157795	2.919455394462295	0.3147951733686263	host	gene-PA1608			0.1252371961718621
gene-PA3181	14.206154262880489	27.780707918744582	49.14431960183856	25.06773504204193	38.153199586861916	19.935976858774666	host	gene-PA3181			4.379888548823921
gene-PA5442	0.11881727343734161	0.49267722347800924	0.18073038284313636	0.1815167230112016	0.12781883654416148	0.022327216850796194	host	gene-PA5442			0.21268346537714705
gene-PA1492	2.033539160174543	2.4005006297449487	0.48818719648131736	1.596691818227396	1.9241412104484024	1.4764362173774153	host	gene-PA1492			0.6817607976197788
gene-PA4065	1.0238727066126279	0.19930226002387788	0.45499005584665886	0.5485445526483859	0.38355983899191637	0.2745589502953556	host	gene-PA4065			0.3025243629435574
gene-PA2017	1.0335402911613363	1.0176489337667487	0.6523714053163716	0.002327058668958326	1.1387537333494064	0.5810186093554264	host	gene-PA2017			0.14270939652652526
gene-PA4884	0.38292409879345346	1.0216200433985971	1.7190236419065918	0.5845974129880052	0.49906471776552586	1.5607039945717762	host	gene-PA4884			0.3311154087511002
gene-PA2880	0.0728247062022549	0.565256922686536	0.1499083507661787	0.17804831841021396	0.5159514691403204	0.30675456982188276	host	gene-PA2880			0.1743432647811966
gene-PA3085	6.163501754240627	0.002499841650589474	9.399372315682982	5.50620145144584	3.5272067905942777	18.51628874395601	host	gene-PA3085			2.257903428927456
gene-PA4219	1.3526266239693996	19.223136836964514	16.836505479422456	3.4535423987749425	14.502458082603027	11.729805520644065	host	gene-PA4219			3.506000926847233
gene-PA3892	0.09119851039334992	0.19896189995812252	0.18944630328291812	0.4314827067417012	0.5902418648852727	0.1543207049373172	host	gene-PA3892			0.2522218085896693
gene-PA3479	1.7322330547258744	2.855571362004625	2.0126740951648223	1.3652471108950515	6.414051583414324	2.824167286913113	host	rhlA			2.1784929017449546
gene-PA0129	0.45654661714714706	0.9139803217955373	1.558984684269113	0.5385336612671336	1.531240258169138	0.2638645445158678	host	gabP			0.10758491517908568
gene-PA5034	3.36487366161548	0.6973577727894558	0.8956634574798379	0.47488982162294846	0.8829104057099606	0.9294042261652038	host	hemE			2.825995221751286
