Geneid	0_R1	0_R2	2_R1	2_R2	4_R1	4_R2	6_R1	6_R2	8_R1	8_R2	10_R1	10_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-PA0679	2.699701841775339	1.9520762179345683	2.1834001641190746	1.1510481263628574	2.395514309981883	2.75648223995016	1.2018979845325088	1.544670829618479	5.4304376501058895	2.371660535754517	3.432464988786479	5.705946725469801	host	gene-PA0679			0.7317757002650169
gene-PA2712	10.585673011171723	12.818633831103666	12.445380935478724	11.958111090547462	10.905894095443836	10.9660054328452	11.15094241205161	11.865880463887407	10.438507927425764	14.718246266005973	11.632242461998624	12.401700535970077	host	gene-PA2712			0.11013988837329962
gene-PA3368	7.281130429596077	5.486916936897164	7.081297829575377	7.051465999340027	9.241301292561689	8.007078845072614	7.882718312969969	5.374088193463799	4.77487130315617	4.434137980997316	5.689851873303713	7.779978105549557	host	gene-PA3368			0.3049323478101438
gene-PA2666	90.95642967672632	62.51893177976661	57.597729371450406	48.13122249396284	51.41508997558638	40.75202680209838	41.85432981430854	47.069388886036585	57.3892301577577	64.31971509324559	47.227641526384275	46.078137439362365	host	gene-PA2666			3.1826601523474145
gene-PA4583	54.10770849200258	50.11196548795585	54.6011774375259	50.612012430295714	55.27334071031882	43.33669469417295	49.04930836630446	56.66913589064965	48.78544282998831	56.101397457534304	44.8847767422548	46.9931938932116	host	gene-PA4583			0.36148395845067155
gene-PHIKZ196	0.1690983319772287	0.15487546853034592	33.433089455205135	28.766690364638684	55.666792734437635	74.02387951308485	119.9911376293612	108.79310462190436	206.66181232402974	167.5220171137522	232.5376832072647	190.273931352013	phage	gene-PHIKZ196			60.905347779702474
gene-PA3574a	36.891619426365395	44.010445640706635	25.724423751802917	36.55449807358408	35.48570480241105	37.39228082019347	35.83841262969663	45.03800567680987	25.012924933821065	32.5691136674738	36.33558897220435	35.82360615768053	host	gene-PA3574a			0.9024182422503685
gene-PA2709	98.40118104162899	91.8544959557839	95.0000770485385	88.91049896680975	76.36472888928158	75.66958603849803	72.48369383642208	74.84934745635478	64.00230269220184	72.63076247052747	62.12937653549106	64.54581267899728	host	cysK			1.8383626226724072
gene-PA4999	51.15224542311168	41.44228675209149	42.39055124606107	33.489201208805916	32.472109138293305	32.6699491437052	34.10759255608672	34.959442928136	32.03147700480369	31.233457450674063	29.281260202848504	35.83119028092763	host	waaL			0.9699724155749578
gene-PA3533	394.0130757545373	433.4253926235344	451.3268419981623	436.4267611589373	419.9078642524689	468.49862645145726	414.4232463364203	402.75327225908876	423.9129163047797	454.3144218949937	442.8824550669086	460.441376353432	host	gene-PA3533			1.142475535623067
gene-PHIKZ168	0.09342875876367429	0.08557046434781669	6.221194988174897	7.484440785117392	16.000032132424053	13.317798648288084	25.552680438280188	22.991165324533075	39.75377918104914	27.42793876643741	36.696551112992736	35.60434188215989	phage	gene-PHIKZ168			9.51882240372868
gene-PA1889	24.14136460822466	16.96877961150927	12.716974614430121	15.665484256353032	13.561255593093845	12.785634483077411	12.370754865188262	14.117811884007473	11.178754577291146	10.718408447097172	10.660175818832805	11.80952040044969	host	gene-PA1889			0.9295746972958367
gene-PA2739	313.82837885564055	302.69834179701047	296.3300790711398	270.58485185883785	255.71061945038971	256.78039852408347	241.45872851430397	271.03474718722146	218.93771525733342	242.11098602400804	213.7448899952855	226.40642120861472	host	pheT			3.83071425371813
gene-PA1219	2.29561296532989	2.285357523435592	2.1471876735922217	1.8865959534532688	2.7454623568059375	1.431149209628418	1.7823267673067449	2.0714344074351576	2.1191951805291276	1.8619406673814516	1.1608987279147767	2.372128773077341	host	gene-PA1219			0.08315040147116098
gene-PA4411	90.73408689188958	93.62173774696251	94.51898456830149	98.82262666586394	90.3999316365633	83.49128815153387	90.79452217458055	96.1450302356066	98.01431913338729	104.20572303850837	89.62943920822906	102.17975725481293	host	murC			0.3330135841860995
gene-PA1360	13.526164225977183	12.01116427249941	14.137882404980424	13.781676895512332	11.636564037750215	10.713844014046142	12.196441292705728	12.824820408449215	14.170162136652145	13.819861629584157	10.750449629308884	13.561099517922473	host	gene-PA1360			0.11527919032267128
gene-PA3813	487.41348894642545	473.1469575302615	472.6705918081777	472.41156590817917	466.5535336650149	491.1165040820402	481.0573390494767	485.15073667678905	460.8378840561177	490.709866910806	460.78403384350173	488.10623531024055	host	iscU			0.24204478485629152
gene-PA0857	156.6662889233342	151.20552728095527	102.54274653133348	102.37557453297885	72.79990237393858	79.01445766077082	75.97880592417272	73.9459532980996	61.161635023937706	70.31275941295745	61.56002568124247	76.11582234504252	host	bolA			10.696475139883761
gene-PA2181	0.3789055216526791	1.2394134717044878	1.6080915494464294	1.7052564835005293	0.7204554315734987	0.8674643902120586	1.27184971908202	1.4443675289939024	1.149298973567384	0.9034897279064826	0.6295879344511355	1.5526385647536871	host	gene-PA2181			0.14633541555748222
gene-PA3950	27.59947819718115	32.60748114437902	25.10619068715053	26.47922267579622	22.87590086332173	24.966538270713794	22.435429044606835	24.939412667294715	18.26557872711172	23.526872514684808	21.601646329429574	19.786825869220987	host	gene-PA3950			0.5381078907338679
gene-PA5360	50.97432456946608	50.92372742438004	36.908955817804184	36.43317547792001	35.442648335512274	33.690570076789705	32.18996341182719	32.61758671997534	28.332718174465505	25.592097525461533	27.300533128203185	24.423679683821042	host	phoB			2.0051568578235477
gene-PA0268	6.172802612240481	5.495465200868962	5.4391538265649855	5.478406272309296	5.324074442438082	4.915246261661265	4.259891590748133	5.247259250901899	4.06939125172492	4.958766034548535	5.445598463222431	4.7050844607852245	host	gene-PA0268			0.06058668758846793
gene-PA1812	176.04021359445463	165.7170408143272	112.01210142893041	112.39393293681434	105.09815305400889	85.38665765439436	81.34265836252912	86.44067204360144	68.76253610631277	74.46205709794104	58.82025984522325	67.23070091791386	host	mltD			13.038794344963533
gene-PA2419	13.790825638301476	13.126207661036675	12.280904535450372	11.114966929459838	12.716831820390725	10.263553867962287	11.4365623197807	11.84763144928038	12.937359828974735	11.239421580170669	9.596789043538115	13.813695354081704	host	gene-PA2419			0.13683745239371894
