Geneid	0	2.5	5	10	20	30	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-b4834	24.039605578256193	19.21033272152672	13.5947239949588	12.35883816637373	8.540917059314149	11.055344526015057	host	xylZ	None	None	1.968872571189647
gene-b2755	5.554974505412184	3.52351017631931	3.247080367063672	2.9454056962754906	2.2820283987644467	2.695806164407746	host	cas1	None	None	0.3627298017845841
gene-b1515	0.46877461562046213	0.24471321280831823	0.15116939144589903	0.28221645617598756	0.2786945781169091	0.4565851554699334	host	lsrD	None	None	0.08650945625475424
gene-b1119	46.065802766349115	29.58316870598372	29.73069972314903	21.730807020616446	15.396132666045352	14.821995722399928	host	nagK	None	None	4.405537154288292
gene-b1926	0.5362319104983329	0.4294517247449007	0.42786411913182587	0.4072251037619825	0.16666842413372276	0.479458992194523	host	fliT	None	None	0.08198448046752463
gene-b1789	1.7564895067777582	1.3434115381315461	1.2444028167150445	1.063791599271615	0.9331725324121862	1.138875747469482	host	yeaL	None	None	0.08138219614405678
gene-b0170	1237.1390362845086	810.3275274786531	1244.3146039754465	833.521480780435	695.4087014178704	353.7700466474748	host	tsf	None	None	117.45903041570904
gene-b2828	18.558606015105404	15.612888690245958	15.257115358126681	11.245975000730272	6.791555891006832	6.867563545119231	host	lgt	None	None	1.7206692959662027
gene-b4170	39.82926507284756	24.755730731178357	30.46082743705355	18.40873431764387	15.999612146841294	13.35468079325586	host	mutL	None	None	3.5978144034146182
gene-b4315	53.76546492798791	41.32849286639032	49.602785226809644	34.25859301000992	17.0482528438491	14.63437592055714	host	fimI	None	None	6.551950934676772
gene-b2526	130.15745722512878	64.15085526715465	89.66834350119416	51.53500672107822	50.08382398772359	41.722277792875786	host	hscA	None	None	13.533774179522448
gene-b3728	34.86484927825987	12.35983224403983	12.980533006513799	7.089836031156895	8.741600908029735	10.292962759228793	host	pstS	None	None	6.1435357569432645
gene-b1638	46.60461556370161	26.788953008883887	25.679883020466676	19.511161984664888	20.759905044818517	17.32356709070923	host	pdxH	None	None	3.7016605099890985
gene-b0424	47.218419329144666	25.685408224001247	25.358059433675905	15.997873693578756	17.717739432845143	19.973358136117742	host	yajL	None	None	4.478836880417576
gene-b3365	3.349510389341633	1.963667944308466	1.3412175508495734	2.1951568020132775	1.286968968767518	1.138960085418928	host	nirB	None	None	0.3159480840477897
gene-b3273	38.85938865377683	44.50926379461983	56.589351179276015	41.93743789834323	27.972379655595304	80.38530555852215	host	thrV	None	None	11.697450202763411
gene-b0995	4.318128107086859	2.313857024392293	2.3483354499111635	1.896507366061841	2.00547401984766	1.904220911493405	host	torR	None	None	0.31095724036441014
gene-b3962	55.62516240354106	26.035915502682762	27.744640054748956	32.46110319783293	29.43395176568589	23.908901819530215	host	sthA	None	None	3.6339814738776606
gene-b1093	1006.6095199287713	681.5367340218838	923.6736298866485	750.3375119427319	473.2417648742579	297.10014429930345	host	fabG	None	None	89.43401344180046
gene-b3700	30.52075819025037	26.52503118082327	41.27380224132174	19.386568108871664	8.55732009954345	8.742089136641221	host	recF	None	None	6.2195366199947015
gene-b2161	0.8117094070299203	0.6429044599323821	0.4795350931107094	0.4926900201056698	0.48573073735632366	0.4762803454377907	host	nupX	None	None	0.04264102135181591
gene-b3222	10.661497371925574	5.228920840569728	5.578392645283101	2.4991892754581144	3.0716705427611517	4.686339313563963	host	nanK	None	None	1.4386170655151804
gene-b4012	5.432435976034791	3.418573490780264	2.6055722123139793	2.6308537436894204	2.7137180933252543	3.52808852841616	host	yjaB	None	None	0.30260527878625276
gene-b4054	53.54076577138031	27.13995585839335	23.02906884832717	10.751949800330188	16.350103007675663	29.502554909739658	host	tyrB	None	None	7.172784997385983
gene-b1301	28.23805614389871	11.836455815601422	14.656604204295501	3.3538629299496363	3.156455396033315	8.669819429512696	host	puuB	None	None	6.345523539284206
gene-b2779	661.4104508045248	386.5404833547674	467.1353982396046	270.88482052665154	221.8627614342173	185.6501528967769	host	eno	None	None	75.38641637780631
gene-b4719	24.861971661410333	32.11775822228458	15.282733148879046	25.485755499869903	8.435527762518312	8.163536157258143	host	sdsN	None	None	5.1070735526433655
gene-b0292	0.3994253237753781	0.3187965083570888	0.3320405601631504	0.3412548396579984	0.530851779807279	0.6795200270128916	host	ecpB	None	None	0.07909260829696514
gene-b1929	3.270241285563915	3.561961424190657	4.128382322247241	3.1882322576327473	2.943075113824996	2.6380741113258828	host	yedE	None	None	0.12891577151582684
gene-b4047	0.26808497724165675	0.15135622376363062	0.12244172532762762	0.5368960405594285	0.38698030075466033	0.48401218618008873	host	yjbL	None	None	0.10967391886149852
gene-b4354	187.64850669251095	97.45706013310493	109.1401485956467	56.010832833672325	57.48661967427327	65.33859792810327	host	btsT	None	None	22.529757525413373
gene-b0945	20.599424841323533	10.241472527035766	7.2844141057367615	14.738990804383116	13.627171509556081	9.163484557557219	host	pyrD	None	None	1.66934557726372
gene-b0968	32.84018964212736	27.31611215833024	20.740553655956912	17.057054037959	10.185124789660632	11.77838736932324	host	yccX	None	None	3.360670503706439
gene-b1061	127.86670703462669	128.334640257403	68.16039755754002	109.60325825303195	58.761943899304484	55.10660211319747	host	dinI	None	None	11.308059533163103
gene-b0107	1.6986291393806237	1.3605590452457217	1.304081016880852	0.9833006511693666	1.0853897727156634	1.1541565962677287	host	hofB	None	None	0.06379051771628778
gene-b1900	1.347562389047908	0.9322547349706092	0.9763459925997756	0.813552755487934	0.6267281524827053	0.7655570459360856	host	araG	None	None	0.07155629638575452
gene-b0840	20.03312431454432	13.19739485352431	15.467892724958062	15.39861044408985	10.3296310724553	8.783765412464154	host	deoR	None	None	1.1097484720020707
gene-b0744	7159.933304114273	8900.624013478606	9085.79251883244	6072.210757268615	2507.4578133662826	1641.865360738499	host	valT	None	None	1482.8281703281655
gene-b2193	31.444005639057046	21.588945924024415	25.341665678961363	20.183878820463747	18.300584249860478	13.965077022521463	host	narP	None	None	1.4999597705282848
gene-b3073	80.32251144827543	36.42478396750435	34.803926029959236	14.688273783090981	11.054156392005211	23.136280778631182	host	patA	None	None	16.472669159137055
gene-b4625	18.33771131954821	29.776631428676197	15.818770378293493	27.764501501542473	7.672529374434845	6.441126102019714	host	symR	None	None	5.191433611420614
gene-b0246	2.884479189601214	3.0246773778961806	4.030706358810022	2.487771062799835	1.7001513751733524	2.8499851170250814	host	yafW	None	None	0.21644004835665753
gene-b4807	2.503060121888697	1.7122001635126685	1.3220091873183555	1.4401200487011905	1.666085633062947	2.2326267202954306	host	malH	None	None	0.17143082871669216
gene-b3905	0.7705736522271509	0.47877986640243697	0.570989544210819	0.5809160054806657	0.5166950821248883	0.5533027815608116	host	rhaS	None	None	0.03455438688963346
gene-b4594	0.615981766820815	0.9885346160069216	0.7242566820710835	0.6151438305153177	0.2773161820863902	0.522840151688992	host	ymgJ	None	None	0.11229768159034757
gene-b2245	3.9576073402600827	1.9633943597246557	2.164153172900335	1.3835867347656552	1.3531122895534637	1.550457932359437	host	yfaU	None	None	0.40546535262723366
