Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-b0435	268.63761769880875	249.37866947831364	125.86621389796399	145.1542100146276	78.66324534225741	74.30021555315665	45.46926703952638	55.521233935789105	53.30746248254954	49.3593343060527	124.93806009774926	130.32503205493956	host	bolA	None	None	44.57810887392974
gene-b1336	0.7627761161290618	0.98695181724553	0.675804657725925	0.5129643080373105	0.4873010197701903	0.43870930672456465	0.26288575656226	0.469952244523291	0.29980182976279596	0.18480810221567398	0.3311029919138497	0.6911569587224594	host	abgT	None	None	0.09860070479024566
gene-b1145	15.234309882018406	18.701899737531296	10.407423852789476	7.835532327218336	10.030326115196203	8.263048714506732	6.938236671343202	9.199205142629413	5.25864961493435	5.809828595125603	6.810933989426609	6.947322907105357	host	ymfK	None	None	1.5652081825646424
gene-b3597	2.359079930240574	2.5321972287311505	1.5773988049653767	1.737529300334659	0.7029268399128095	0.9334359560735015	0.7130380029639196	0.6624462579366994	0.5660248457373914	0.522073220425299	0.8376416060389096	1.7894729157598632	host	yibH	None	None	0.3823953453833388
gene-b2545	4.017275232176155	3.93174879166894	3.5282867089838765	3.12650219756224	2.4480103925101697	2.9697191822019495	1.8603091488112202	2.105349630160804	1.6180780733423052	1.273656540021542	1.6496637767532696	2.182222726827797	host	yphC	None	None	0.3143469244236162
gene-b1674	0.2653814375322573	0.35322147577810303	0.46647346036569043	0.3869441143110762	0.2490764796545252	0.5162104508510589	0.33894727014120823	0.2743076073157617	0.32803363649033745	0.23280149487158402	0.28129201549596555	0.4685330283491718	host	ydhY	None	None	0.023701725862249595
gene-b2966	2.6416248211579556	2.113378554900963	1.9252286092467248	1.5175610875432584	1.2845566900627567	1.2864058032688637	0.7448648185479189	0.8963093253071857	0.890255310622697	0.755947226991203	0.8801897332341272	1.1833179575052137	host	yqgA	None	None	0.24830500987584442
gene-b4722	4.199471690778306	5.0801740301152085	2.956322705349945	3.0533049346607677	1.421724359708708	1.8817671667651972	1.9677772072086812	3.177171239907314	4.660118400417455	4.054626035680089	1.8196914431012818	2.979151147188451	host	idlP	None	None	0.42254069711346376
gene-T7p35	0.9655652329828136	0.5682855847641387	1.533926613008447	0.2840283660149552	0.27468019829792567	2.709077870204603	1455.5624031014663	2293.3101140974395	13144.223054860398	12635.83118938607	9019.692896799292	8443.305948350608	phage	gene-T7p35	late	late	6561.675447361028
gene-b4839	4.689290001194987	5.0825124301290705	3.8880122852178065	4.253621370891045	2.7977149288253873	3.5924645910971944	2.110888276823858	4.016714670573731	1.6586862103180775	1.9019882131008417	1.9774828689366377	3.1157446385219925	host	asflhD	None	None	0.3847341254050978
gene-b2071	1.080481567095619	1.2276600072775532	0.9197448416644273	0.7051859062852879	0.6561804737117113	0.8960796032215224	0.3237036098438523	0.5519933871354121	0.5887977023639929	0.3580708706834364	0.6362557493361125	0.4474614371271191	host	yegJ	None	None	0.1039719944650263
gene-b2889	1.8548857328893968	1.9973513998184163	1.8193859709427471	1.3257593424756544	1.188057178268563	1.1379721299927967	0.5591498075128493	1.047868498796389	0.6163424169487939	0.5849296576063079	1.0494395375935093	1.0107455068151836	host	idi	None	None	0.1885419577168533
gene-b1349	0.9285205052147142	1.4204480973092874	0.9878740891951256	0.7274139884377003	0.7825559723524853	0.9385604140409132	0.4372838238241513	0.6077157169995554	0.3849790216540723	0.4204797370334906	0.8274152544699845	0.6850608435080688	host	recT	None	None	0.10311380435114277
gene-b2433	31.193358777841574	25.7721301261102	27.285763636044678	26.048267035372618	20.271602101200468	20.590714509226288	9.602752771178364	14.088754007837885	8.38926625485321	8.844490925830167	10.059627567503496	11.436486316917055	host	yfeZ	None	None	3.5816782535588505
gene-b3088	1.8947575307039117	1.7055069666319633	2.016583410605856	2.0451043628162604	1.3218708093612737	1.6596952650972545	0.6274072254868258	1.1358003466335325	0.6799583222421932	0.3525761770156599	0.5720769085335133	0.8447498526999387	host	alx	None	None	0.28063361263450776
gene-b2120	0.5458896170038533	0.6373063090411019	0.6994901558974198	0.4955648549712569	0.3344218028302669	0.39946285469927867	0.30034494215290397	0.27312524693940066	0.3521070727166445	0.2944938910125538	0.28363611562509855	0.6060561487072157	host	yehM	None	None	0.050048059383161356
gene-b4194	1.9793292393827457	2.2065784444531187	2.0017975965637533	1.8348954933255488	1.4710451142687384	1.5496906079242798	0.7459547582882582	0.9496904011226218	0.7588760439363753	0.4770148277270692	0.6532225693184088	1.173374109122817	host	ulaB	None	None	0.25215268748985326
gene-b4259	54.97003509973908	53.20191831538031	47.54086512657344	46.664937288464024	29.980353805666162	38.26259905755901	18.02909387145251	24.32396504210122	18.873159311997586	17.730770069541578	15.280111722840076	17.227265329394083	host	holC	None	None	6.816642148918869
gene-b1192	9.17259180068051	8.660436956256996	7.20718089041961	6.901524348544694	4.307125601215889	5.40468209208627	3.1742504457267904	3.4806518588886246	2.385607707954743	2.2865432070064764	3.3796236537195052	3.31762348707572	host	ldcA	None	None	1.0929959951744708
gene-b1772	0.4142301906595272	0.837606004965318	0.5530111389754468	0.34366654926561496	0.5135927336435546	0.5002165886337865	0.45665715779104415	0.3065456358054033	0.2589510117374214	0.31821115723058924	0.3844917654848862	0.5623824124852166	host	ydjH	None	None	0.049767235739103535
gene-b2169	1.5830249124139033	1.7814638407992223	1.3222856874857285	1.5138473674180135	0.9340853781395713	1.3243913923475656	0.758577243450915	1.190338956725664	0.651155329249537	0.7657543070037727	0.5717863338861403	0.9331535596544611	host	fruB	None	None	0.1305054639359655
gene-b1554	0.8350868021942021	1.1228261190156499	0.7337290309907228	0.5841427600474594	0.7397390359072101	0.5215384656952232	0.33901779599849935	0.6330543444309704	0.31061539519065123	0.34623772888953563	0.3743185509577399	0.5501314771066118	host	rrrQ	None	None	0.09057167049770551
gene-b3679	0.818395525436015	1.1930336993799813	1.1030506317863586	0.6261266025528128	0.44433666110315184	0.618482914950799	0.3256694212396652	0.32142012077384013	0.4523689664503847	0.3232359217255455	0.3631552046210734	0.6657574013935882	host	yidK	None	None	0.13633641557763573
gene-b1340	13.65376203276335	13.992712040395432	11.672931873464488	13.580973933065577	10.082375860258315	11.944550455708166	5.903331621626044	9.222058743163593	4.387872031550659	4.986327337495939	3.4815373109417322	4.880736985819377	host	smrA	None	None	1.6605980727568672
gene-b2205	2.4767866543204518	2.1498161161923592	2.11699890279657	1.4242116680314207	1.9930539100956288	1.6330278286295676	1.2779242782447182	1.2526088911358721	1.477565302294839	0.96472136711009	1.0643022896653385	0.8910654480721077	host	napG	None	None	0.15694478579591697
gene-b3354	25.559358845812238	24.689980529923545	19.881607673239266	19.656003777816153	16.23372514415549	17.28819881064647	10.602635180393806	15.67984783603573	8.876622093574369	9.464496938080645	10.362078565352293	9.389915348970389	host	yheU	None	None	2.0974627197725804
gene-b4586	0.29118978233226933	0.3938742523348817	0.5863373365610725	0.4765631350720523	0.5932965116476724	0.23522089584564965	0.14758329054065109	0.3583143120562137	0.1244014657738558	0.18245817160560399	0.17147092444608233	0.47601654199641547	host	ykfM	None	None	0.07807377580152026
gene-T7p39	0.5132556220213418	0.7927874076847086	1.359025960071318	0.5000572018847406	0.20566850668576026	2.8273317630004455	1885.835439923424	3153.3577355360285	12529.550589338745	12447.363035421457	8057.071410556752	7989.634860817732	phage	gene-T7p39	middle	late	6019.54280099673
gene-b4601	1.8224122431679441	2.8937700171542327	1.5110093827344164	0.9077393048991472	0.546817061426426	0.9856875635436747	0.2811110296012401	1.0590570799691046	0.8688356339761358	0.3475393744868647	0.6998813242697237	2.7200945256938027	host	ydgU	None	None	0.5577320077284358
gene-b1032	3006.969396411437	2963.5098745676496	1938.5503834344847	1745.3238650894978	2404.8865229608377	1799.7392252684779	8305.898147209333	1462.3941549795202	1420.6647391374333	1820.7113912037996	1465.0743012087996	799.5841498937192	host	serX	None	None	1447.39488788074
gene-b0507	1.5126741939338666	1.5974736390994335	1.3099396229766087	1.0775062823381978	0.7371904087378485	0.7391902450817273	0.4814539070387121	0.5225157041014797	0.6217746287836564	0.3986366338109717	0.41568708956626016	1.2028251886906378	host	gcl	None	None	0.1962614639398156
gene-b2921	1.832747284244511	1.6199090129472822	1.864098240965361	1.41418552700007	1.505484297545933	1.468491657453331	1.114415631284292	1.1438288729922725	0.8358151249317403	0.7268493495399757	0.9044620190562584	1.6132556161305498	host	srsR	None	None	0.101536507617593
gene-b3221	12.180768283367678	10.907957174339655	9.387331222665317	10.092144436169052	5.590939864184517	8.077434978200715	2.38672332229182	3.685974146713976	2.639629668033069	2.4484709479977824	4.475628184620324	3.9075766519644306	host	nanQ	None	None	1.8846448396180853
gene-b0061	0.46858125892549085	0.9235672123714467	0.8642429977708842	0.647368940014282	0.48836420313601503	0.4650344147753073	0.2374903525941512	0.29824021217520763	0.48616664785185026	0.26564791268248855	0.4561295527137165	0.6722072678438709	host	araD	None	None	0.0838895851395504
gene-b2057	0.30054774624958597	0.44792455437942913	0.3579302585787673	0.27886662031384457	0.21872682457057044	0.30281310729554894	0.12278412787180605	0.19963834610911857	0.24512604093370605	0.10386234180067223	0.18341717463620347	0.47344830824883927	host	wcaC	None	None	0.04569764775961602
gene-b2288	78.11531303647132	63.7133423776919	66.78093289544552	63.12022129717632	47.6085535588943	53.621887824129	34.622242213320305	50.50461934331945	32.292080184660946	33.204099697596405	28.0444338206025	28.695771978265252	host	nuoA	None	None	5.4920396238808165
gene-b1009	1.2048516051558138	1.9354420189639128	1.3847843683486885	1.3240569227742411	0.1949699784561639	0.4792515630712862	0.3635843029549124	0.19991189824135908	0.19051077571693273	0.27941992155997614	0.4256956069715473	0.8829270620229572	host	rutD	None	None	0.4324381157785238
gene-b0053	116.20957884406127	120.55411415054073	119.95273634294804	121.75132774801149	99.80979168201402	112.3094791092217	50.49863682959465	81.23749547128355	35.23580496510974	34.98509028828302	38.307164100029205	35.836769835014856	host	surA	None	None	16.88082179446701
gene-b2211	35.39620809080335	29.804657709528357	30.093111334020406	32.403341676874334	12.097828563383194	11.945329776375669	0.713379084851809	0.8405460328124621	1.0856121425196175	0.9293084490536845	1.8380824851988804	1.6479404790699683	host	yojI	None	None	14.445329698881748
gene-b3830	36.46805369208897	34.1379751141342	22.121216007973104	29.027027318025002	11.989768214511784	16.779090570323007	3.964492314523372	6.388606091225393	4.187369599577499	4.591267716873041	12.147057925046001	11.800410074701055	host	ysgA	None	None	7.804588423321915
