Geneid	0	2.5	5	10	20	30	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-b0435	9.629474110247557	9.64399805833181	2.181514894550382	5.025983448131363	1.9740640882484186	2.693485978595149	host	bolA	None	None	44.57810887392974
gene-b1336	0.11208785055823411	0.08142017484430725	0.024295856522812822	0.1035332439805155	0.05749686377356099	0.18002698340430487	host	abgT	None	None	0.09860070479024566
gene-b1145	1.7337949277564446	1.2859457627855702	0.8836387003447355	1.1304842356431055	0.2755894900956264	0.0681944588393737	host	ymfK	None	None	1.5652081825646424
gene-b3597	0.08655864924528833	0.08006524768464118	0.11525455808034601	0.025295872513610096	0.0219758126560462	0.4759156548604768	host	yibH	None	None	0.3823953453833388
gene-b2545	0.04276322025360768	0.20089225571081837	0.2608543948458899	0.12252024067479184	0.1722107666603816	0.2662794750372637	host	yphC	None	None	0.3143469244236162
gene-b1674	0.04392001912292287	0.0397646730273071	0.13356698559826685	0.032319831412723266	0.047616070809376715	0.09362050642660313	host	ydhY	None	None	0.023701725862249595
gene-b2966	0.26412313312849633	0.20383376085173321	0.0009245566030534613	0.0757222533796334	0.06715404181574702	0.15156411213554327	host	yqgA	None	None	0.24830500987584442
gene-b4722	0.44035116966845145	0.04849111465541145	0.23002140352824463	0.6046970163493164	0.3027461823686832	0.5797298520435846	host	idlP	None	None	0.42254069711346376
gene-T7p35	0.19863982410933745	0.6249491234967459	1.2171988359533386	418.8738554979866	254.19593273716418	288.193474224342	phage	gene-T7p35	late	late	6561.675447361028
gene-b4839	0.19661121446704177	0.18280454283661918	0.39737483113590355	0.9529131968749365	0.12165100139138207	0.5691308847926774	host	asflhD	None	None	0.3847341254050978
gene-b2071	0.07358922009096713	0.1072794676895697	0.11994956475490554	0.1141448886457799	0.11536341584027823	0.0943971561044967	host	yegJ	None	None	0.1039719944650263
gene-b2889	0.0712328334645097	0.24681331423354635	0.025042524137883104	0.24435934564176992	0.015706379671242998	0.019347015389162836	host	idi	None	None	0.1885419577168533
gene-b1349	0.24596379604728663	0.13023005037871266	0.07800222084421393	0.08521594658770204	0.017750357689709173	0.07117720548095785	host	recT	None	None	0.10311380435114277
gene-b2433	2.710614325865688	0.6187483003360299	0.15955620401290993	2.24300061832976	0.22761233548847848	0.6884293747067796	host	yfeZ	None	None	3.5816782535588505
