Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-b4834	23.998972616954493	24.080238539557893	16.50045613890771	21.920209304145725	12.447050013852822	14.742397976064778	11.816698298130751	12.90097803461671	9.125463572221653	7.956370546406644	11.38045480123858	10.730234250791534	host	xylZ	None	None	1.968872571189647
gene-b2755	5.47531405844163	5.634634952382737	3.237994842812128	3.8090255098264922	2.7347417798846334	3.7594189542427103	3.111789098388568	2.7790222941624134	2.0419900213615674	2.5220667761673266	2.1685131796415638	3.223099149173928	host	cas1	None	None	0.3627298017845841
gene-b1515	0.38734691482833217	0.5502023164125921	0.1866872379892462	0.30273918762739027	0.16331978591315524	0.1390189969786428	0.3025046293297535	0.26192828302222165	0.3699632439376481	0.18742591229617012	0.19952271147859696	0.7136475994612699	host	lsrD	None	None	0.08650945625475424
gene-b1119	44.3694704177275	47.76213511497073	31.043931965176604	28.122405446790836	28.615625010417684	30.845774435880372	21.938746307454863	21.522867733778032	16.82555762212685	13.966707709963853	14.576002922411742	15.067988522388113	host	nagK	None	None	4.405537154288292
gene-b1926	0.5878008267115687	0.4846629942850969	0.29691607918753204	0.5619873703022693	0.47855374646094045	0.3771744918027113	0.46668947877471945	0.3477607287492455	0.23163524667722862	0.10170160159021689	0.18044267076343057	0.7784753136256154	host	fliT	None	None	0.08198448046752463
gene-b1789	1.560535284094533	1.9524437294609833	1.3299683515443106	1.3568547247187814	1.320632287648362	1.1681733457817267	1.1990711856877887	0.928512012855441	1.1168929940454588	0.7494520707789137	0.8231507454385453	1.4546007495004185	host	yeaL	None	None	0.08138219614405678
gene-b0170	1277.9175066294226	1196.3605659395946	971.5215878587877	649.1334670985186	1206.0833799418	1282.5458280090932	828.5808771995129	838.4620843613573	724.940204109649	665.8771987260918	390.6600159895846	316.88007730536503	host	tsf	None	None	117.45903041570904
gene-b2828	18.83585667015895	18.281355360051855	15.433774357928867	15.79200302256305	16.639758083754877	13.874472632498485	11.746267757341881	10.745682244118662	7.064875023655473	6.5182367583581895	4.469575548313351	9.265551541925111	host	lgt	None	None	1.7206692959662027
gene-b4170	38.1876801356077	41.470850010087425	27.31656281856004	22.194898643796673	28.99871121577003	31.92294365833707	18.272209772810506	18.545258862477233	16.816033696276627	15.183190597405959	14.054860403207416	12.654501183304303	host	mutL	None	None	3.5978144034146182
gene-b4315	57.1399798257162	50.39095003025962	45.27970207609863	37.37728365668202	49.577971197655295	49.62759925596399	36.94303185486914	31.574154165150702	18.752446050443538	15.344059637254656	14.833246787567152	14.43550505354713	host	fimI	None	None	6.551950934676772
gene-b2526	134.85434478576835	125.4605696644892	77.44473784395171	50.8569726903576	86.51168174736625	92.82500525502208	49.91018755373273	53.1598258884237	48.20857993811511	51.95906803733208	41.871974512441085	41.57258107331048	host	hscA	None	None	13.533774179522448
gene-b3728	34.9884964368334	34.74120211968633	13.761222221059437	10.958442267020219	13.628438393449608	12.332627619577988	7.508121482336722	6.671550579977068	9.437931027438564	8.045270788620906	10.30462109192199	10.281304426535597	host	pstS	None	None	6.1435357569432645
gene-b1638	43.90816055074587	49.301070576657345	26.90268627244968	26.675219745318092	26.392566893859538	24.967199147073813	20.180002840508738	18.84232112882104	21.950935892879816	19.56887419675722	16.844376283282124	17.802757898136335	host	pdxH	None	None	3.7016605099890985
