Geneid	8	24	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-PA3199	5.007538076507942	0.4439862701964996	host	gene-PA3199			1.37453136789781
aph	2.160804693715895	0.9190219036648604	host	aph			1.0536801369703865
stk1	1.030618569416808	0.04636245397577987	host	stk1			0.08027806790612718
gene-PA1306	5.7700590319381675	1.560740518734999	host	gene-PA1306			1.9475509285368353
rph	20.608024154375258	4.97376649491277	host	rph			6.2629919765210955
gene-PA1662	1.4560693819300035	0.9827830548256804	host	gene-PA1662			0.24895112752277224
gene-PA1413	2.2363411657618735	0.3876154236015652	host	gene-PA1413			0.9865037112761661
gene-PA3908	0.837746892211646	0.38908913464329054	host	gene-PA3908			0.05022906975251796
gene-PA0671	0.9897324280828733	0.18574217012361016	host	gene-PA0671			0.30771870730635226
gene-PA0098	1.8741242825130535	0.9965562492884248	host	gene-PA0098			0.7460648849871729
gene-PA2418	0.40620992548760926	1.1086984498346606	host	gene-PA2418			0.1944940297500798
dsdA	0.7093170913659153	0.20473392548092395	host	dsdA			0.09590233735925821
tolB	27.418199905413488	5.106614402928123	host	tolB			7.107489488346939
gene-PA1622	0.8234404371851585	0.7957809284192894	host	gene-PA1622			0.24419735541870022
gene-PA1036	0.09161803831756554	0.6697837663027384	host	gene-PA1036			0.03414718159293021
clpX	72.29137424552358	13.67253270779986	host	clpX			27.996921103742782
yrfI	2.721777440743958	0.03731187216405907	host	yrfI			0.9161642214536462
gene-PA4354	6.153499370211243	3.3782986995022606	host	gene-PA4354			2.215275837038008
arnC	0.8349668226588127	0.6929109225425565	host	arnC			1.0101453043349702
gene-JG005_00153	55.10393247075774	6.122098094061187	phage	gene-JG005_00153			35.16936292485374
nusG	78.97421213624168	29.526115239016733	host	nusG			20.296683345226004
gene-PA1659	1.334150810791881	1.5448222888176586	host	gene-PA1659			0.2688313553129603
gene-PA1351	0.23764770644448935	0.03845540365504796	host	gene-PA1351			0.06591141710146382
gene-PA2366	0.039314849803178564	0.4708249716467816	host	gene-PA2366			0.12204928764257586
nadC	1.9892570696134166	0.06851048062818865	host	nadC			0.20573401382760784
gene-PA5189	0.27498385245792045	0.07554584785278151	host	gene-PA5189			0.06569331437833903
xphA	0.7228856338795687	0.8529011847105207	host	xphA			0.31006542027074524
wapR	21.415776908907326	5.506945595138955	host	wapR			6.219112061150249
prs	129.39868919925243	13.002345424803536	host	prs			16.17072949266286
parR	7.094282081362703	0.6698795994732603	host	parR			1.0178066112137982
gene-PA3941	2.471250819526791	1.2026848384003053	host	gene-PA3941			1.0426697654832342
gene-PA4399	6.341361505912543	1.3746810975030037	host	gene-PA4399			2.401088271769315
gene-PA1134	2.7766210323944236	10.585789280870943	host	gene-PA1134			9.66472862699232
pelB	1.2389734323742136	0.09463111197856422	host	pelB			1.1281734977502147
purU1	12.384838097541824	1.3225738357176589	host	purU1			2.977044094933174
gene-PA0158	5.523128082128415	0.9401761097164574	host	gene-PA0158			1.5457540436096613
gene-PA4177	0.6491111774704791	0.7121452121085858	host	gene-PA4177			0.48678670491403664
pyrH	26.757741157093996	4.897707408852185	host	pyrH			2.967332552446803
gene-PA4990	0.4569749772442231	0.004165159151483966	host	gene-PA4990			0.17813620539443145
gene-PA3485	6.305021919757197	2.038477578987866	host	gene-PA3485			2.985700346678102
gene-PA3618	0.42612703177413813	1.6035841383490004	host	gene-PA3618			0.17559441260441308
thiE	3.105240722444373	2.564440318122301	host	thiE			0.40486202302646435
lipH	0.24227231443311703	0.30545347777039017	host	lipH			0.101864731127277
gene-PA2943	0.6137527713332722	0.369408089376387	host	gene-PA2943			0.33432484897081366
ercS	1.0905851768449657	0.3501518843946818	host	ercS			0.6307135009374388
gene-PA2845	2.7313414179519735	0.05956769978825571	host	gene-PA2845			0.6629242511575584
lptF	1.7107171653770994	2.129932268974231	host	lptF			0.7240121985542068
gene-PA2697	0.03715336415726567	0.4909015823632902	host	gene-PA2697			0.15095465362353822
gene-PA2655	1.015644205732722	2.3038009004276847	host	gene-PA2655			0.45919507628441564
gene-PA4379	11.142099818095378	2.532461467292041	host	gene-PA4379			2.1614796616641834
gene-PA0312	2.5067469273303056	1.9535225403575236	host	gene-PA0312			0.38084439108362206
clpV1	6.606205481747105	0.029056715588289705	host	clpV1			0.9409949366480684
gene-PA4504	6.51619797214947	0.13243099258190094	host	gene-PA4504			9.155916662194215
cysK	1.3801150932840933	1.0745693952831998	host	cysK			0.40080773851383095
gene-PA3694	7.177564732113695	1.234496601640271	host	gene-PA3694			2.342738468133427
gene-PA2928	0.27596066210813563	0.43516890507224837	host	gene-PA2928			0.07488642030741594
miaA	15.786643727034786	3.1280836270121455	host	miaA			4.972285651183579
pcaC	0.4132893839439258	0.7477243332374799	host	pcaC			0.16244938018171443
gene-PA1683	5.992785983223282	0.10354180768147359	host	gene-PA1683			1.5573248197343152
lasA	1.3594631865719153	0.37451312849148577	host	lasA			0.41189134708061653
gene-PA4715	5.483808150559435	0.14222074942270524	host	gene-PA4715			0.592083699125315
gene-PA1016	1.0866511288952991	0.0658182109766372	host	gene-PA1016			0.36858888692667313
gltR	5.489621683286172	2.274043745695156	host	gltR			1.4245005236555446
gene-PA2114	1.0688878333412557	1.4703565888161565	host	gene-PA2114			0.16047132267194786
gene-PA5133	13.261049660831599	1.791143139768792	host	gene-PA5133			3.7606354814532836
gene-PA1171	1.395090663505222	0.0848008728940286	host	gene-PA1171			0.46935364537184077
gene-PA4471	0.4951526052787387	0.7660585301928162	host	gene-PA4471			0.2237278054702264
gene-PA0926	4.334608228294739	3.136737124733851	host	gene-PA0926			1.2658128062038458
rpmE	224.33264750698103	11.147813222625189	host	rpmE			71.80252510088908
gene-PA1640	5.6925420364408055	0.7812823622685752	host	gene-PA1640			2.316589471646483
dsbG	1.4307935788532309	0.5734855890092952	host	dsbG			0.5206672046364507
pyrC	8.2340585336024	0.5134713710253127	host	pyrC			4.4756386900077345
gene-PA2910	1.1212875294750206	0.33555800991173723	host	gene-PA2910			0.2889337156319003
rpsF	79.52372412154085	19.99502730048397	host	rpsF			62.939854512175536
ftsZ	9.924286748121538	6.095986097068071	host	ftsZ			3.653583398057418
gene-JG005_00071	817.7790338864946	783.6849403233582	phage	gene-JG005_00071			845.5035677331459
gcvH2	3.3041121324863685	1.038558110139821	host	gcvH2			0.5259115802693364
galU	8.111811049919474	2.0411267412333345	host	galU			1.1821506839969862
tyrS	2.131443647706516	0.6561881825205353	host	tyrS			0.7079731680992127
gene-PA0279	0.027840988058045024	0.5864124438816074	host	gene-PA0279			0.08754700941146451
gene-PA4573	6.001865945515499	0.5015195516568323	host	gene-PA4573			1.004445422625007
glcC	0.3042540608897091	0.20183796473093496	host	glcC			0.0631631845252398
gene-PA2927	0.5914520593035326	0.7658577928435208	host	gene-PA2927			0.2577247679643599
gene-PA2750	0.6373622696701193	0.6761851802643051	host	gene-PA2750			0.2916383360568191
gene-PA0653	9.076322200947859	2.154576458767952	host	gene-PA0653			2.390380240958175
gene-PA3828	10.606875125629838	2.2375754524310754	host	gene-PA3828			3.6436003618506585
gene-JG024_gp17	124.26164326359509	340.9671410315077	phage	gene-JG024_gp17			127.68958501932303
gene-PA4008	0.509122105701774	0.008526892049702584	host	gene-PA4008			0.057496758276064
gene-PA2048	1.4173263949640365	0.40941142062274194	host	gene-PA2048			0.2498916074247051
gene-PA3201	14.15079599608746	7.656061308889651	host	gene-PA3201			2.121087172839973
betA	0.9519936314134041	0.8929729265827677	host	betA			0.16255428008906056
gene-PA4889	13.311690960172088	1.8223937508638475	host	gene-PA4889			11.121929325627802
gene-PA1274	6.870391884134048	1.0641934290646429	host	gene-PA1274			3.7007780427057653
gene-PA1377	0.7595981377104097	1.0778186514791726	host	gene-PA1377			0.126765434759621
gene-PA3222	1.239014160800349	0.36901371436406927	host	gene-PA3222			0.5477300085989499
gene-PA0094	8.984189356513877	3.956297913010328	host	gene-PA0094			0.8715864032957893
gene-PA3647	27.366457338692776	10.353701544019334	host	gene-PA3647			11.592253797806787
gene-PA2553	1.2027197485495453	0.10201930740673448	host	gene-PA2553			0.38306277403152184
pstB	2.575421039129451	1.6967182296598091	host	pstB			0.47374079954410947
gene-PA3205	1.204929957852662	0.1510773460091106	host	gene-PA3205			0.3376853775134949
gene-PA3858	1.6276057740894259	0.44915945728265294	host	gene-PA3858			0.5162208061686494
morB	0.47960597781857134	0.027020370617184708	host	morB			0.17120180286979708
gene-PA2783	0.022452971131817323	0.19488475387416526	host	gene-PA2783			0.04090273521331073
gene-PA4955	1.0140305346882807	0.6893549735416804	host	gene-PA4955			0.14633592727006664
gene-PA4348	0.6038641948597601	6.251417389487975	host	gene-PA4348			0.2365288035645977
gene-PA4861	0.1820165575986521	0.05383908228831569	host	gene-PA4861			0.17461949469934263
gene-PA2454	3.4638246493914595	1.0887288630384955	host	gene-PA2454			0.3708260490661648
gene-PA4998	5.8177902438375675	4.220348890703412	host	gene-PA4998			3.8166270833713063
pvdT	0.018789184022601546	0.4068226474556885	host	pvdT			0.09585345785029142
crcZ	88.14743364576452	37.720836910143476	host	crcZ			184.3202708265884
gene-PA3026	1.3614368314636445	0.35449706273919723	host	gene-PA3026			0.7814729940641497
gene-PA1035	2.674035299059039	3.058908317856382	host	gene-PA1035			0.24305067589446505
gene-PA0720	0.5562918746140078	0.1883929869837091	host	gene-PA0720			0.36357439601934183
gene-PA5228	4.7471765809065545	4.746851478181771	host	gene-PA5228			1.2321073733493684
gatB	6.992987092388979	2.777146540230352	host	gatB			2.1759480865807226
pcoA	0.12900171612498268	0.06721082960202629	host	pcoA			0.017956163426070544
gene-PA3835	6.349663369539897	2.392797175469421	host	gene-PA3835			1.6077979677600345
hasAp	0.9066374841826503	0.0948191339364175	host	hasAp			0.29823699324709857
ilvC	13.50254494243283	1.8022651610496716	host	ilvC			3.4324322226483237
gene-PA0677	0.038079304697010596	0.3454395538345878	host	gene-PA0677			0.12360918647759957
gene-PA3532	4.857230639774896	0.04441106448793519	host	gene-PA3532			1.2296359355405484
gene-PA0277	3.7686110398961343	2.7818248441271525	host	gene-PA0277			0.8024794771212218
gene-PA4199	0.2354630025030815	0.07711066956922963	host	gene-PA4199			0.16970664430209878
gene-JG005_00055	151.12748084152304	36.02129895331609	phage	gene-JG005_00055			159.6146379691562
gene-PA1383	1.5550791456359239	1.5676732568674714	host	gene-PA1383			0.2270042784254416
gene-PA1406	3.4833280276319125	0.3091161271174778	host	gene-PA1406			0.6085260312227055
hisJ	0.3408747147642476	0.062112438949855575	host	hisJ			0.10047481726903132
gene-JG005_00004	7.6932663144145295	8.508511031405874	phage	gene-JG005_00004			33.66403384689697
gene-PA0754	10.00754494514283	1.2959773976751912	host	gene-PA0754			11.73494623979348
gene-PA3838	3.4837395689066772	1.0011828370493578	host	gene-PA3838			1.3417849811537101
hasR	0.334299476612277	0.24366098918000045	host	hasR			0.07402305526844646
gene-PA1739	0.23047300569613627	0.020645279879916822	host	gene-PA1739			0.16699510152256045
gene-PA0954	0.05960810007553086	3.4808613608712697	host	gene-PA0954			0.32167710652434756
fppA	0.31505728244788056	0.22557588275033735	host	fppA			0.05406230681585729
gene-PA5155	1.6436573384837825	0.08834728597967878	host	gene-PA5155			1.6211492387903101
gene-PA1364	0.06688467670114062	0.08336249947249064	host	gene-PA1364			0.07412430769183655
gdhA	0.8833722378955517	0.14185528986889384	host	gdhA			0.033063552382158114
gene-PA5301	30.22582760297807	2.006972007196417	host	gene-PA5301			3.6610100255333022
gene-PA0069	0.8758364421375116	0.43598969276903254	host	gene-PA0069			0.08808222847212703
gene-PA3272	0.8014829444275757	0.10826212351739606	host	gene-PA3272			0.2809474846252373
gene-PA0534	1.843721409198169	1.38036425095398	host	gene-PA0534			0.9741421618888122
gapA	3.4875630416033525	0.7854518989473016	host	gapA			0.8511445149333807
aguR	0.6120483108648909	0.2093953142350271	host	aguR			0.12074242580981452
gene-PA3776	0.24644638232854166	0.6983635344040715	host	gene-PA3776			0.20644154961590155
gene-PA0786	1.4364739996065308	0.2854620579869718	host	gene-PA0786			0.6107506838423805
gene-PA2561	0.8409059835891961	0.6872150242223314	host	gene-PA2561			0.28417058343643803
fdxA	31.372687351304755	0.5863258811468057	host	fdxA			4.573568591941895
sspA	3.6773752191085425	2.6895716795530564	host	sspA			1.1434782285340566
minE	60.52313738671384	4.177158736010085	host	minE			4.694470837878356
gene-PA2163	0.3382056211646177	0.11885617355552747	host	gene-PA2163			0.14323563140710757
rpsA	31.16846009280229	15.38066954370737	host	rpsA			13.386430382654186
gene-PA4104	0.3570799348377426	0.24339497947574978	host	gene-PA4104			0.11550890037594323
gene-PA3268	0.9299072411501106	0.24780187997449366	host	gene-PA3268			0.19382268906313363
gene-PA2419	0.17217107946328425	0.5678371883872433	host	gene-PA2419			0.15776927695231616
lipB	32.91046800449799	9.209489615499884	host	lipB			11.067377032331356
arsR	0.2260314796080296	2.324191322330004	host	arsR			0.4945818547395154
waaF	18.2350775799624	4.63266266211248	host	waaF			10.12196619269773
gene-PA5486	3.076746426544643	0.31512754455391256	host	gene-PA5486			0.36566431061729165
gene-PA0453	1.1257404639200617	0.799700952822725	host	gene-PA0453			0.26461485482365005
gene-PA0249	2.836220436038423	0.09550784501512144	host	gene-PA0249			0.6478140472262123
pvdP	0.7229197405943273	0.07270859370654992	host	pvdP			0.1908685106457914
gene-PA2184	0.4118629345362991	0.36101306333878913	host	gene-PA2184			0.10388590946602116
hom	9.175376055558067	2.87231275809269	host	hom			2.6703096389516983
gene-PA5095	1.0851214774171074	0.26149674485432617	host	gene-PA5095			0.2286240592866353
eutB	0.06115529481786042	0.004237961959240311	host	eutB			0.16113728487983137
gene-PA0526	1.619655533692665	0.8439023937771459	host	gene-PA0526			0.3605231400232582
gene-PA4804	0.8611708134635281	0.4108616418112456	host	gene-PA4804			0.22981773187556342
gene-PA2857	2.6106409102311745	0.9711893971218362	host	gene-PA2857			0.9657145610283532
cobQ	4.991021794324789	0.9623502351417628	host	cobQ			1.8705642498233808
gene-PA5264	4.163383512121179	7.220119587780314	host	gene-PA5264			1.3183917715938098
gene-PA5347	19.057183162272448	4.456677007654704	host	gene-PA5347			4.086931686049386
rpoB	55.13463868356119	5.411697327378519	host	rpoB			15.158274014977964
msrA	6.411438267445186	0.6237758560181961	host	msrA			1.7517319861851306
wspD	5.19975409041242	0.22368183228607919	host	wspD			1.606587651982124
gene-PA4322	12.75198222797177	3.2958290357573468	host	gene-PA4322			5.345854525298713
gene-JG005_00027	16.32118437698452	42.17434303149611	phage	gene-JG005_00027			177.1425687022795
dsbA	19.25203957637291	10.24418570896086	host	dsbA			3.670069138897755
gene-PA3669	1.3350657794888585	0.053335680832010235	host	gene-PA3669			0.3808403824370154
glpT	9.505621597226455	3.6446947798311164	host	glpT			3.0284111864739542
infB	30.562203058600126	9.08249779259593	host	infB			9.067038922477497
gene-PA1126	7.046989159601354	2.98490398209794	host	gene-PA1126			1.0153085813575418
gene-PA1730	0.6331106860682612	0.20002328223804622	host	gene-PA1730			0.2137473928997998
gene-PA3459	2.5913463762463165	1.331322857050961	host	gene-PA3459			0.3917127349472854
tpiA	131.4190972270247	45.53851932538029	host	tpiA			28.141173678881934
gene-PA0910	0.8998625174657346	0.8987267260681876	host	gene-PA0910			0.620642311141998
gene-PA3072	1.127885243891353	1.017966817852777	host	gene-PA3072			0.23768248319227234
fleS	3.4727210600269105	1.007949471331826	host	fleS			0.5700687470079541
fliJ	8.04923571500324	1.3295059039070356	host	fliJ			2.79696649233879
gene-JG005_00023	168.91303493221653	57.715356265369564	phage	gene-JG005_00023			13.178689389896864
gene-PA2301	1.5445796311637674	1.0255523864531184	host	gene-PA2301			0.7103508392677066
gene-PA2814	0.32296864445696183	0.1419319561924477	host	gene-PA2814			0.04673206269627666
gene-PA3467	0.05142795861271454	0.3331376212962389	host	gene-PA3467			0.07044931424906462
gene-PA3573	1.69483515683575	0.6412987332513822	host	gene-PA3573			0.138657107088329
dipZ	4.177716586800346	1.315564812338362	host	dipZ			0.6205312948806752
gene-PA0485	15.400168193566646	0.3515501353823467	host	gene-PA0485			4.030871053612718
gene-JG005_00159	36.83320975566994	126.24047308288846	phage	gene-JG005_00159			14.147718711058001
gene-PA1923	0.04864712161470519	0.015008513599142514	host	gene-PA1923			0.009204376279487041
gene-PA3521	0.040224306181104674	0.08953816012868837	host	gene-PA3521			0.17467797250627917
gene-PA0941	0.13432370118396042	1.6406971337471132	host	gene-PA0941			0.836810675377538
ptxS	1.341703833658518	0.31066425829310607	host	ptxS			0.3523588984009205
gene-PA3488	1.1670292887533176	1.0580895710291582	host	gene-PA3488			0.25603232644754653
gene-PA4803	0.44324245032471543	0.6195794437584845	host	gene-PA4803			0.04566158429763955
gene-PA2854	11.616593846914604	0.9973896319679554	host	gene-PA2854			2.2105245478071707
gene-PA4685	5.550612186565937	3.1879509058163	host	gene-PA4685			3.0429575781400993
gene-PA5205	1.5614772319576569	0.11819655611395152	host	gene-PA5205			0.38171464542451755
gene-PA1492	4.540699431329942	2.832136308672766	host	gene-PA1492			1.5813425762751105
gene-PA2666	3.1375316741826946	0.7209570272063512	host	gene-PA2666			0.3046955837772164
msuD	0.31651648063034293	0.2873807564858415	host	msuD			0.22536651590265105
gene-PA2124	0.41821759802654124	0.05386255873896045	host	gene-PA2124			0.13449413558771528
gene-PA1257	0.3364882621319045	0.5035866480574858	host	gene-PA1257			0.2759285440867502
gene-PA0810	0.06041897084890291	0.26248463516589604	host	gene-PA0810			0.010499286886797196
gene-PA1621	2.0307106965925117	0.2792436437690391	host	gene-PA1621			0.7265352900918234
gene-PA2164	0.5647178997786114	0.05552328144167201	host	gene-PA2164			0.21569785474317085
gene-PA3042	0.167854978272849	0.7065543114466454	host	gene-PA3042			0.14222919329016753
gene-PA3767	0.9624136546107409	1.3820172658401573	host	gene-PA3767			0.16953347629452542
gene-JG005_00122	401.4940514430908	33.46826831199496	phage	gene-JG005_00122			66.7071169707903
gene-PA4133	2.2748873274962262	0.36328904750279456	host	gene-PA4133			0.5109425861516882
gene-PA3907	1.6205663127705758	1.4616384736792734	host	gene-PA3907			0.17617556880044752
gene-PA4178	1.4800310212327723	0.5701681518374448	host	gene-PA4178			0.6380890070668878
gcvP2	3.0193999828794444	1.993564307487727	host	gcvP2			0.5140065111258745
aotM	14.242037205162074	1.5698740846090935	host	aotM			6.709703084889283
gene-PA4219	0.1654687187260596	0.1387454980614912	host	gene-PA4219			0.05241974425787389
stp1	2.4371670516294905	0.6113296502164363	host	stp1			1.6628309339508829
gene-PA0833	10.264456353161144	6.8779685661591365	host	gene-PA0833			2.1752905016155357
gene-PA1729	1.0525176088514634	1.5062400854141451	host	gene-PA1729			0.25601759791805434
gene-PA2102	4.09690358081873	0.9149787564242184	host	gene-PA2102			1.1656537669741993
fleR	3.2753457497220158	0.2526387260971745	host	fleR			0.584207823671735
flgD	5.920764557166542	2.2410700407359645	host	flgD			3.0009685644445088
gene-PA0132	1.6693957643356594	0.7086780737250504	host	gene-PA0132			2.1724092756941196
gene-PA3142	7.338852291163025	3.8746330657914463	host	gene-PA3142			1.0088391821474616
gene-PA1499	0.4827761152879132	0.17090975762693955	host	gene-PA1499			0.1855458019041855
gene-PA2843	0.7011638831559059	0.15174483125890736	host	gene-PA2843			0.06360957813346113
gene-PA1501	1.0278324686426106	0.8500787788668829	host	gene-PA1501			0.11746009678106449
gene-JG005_00040	42.77408460583726	30.240396948414286	phage	gene-JG005_00040			132.77388411813985
gene-PA1796.4	1793.7359904236064	1623.8095014737519	host	gene-PA1796.4			280.19837260447423
gene-PA3927	1.369060307240158	0.9884494116851918	host	gene-PA3927			0.2686558752588749
gene-PA3714	0.6380419696801807	0.020118082081575395	host	gene-PA3714			0.06939137666020255
flgH	4.6444980879925595	2.187473570867203	host	flgH			2.150041499639445
gene-PA3720	0.928763567163249	0.6932682937536232	host	gene-PA3720			0.18070405466277073
gene-PA3519	0.20236040136176536	0.028894615977914262	host	gene-PA3519			0.062467729747021916
gene-PA0984	4.398818983030603	3.776184195897482	host	gene-PA0984			0.6412168222421454
gene-PA3116	2.8726840193365186	0.5389747580554767	host	gene-PA3116			0.5266933581284848
pyrE	14.74021027647892	8.539121760983637	host	pyrE			4.052618275310649
gene-PA4145	1.220172182799159	0.6651312711319666	host	gene-PA4145			0.2432624338418416
gene-PA3354	2.3486986305848685	3.9517528527099834	host	gene-PA3354			0.7365534208023763
gene-PA3798	1.6079474579801118	0.9452468420773457	host	gene-PA3798			0.533028695092652
gene-JG005_00074	94.39185486582244	37.377787454527834	phage	gene-JG005_00074			5.535023271936839
gene-PA1141	1.2835221583481378	0.3341702841630392	host	gene-PA1141			0.3055301142584951
gene-PA4474	3.311338084464664	1.619967908073935	host	gene-PA4474			0.7986371174180564
gene-PA3314	2.1167417824121038	1.017932336503785	host	gene-PA3314			0.48542165062306997
gene-PA3778	1.9173739151264393	0.09893619504961193	host	gene-PA3778			0.5572202245382566
gene-JG005_00054	128.69304604252244	165.01346181718873	phage	gene-JG005_00054			1674.3073263259978
gene-PA0711	0.034441974662554	0.0079160599776249	host	gene-PA0711			0.008589268947371258
gene-PA0935	4.1397576355699375	0.18115936850592718	host	gene-PA0935			0.6264735852830717
gene-PA0825	3.966228561196211	0.16702182126538911	host	gene-PA0825			1.0955802354413369
def	26.17376871799852	6.470311646090856	host	def			5.78354622129847
ygcA	9.481179455935298	3.765746548644799	host	ygcA			2.6636484899516852
