Geneid	8	24	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-PA3199	19.647753012029245	13.317089704598807	host	gene-PA3199			1.37453136789781
aph	7.728858987179817	4.022511156964422	host	aph			1.0536801369703865
stk1	6.684221384454949	6.60899429019795	host	stk1			0.08027806790612718
gene-PA1306	60.542891133364016	42.39130214015668	host	gene-PA1306			1.9475509285368353
rph	55.31596960514638	38.64119930298013	host	rph			6.2629919765210955
gene-PA1662	7.112574364026459	6.375265313777854	host	gene-PA1662			0.24895112752277224
gene-PA1413	6.1192424747687575	3.25647662338707	host	gene-PA1413			0.9865037112761661
gene-PA3908	30.50920814507907	28.455655116969318	host	gene-PA3908			0.05022906975251796
gene-PA0671	2.275035578776633	3.5137934723757076	host	gene-PA0671			0.30771870730635226
gene-PA0098	4.987909436281109	3.1980530362850192	host	gene-PA0098			0.7460648849871729
gene-PA2418	5.075696865522547	6.364796469810269	host	gene-PA2418			0.1944940297500798
dsdA	5.215670726364477	4.3524672927911645	host	dsdA			0.09590233735925821
tolB	127.3690721690631	88.4771770992595	host	tolB			7.107489488346939
gene-PA1622	3.661756028186787	2.8990998579001976	host	gene-PA1622			0.24419735541870022
gene-PA1036	8.199083687131903	7.778192286673202	host	gene-PA1036			0.03414718159293021
clpX	321.9565780849937	188.66792211722313	host	clpX			27.996921103742782
yrfI	27.323687412412433	18.95802170238597	host	yrfI			0.9161642214536462
gene-PA4354	23.584981484350596	15.060634784876928	host	gene-PA4354			2.215275837038008
arnC	10.186597328229357	4.885991719568421	host	arnC			1.0101453043349702
gene-JG005_00153	879.2260315494779	569.7559963244976	phage	gene-JG005_00153			35.16936292485374
nusG	338.0566674558603	241.56192750341154	host	nusG			20.296683345226004
gene-PA1659	7.710262519135435	7.80461462346974	host	gene-PA1659			0.2688313553129603
gene-PA1351	0.7284298251227157	0.5106491871039065	host	gene-PA1351			0.06591141710146382
gene-PA2366	2.9865570793721643	4.121760383981874	host	gene-PA2366			0.12204928764257586
nadC	12.667315439727258	11.278357529118686	host	nadC			0.20573401382760784
gene-PA5189	4.3510020582517	3.4242257220273924	host	gene-PA5189			0.06569331437833903
xphA	2.3652174375438175	1.947532228160147	host	xphA			0.31006542027074524
wapR	69.24938659393521	47.478639141259336	host	wapR			6.219112061150249
prs	566.1543418526901	527.0453839452844	host	prs			16.17072949266286
parR	27.693019957829552	25.21435239745562	host	parR			1.0178066112137982
gene-PA3941	16.072068972484992	9.833836395656634	host	gene-PA3941			1.0426697654832342
gene-PA4399	19.00348442742758	11.202799741636332	host	gene-PA4399			2.401088271769315
gene-PA1134	13.498971198846071	42.547338154131154	host	gene-PA1134			9.66472862699232
pelB	4.8702598324358695	1.5081385409205428	host	pelB			1.1281734977502147
purU1	75.95001832950459	54.37055262869619	host	purU1			2.977044094933174
gene-PA0158	17.704833271512054	12.244812826238993	host	gene-PA0158			1.5457540436096613
gene-PA4177	0.8452104973109864	1.4923654664407122	host	gene-PA4177			0.48678670491403664
pyrH	129.4101550316529	124.3221523544696	host	pyrH			2.967332552446803
gene-PA4990	4.954892709802166	3.3597188202727413	host	gene-PA4990			0.17813620539443145
gene-PA3485	11.524487377977822	6.846527639441614	host	gene-PA3485			2.985700346678102
gene-PA3618	9.058582082878564	10.17611403336927	host	gene-PA3618			0.17559441260441308
thiE	24.001957767162814	21.838534410514708	host	thiE			0.40486202302646435
lipH	1.2424467000556354	0.883196459872523	host	lipH			0.101864731127277
