Geneid	10	15	20	25	35	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-PA0393	2.160474343136018	1.184156094595319	2.370331117204306	1.242502109631468	3.393137778465782	host	proC	None	None	1.3014411692659633
gene-PA0302	1.6643316241754258	0.8267354161334675	0.8367654325266276	1.5698333065640941	2.6169049713904076	host	spuF	None	None	0.9227822434052407
gene-PA2641	5.747279164042091	0.1735781602245794	2.5511298330340537	3.4550045190382503	4.160765459997109	host	nuoF	None	None	3.767494534239581
gene-PA0517	0.13591073225658956	0.06948122009533253	1.4286357253587063	0.6676438529268539	1.8558995932965219	host	nirC	None	None	0.7050085528705383
gene-PA3265	5.124850334423588	2.7957361192020915	3.6065306689217422	0.4813249272460176	1.7122926555591498	host	gene-PA3265	None	None	1.871936229508047
gene-PA5177	3.1954901691750752	1.3362823686312826	0.6500155696896162	3.6849585178338806	5.7277317734214215	host	gene-PA5177	None	None	1.6075506481518074
gene-PA2271	0.686212577107076	0.7481186775378799	0.15120666096002444	0.6406678078988697	1.3415914722886244	host	gene-PA2271	None	None	0.5194867711300291
gene-PA4588	1.6331732993449855	0.611442388415818	1.2697429355263603	0.4749020421341683	41.91477262595567	host	gdhA	None	None	38.123746692870334
gene-PA2353	0.5809414616015944	0.7185730277813831	0.9464004738374829	0.5475391611912432	0.40514557384645666	host	gene-PA2353	None	None	0.259952029386617
gene-PA0966	12.480336800850154	1.052560172009322	0.7770590257261603	0.6844085574351091	5.267517160287081	host	ruvA	None	None	1.9566138772698427
gene-PA1864	0.7315055473610277	0.34450727491002375	0.00475699821979414	0.03705325813526317	0.30926460187017824	host	gene-PA1864	None	None	0.14106635261805975
gene-PA0372	1.416481714532594	0.09938754187145804	0.6128423178532358	0.8920339153427737	0.2027347016543768	host	gene-PA0372	None	None	0.5433319919802216
gene-PA0416	2.6501865791722494	1.0016128960514914	0.3485387853560409	0.22207053653426945	1.5473556545912184	host	chpD	None	None	3.0026658196496983
gene-PA2113	2.4143157753821507	0.7898033411188123	0.4809851052368366	0.02589023192175466	1.8964034785794466	host	opdO	None	None	2.79626428971073
gene-PA0930	0.206481793928309	0.5192535734967563	1.2780501217517584	0.46799909103823745	3.368416828961536	host	gene-PA0930	None	None	0.8207937343379345
