ID	length	phrog	annot	category	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	color	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism
gene-T7p01	117	2568	ocr-like anti-restriction	moron, auxiliary metabolic gene and host takeover	2568	117	0.492	2.1489999999999997e-33	2568	194.446671	2.486479438112776e-57	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T7p02	51	7202	hypothetical protein	unknown function	7202	92	0.849	7.472999999999999e-27	7202	113.58596	4.586683554848795e-33	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T7p04	47	16572	hypothetical protein	unknown function	16572	76	0.849	1.542e-21	16572	111.139656	3.5446025647036003e-32	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T7p05	111	8393	hypothetical protein	unknown function	8393	93	0.953	3.972e-27	8393	242.959549	8.157714447989887e-73	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T7p06	53	8393	hypothetical protein	unknown function	8393	93	0.953	3.972e-27	8393	121.880959	3.287358194284427e-35	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T7p03	359	2828	serine-threonine kinase	other	2828	532	0.722	2.524e-173	2828	564.798035	1.6428486170073335e-169	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T7p07	883	414	RNA polymerase	DNA, RNA and nucleotide metabolism	414	527	0.434	1.221e-166	414	1138.867065	0.0	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T7p09	42	2490	hypothetical protein	unknown function	2490	67	0.756	2.328e-18	2490	68.450241	8.748574078551608e-19	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T7p08	85	2949	dGTPase inhibitor target for F exclusion	other	2949	120	0.651	1.504e-35	2949	135.374939	1.3826261823514048e-39	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T7p10	359	30362	DNA ligase	DNA, RNA and nucleotide metabolism	30362	179	0.598	3.376e-55	114	310.815247	3.8918521489253326e-92	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T7p11	51	17655	hypothetical protein	unknown function	17655	93	0.855	3.96e-27	17655	119.251205	1.4105971186393332e-34	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T7p12	29	12128	hypothetical protein	unknown function	12128	64	1.0	1.454e-17	12128	80.959251	9.635138637622874e-23	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T7p13	86	1777	hypothetical protein	unknown function	1777	115	0.659	4.597e-34	1777	141.914795	1.2281553162120862e-41	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T7p14	196	2585	nucleotide kinase	other	2585	213	0.579	5.649999999999999e-66	2585	290.348816	1.3701239463279293e-86	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T7p15	48	1312	hypothetical protein	unknown function	1312	47	0.561	3.197e-11	1312	56.120949	6.290826632038024e-15	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T7p16	64	1307	RNA polymerase inhibitor	DNA, RNA and nucleotide metabolism	1307	81	0.783	4.917e-23	1307	109.655861	1.0007812834923854e-31	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T7p17	232	112	Gp2.5-like ssDNA binding protein and ssDNA annealing protein	DNA, RNA and nucleotide metabolism	112	86	0.295	2.4089999999999997e-22	112	192.78331	1.7553381300373268e-56	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T7p18	139	1872	endonuclease	DNA, RNA and nucleotide metabolism	1872	87	0.484	7.145999999999999e-24	59	108.406868	1.0692075283478974e-30	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T7p19	149	945	endonuclease	DNA, RNA and nucleotide metabolism	945	227	0.745	9.583000000000001e-72	945	219.517746	2.7142171182959e-65	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
