ID	length	phrog	annot	category	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	color	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism
gene-M172_gp01	68	10124	hypothetical protein	unknown function	10124	93	0.654	1.407e-26	10124	105.782867	2.0309310215917958e-30	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp02	93	35847	hypothetical protein	unknown function	35847	196	0.988	2.862e-62	35847	214.196274	3.498444782079566e-64	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp03	169	1448	hypothetical protein	unknown function	1448	132	0.486	1.544e-38	1448	212.473953	8.572993911069516e-63	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp04	124	6323	hypothetical protein	unknown function	6323	198	0.748	5.527e-62	6323	221.691071	4.1338681091388954e-66	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp05	77	4445	hypothetical protein	unknown function	4445	116	0.771	1.231e-34	4445	120.683762	4.1988686124362836e-35	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp06	198	7131	hypothetical protein	unknown function	7131	420	0.998	1.1129999999999999e-137	7131	475.747742	2.266769292636593e-143	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp07	62	38792	hypothetical protein	unknown function	38792	130	1.0	6.415e-40	38792	163.313354	2.0719976106138543e-48	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp08	38	9054	hypothetical protein	unknown function	9054	72	0.905	2.6920000000000004e-20	9054	95.343781	2.2636705481665917e-27	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp09	132	6769	hypothetical protein	unknown function	6769	262	0.938	3.169e-84	6769	299.496185	4.438140738236662e-90	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp10	162	6421	hypothetical protein	unknown function	6421	271	0.807	1.102e-86	6421	298.038055	2.653230438222848e-89	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp11	145	7359	hypothetical protein	unknown function	7359	282	0.921	7.843e-91	7359	310.524719	2.977200782985939e-93	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp12	55	7079	hypothetical protein	unknown function	7079	100	0.859	1.111e-29	7079	133.90593	3.0504677870211374e-39	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp13	63	7955	hypothetical protein	unknown function	7955	118	0.883	1.059e-35	7955	135.615067	9.178357889633232e-40	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp14	72	2827	hypothetical protein	unknown function	2827	76	0.533	1.097e-20	2827	84.505608	1.1204117792354919e-23	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp15	69	2827	hypothetical protein	unknown function	2827	96	0.681	5.383e-28	2827	77.135193	2.211734107228989e-21	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp16	149	59	HNH endonuclease	DNA, RNA and nucleotide metabolism	59	76	0.343	4.588e-19	59	91.80677	1.1689813476397396e-25	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp17	251	22173	DNA primase	DNA, RNA and nucleotide metabolism	22173	205	0.745	2.574e-64	22173	205.427353	5.270647088787748e-61	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp18	105	7630	hypothetical protein	unknown function	7630	208	0.934	5.38e-66	7630	226.244827	1.0878036427057956e-67	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp19	78	7038	hypothetical protein	unknown function	7038	139	0.847	1.0900000000000002e-42	7038	149.468216	5.489240409707463e-44	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp20	432	19	DnaB-like replicative helicase	DNA, RNA and nucleotide metabolism	19	83	0.192	1.853e-19	19	206.46785	1.831171593453825e-60	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp21	326	114	ATP-dependent DNA ligase	DNA, RNA and nucleotide metabolism	114	124	0.275	5.284e-33	114	244.179367	5.76839060905084e-72	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp22	148	59	HNH endonuclease	DNA, RNA and nucleotide metabolism	59	74	0.34	2.182e-18	59	99.464607	5.538216631815371e-28	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp23	286	9556	DNA polymerase	DNA, RNA and nucleotide metabolism	9556	378	0.613	3.838e-118	9556	483.216156	1.567913702447785e-144	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp24	145	99	HNH endonuclease	DNA, RNA and nucleotide metabolism	99	102	0.425	4.3160000000000005e-28	99	149.493286	4.1188149067632904e-43	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp25	486	2573	DNA polymerase	DNA, RNA and nucleotide metabolism	2573	213	0.438	1.3110000000000001e-64	2573	350.669495	1.6561014860397727e-104	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp26	159	99	HNH endonuclease	DNA, RNA and nucleotide metabolism	99	105	0.386	2.5509999999999997e-29	99	191.68338	6.273644708262532e-56	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp27	296	862	hypothetical protein	unknown function	862	142	0.33	1.156e-40	862	275.644653	1.1198937450559512e-81	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp28	39	10210	hypothetical protein	unknown function	10210	93	1.0	1.995e-27	10210	108.321419	1.8585558363381716e-31	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp29	318	107	exonuclease	DNA, RNA and nucleotide metabolism	107	117	0.299	1.4430000000000001e-31	107	238.237305	4.618406387431465e-70	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp30	145	59	HNH endonuclease	DNA, RNA and nucleotide metabolism	59	85	0.378	2.5349999999999996e-22	59	103.90551	2.4853707935371593e-29	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp31	146	423	endonuclease VII	DNA, RNA and nucleotide metabolism	423	114	0.456	2.1510000000000002e-32	423	164.159607	4.602311198316084e-48	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp32	311	221	metallo-phosphoesterase	other	221	169	0.399	8.925e-50	221	264.677246	2.8427090040756974e-78	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp33	216	139	deoxynucleoside monophosphate kinase	other	139	89	0.28	4.722e-23	139	156.943649	1.674239029012193e-45	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp34	805	414	RNA polymerase	DNA, RNA and nucleotide metabolism	414	392	0.365	2.764e-120	414	892.539246	5.243462525809504e-268	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp35	65	5394	hypothetical protein	unknown function	5394	108	0.8	6.436e-32	5394	137.950958	1.3535501694005344e-40	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-M172_gp36	83	4893	hypothetical protein	unknown function	4893	62	0.416	1.088e-15	4893	143.481613	5.5771577565132824e-42	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
