ID	length	phrog	annot	category	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	color	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism
gene-F358_gp01	100	5721	hypothetical protein	unknown function	5721	193	0.913	8.096e-61	5721	207.864273	3.944367494272352e-62	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp02	57	21072	hypothetical protein	unknown function	21072	121	0.986	1.353e-36	21072	153.246826	3.4421764242443026e-45	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp03	48	16325	hypothetical protein	unknown function	16325	79	0.78	3.467e-22	16325	107.327576	5.7374561345061786e-31	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp04	460	3717	terminase large subunit	head and packaging	3717	199	0.452	7.397e-60	3717	245.677963	1.215471586379984e-72	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp05	127	5237	hypothetical protein	unknown function	5237	238	0.892	6.772e-76	5237	281.316315	1.6077612674623923e-84	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp06	72	5013	hypothetical protein	unknown function	5013	142	0.925	1.478e-43	5013	172.429581	3.852426005670481e-51	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp07	106	5465	hypothetical protein	unknown function	5465	200	0.894	8.145000000000001e-63	5465	215.362411	2.7581075642819302e-64	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp08	133	4999	hypothetical protein	unknown function	4999	245	0.878	4.009e-78	4999	281.08194	2.3504622075911673e-84	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp09	259	421	unknown function	unknown function	421	62	0.269	8.524e-13	421	197.989639	3.354546506693445e-58	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp10	165	5024	hypothetical protein	unknown function	5024	279	0.914	8.755999999999999e-90	5024	314.105286	2.454503356069947e-94	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp11	195	4784	hypothetical protein	unknown function	4784	362	0.886	2.1310000000000002e-117	4784	416.573792	4.192470940458364e-125	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp12	310	4046	hypothetical protein	unknown function	4046	265	0.675	5.8630000000000005e-84	4046	528.453613	1.1004245651228613e-158	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp13	166	6636	methyltransferase	other	6636	257	0.744	1.7749999999999998e-81	6636	285.56897	2.180503580380777e-85	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp14	115	5213	hypothetical protein	unknown function	5213	226	0.93	6.5500000000000006e-71	5213	250.438263	4.3201851819703047e-75	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp15	181	28487	hypothetical protein	unknown function	28487	367	0.958	1.818e-119	28487	408.48642	5.735581302680073e-123	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp16	107	5244	hypothetical protein	unknown function	5244	239	1.0	1.362e-76	5244	255.179123	8.740872054792721e-77	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp17	133	5124	hypothetical protein	unknown function	5124	268	0.95	5.655e-86	5124	294.659882	1.3741446152591197e-88	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp18	765	4660	minor head protein	head and packaging	4660	1326	0.839	0.0	4660	1635.190918	0.0	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp19	278	324	head morphogenesis	head and packaging	324	161	0.365	1.4910000000000001e-46	324	313.905609	6.029086784772562e-93	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp20	68	2423	hypothetical protein	unknown function	2423	61	0.681	6.08e-16	2423	99.121666	2.0401021906925186e-28	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp21	46	5611	hypothetical protein	unknown function	5611	87	0.879	7.442e-25	5611	117.005142	4.802852447098298e-34	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp22	478	3778	head maturation protease	head and packaging	3778	399	0.463	7.057999999999999e-127	3778	753.52948	3.900409796724914e-226	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp23	211	3645	virion structural protein	head and packaging	3645	175	0.455	2.914e-53	3645	271.992279	3.8449720667739715e-81	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp24	382	264	major head protein	head and packaging	264	134	0.283	9.948e-37	264	276.940796	3.442085192838933e-82	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp25	145	3714	hypothetical protein	unknown function	3714	145	0.526	2.322e-43	3714	219.383209	3.6396947939084e-65	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp26	155	302	virion structural protein	head and packaging	302	69	0.323	4.606e-17	302	150.857025	3.867777836107191e-44	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp27	132	4475	head protein	head and packaging	4475	220	0.803	2.408e-69	4475	241.987442	2.27958032033907e-72	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp28	183	4414	hypothetical protein	unknown function	4414	247	0.673	6.489e-78	4414	317.914581	3.7186183670260785e-95	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp29	193	222	tail completion or Neck1 protein	connector	222	91	0.303	3.832e-24	222	170.01239	1.6291264429184169e-49	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp30	504	205	tail sheath	tail	205	91	0.198	1.245e-21	205	294.679077	2.359699896218694e-87	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp31	150	2420	tail fiber protein	tail	2420	207	0.684	1.364e-64	2420	248.726868	3.0361133189902252e-74	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp32	107	349	virion structural protein	head and packaging	349	59	0.35	5.476e-14	349	92.05825	4.863357871236964e-26	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp33	116	120	baseplate wedge subunit	tail	120	44	0.32	9.499e-09	120	107.438011	2.3005385000713927e-30	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp34	143	5228	hypothetical protein	unknown function	5228	259	0.866	7.833e-83	5228	296.78241	5.893217885109903e-89	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp35	167	2420	tail fiber protein	tail	2420	202	0.667	6.024e-63	2420	240.636063	9.395692128038568e-72	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp36	179	2580	tail fiber protein	tail	2580	169	0.633	9.551e-52	2580	265.109009	5.577114794346527e-79	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp37	197	2580	tail fiber protein	tail	2580	141	0.549	3.809e-42	2580	256.000854	3.4923100181192404e-76	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp38	142	4627	hypothetical protein	unknown function	4627	254	0.856	4.528e-81	4627	282.47995	1.0867237493898442e-84	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp39	858	2013	lytic tail protein	tail	2013	339	0.326	9.008000000000001e-102	2013	771.65094	1.561789196108747e-231	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp40	287	196	baseplate hub	tail	196	62	0.202	4.962e-13	196	211.266556	4.643459614719128e-62	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp41	177	4774	hypothetical protein	unknown function	4774	299	0.815	7.639e-96	4774	348.254211	1.7975394573971134e-104	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp42	221	11	baseplate spike	tail	11	83	0.291	3.803e-20	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp43	432	6	baseplate wedge subunit	tail	6	95	0.248	7.223e-23	6	168.74762	3.839090559243087e-49	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp44	504	4797	hypothetical protein	unknown function	4797	850	0.818	2.435e-280	4797	1034.930786	1.5334971466387e-311	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp45	962	4900	tail protein	tail	4900	1717	0.86	0.0	4900	1941.110962	0.0	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp46	142	1795	tail fiber protein	tail	1795	85	0.37	2.212e-22	1795	77.005371	2.6460697753233807e-21	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp47	220	181	endolysin	lysis	181	143	0.38	1.802e-41	181	245.039978	4.817612949496641e-72	#f35f49	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp48	83	5165	hypothetical protein	unknown function	5165	151	0.874	1.22e-46	5165	187.906738	4.767683943488304e-56	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp49	303	114	ATP-dependent DNA ligase	DNA, RNA and nucleotide metabolism	114	118	0.276	7.621000000000001e-31	114	250.354034	7.797631159019296e-74	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp50	184	1992	MazG-like pyrophosphatase	other	1992	179	0.516	3.255e-54	1992	284.186829	2.811174316625467e-84	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp51	201	1544	hypothetical protein	unknown function	1544	77	0.277	3.734e-19	1544	219.012466	9.652690131361123e-65	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-F358_gp52	298	2402	hypothetical protein	unknown function	2402	276	0.497	2.856e-86	2402	448.465027	2.3105264813630896e-134	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
