ID	length	phrog	annot	category	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	color	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism
gene-T4p001	725	612	RIIA lysis inhibitor	lysis	612	366	0.324	1.479e-110	612	832.748596	9.021117525026645e-250	#f35f49	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T4p002	67	1683	hypothetical protein	unknown function	1683	103	0.76	8.906000000000001e-30	1683	128.402618	1.272326879968153e-37	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T4p003	160	7229	DNA topoisomerase II	DNA, RNA and nucleotide metabolism	7229	242	0.74	4.751e-76	7229	272.61673	2.3545721255979275e-81	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T4p004	126	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T4p005	37	655	homing endonuclease	DNA, RNA and nucleotide metabolism	655	48	0.898	2.875e-08	655	48.454811	2.3495964350462377e-12	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T4p006	516	543	DNA topoisomerase II large subunit	DNA, RNA and nucleotide metabolism	543	481	0.525	6.354e-150	543	745.994263	6.451380477356722e-224	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T4p007	65	902	hypothetical protein	unknown function	902	36	0.337	4.626e-06	902	87.724495	1.3916996087399517e-24	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T4p008	45	1076	FmdB-like transcriptional regulator	transcription regulation	1076	68	0.734	1.078e-17	13665	34.883678	3.484912515323075e-08	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T4p009	141	622	unknown function	unknown function	622	94	0.39	2.209e-25	622	131.511703	4.631384850229149e-38	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-T4p010	71	1354	cef modifier of supressor tRNAs	moron, auxiliary metabolic gene and host takeover	1354	85	0.639	3.4299999999999996e-23	1354	130.570267	3.2548930910896816e-38	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
