Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	30_R1	30_R2	30_R3	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-SERP0198	0.3690289897284222	0.9372212012181126	0.5517269760208598	0.987526237781858	0.7725227546378214	0.6712926692960277	0.4914295375749256	0.6893818764010277	0.4789547400228151	0.20336446550341392	0.522715694528683	0.6895353981044877	host	gene-SERP0198	None	None	0.07575279602888078
gene-SERP0459	1.5848922405143808	2.9202020883542295	1.2866038857090216	2.197816403676798	2.3642415136728325	1.1685574414902244	0.7888002520733891	1.1065362504732406	1.1169021207489584	0.7181307688089305	0.7099383831940046	1.6135024469952526	host	gene-SERP0459	None	None	0.3103211940754761
gene-SERP1154	0.9883225458797369	4.964643058108688	4.03569464985476	12.767622677359368	15.489279313245918	5.440597986929431	7.067650258577566	12.74729760545173	13.809328726341407	5.7839356936438655	15.392337917963797	16.88332854187368	host	gene-SERP1154	None	None	2.8068102007611686
gene-SERP0208	17.017995723385287	11.899969228710567	7.759978725553815	25.76431588799883	8.886324620714102	13.125695675843431	7.291060442318501	5.240192200701334	7.91863539501058	3.1098932455246615	4.362224189270307	5.7993570078174494	host	gene-SERP0208	None	None	3.793980465107436
gene-SERP2485	1.1815684086988931	1.1722675050024147	0.6008104166751806	1.2856044339786863	0.782213900305321	0.7180076445408444	0.9111794002445294	1.4413866980050811	0.8509730443801587	0.3706481387400931	1.2458273563146403	1.8422002522878351	host	kdpC	None	None	0.14575383773252928
gene-SERP0061	27.850755952970655	14.016970024100303	14.183747452124072	26.815614295527375	15.511662664854654	15.471186873707936	11.220033475646098	16.98472345781343	15.258601280385772	4.8258387663960125	6.937736323151257	6.878259382435706	host	gene-SERP0061	None	None	3.1728211570097153
gene-SERP1550	1223.3355535195765	1339.2881120646314	1081.4824662159833	2340.569811991805	1909.3718387125693	2499.949785235454	1102.839340184566	2384.9695201016298	1673.3473160902558	746.2814949462405	850.3844793435842	889.060802871618	host	gene-SERP1550	None	None	248.6423658241129
gene-SERP1710	13.27872806816201	45.16040323028086	31.768876568925876	12.054275158897243	40.97934718402312	29.74131762108189	35.148596106230144	41.15023983964549	26.94257216636143	31.249870410176847	83.71868546453868	65.43744683428876	host	atpG	None	None	9.811801839675137
gene-SERP1289	3.1707236764305478	16.429965456397273	12.719978682636393	20.267579109604064	21.028412724688003	11.182538259136928	10.625515014596205	19.73470518177342	19.565572236388615	4.571524723468476	10.553281395404426	12.604485539872732	host	gene-SERP1289	None	None	2.4428151622107843
gene-SERP0837	17.38715589973611	107.92933803932122	76.76265234589209	48.850383062464125	116.4431691467845	82.41254923134964	41.94606664017124	105.18984898271626	92.29784558277107	38.30030766980962	109.39604378571	85.81275484998528	host	rbfA	None	None	12.75565475583904
gene-SERP1236	109.5532738823066	145.03280144708782	108.99986950541285	347.2856665755808	157.49404766908256	147.16016029314753	197.41138017146397	164.15745166422488	121.80096585776232	96.39394137904603	75.98649185787126	89.01541744427342	host	hemA	None	None	32.67087922821065
gene-SERP1766	107.99573126290214	115.10787698494961	103.4797125220256	99.85900931016847	91.74469504596064	70.32489974073073	59.56568760657049	100.94772136460163	63.06773975162452	35.054356594793255	71.70377670259447	64.84324076379103	host	gene-SERP1766	None	None	6.7180374364304605
gene-SERP0483	39.707094486631895	88.88950949439739	126.61816018088784	135.928161183448	145.0068128386004	77.60705293960474	62.13575742258528	117.7026707910795	97.53096614201488	34.427721005417766	75.85297214215053	68.45161896343495	host	gene-SERP0483	None	None	13.557846871658345
gene-FDH45_gp103	0.09551139679182709	0.10558922805348626	0.0996884366651058	17.24478769167422	359.5373274508464	0.2716259428161296	2574.705140462618	40.55334791080622	390.72643681794074	3276.662728505496	1354.9956178764487	1599.0033001988331	phage	gene-FDH45_gp103	middle	late	1491.5650542575645
gene-SERP2431	43.24567918225098	35.53797450554723	29.809108209154477	30.79606985030762	38.224659997283844	20.67992563122094	60.290291128172115	43.341731576977836	31.44732204913951	32.48562459630216	27.502582699248954	36.80385746865205	host	arsC-2	None	None	2.5742313069378375
gene-SERP2159	4.561204574594451	18.954686918489397	15.389793564355445	11.595534795840996	16.74134177049876	14.600604957607517	4.551897931247335	17.545794536651922	13.863610180417565	1.9064278705600306	5.287289985688802	5.546291330233987	host	gene-SERP2159	None	None	3.1238981419635516
gene-SERP2168	103.83368683988616	356.7287722311251	251.98026821278128	184.38683283412	304.496847946806	212.77093894654004	117.12827331587577	365.45288206486737	188.21141017164848	64.70300776506959	148.83943396268288	136.46827678237082	host	mqo-2	None	None	43.97473102594292
gene-SERP0563	4.550772456681643	8.268782755445134	6.974747380422591	11.60601293871432	10.404577025758579	5.807642622744648	7.490636980215718	9.709231611295275	8.019861092595905	4.754781616640181	11.994222158172393	14.799445889425355	host	gene-SERP0563	None	None	1.0218201035716872
gene-SERP2014	10.4955086149619	23.719828163005293	14.189402853819496	22.869012285724974	34.961676045266564	19.832089149862664	11.69227345073355	33.87897845734641	22.784803263278754	6.170179565606331	15.913978797676807	14.609531247338834	host	bcr	None	None	3.7638365099412296
gene-SERP0111	1.9519422507004422	3.4714048921801286	2.7459360039228686	7.414320397945825	8.04587102706825	2.0112864741656185	7.548587610203173	10.558755546684415	6.812910698682114	7.517012192062636	9.237752456018374	9.51489285281757	host	gene-SERP0111	None	None	1.3341110003647012
gene-SERP0765	5.321380907568779	2.9920214436594614	2.278956302694402	31.210692712878497	9.303372638489847	2.094649865289736	18.84963307042859	7.358814494363639	11.076470484855433	21.210017249721954	17.34160394029346	32.33403089730541	host	uraA	None	None	7.843248515512968
gene-SERP2434	2.478213076982337	1.7624823808703771	1.2356339838742105	1.878096706484599	2.102906478871246	1.780658958461294	1.7272168784896298	3.0180676603543843	2.760299118745725	1.223035034834257	3.703611330141496	4.167906499190182	host	gene-SERP2434	None	None	0.34521099827818236
gene-SERP1759	36.70634718567559	45.60617220101907	38.230515461068066	59.86952932645652	44.08902795152648	45.7383744192351	31.545792938091633	51.578761657527046	33.78656425170051	18.368299278334906	20.540231070175782	23.291084852425517	host	gene-SERP1759	None	None	3.964660778734409
gene-SERP_tRNA-Arg-3	6.367012983538292	1.2135904782770823	4.353924837724036	2.3747834387780467	3.8545875627513113	1.8731607225372056	0.9834392753122774	3.7445679422322646	0.5967862908640075	0.5371991205635636	1.9472595653321267	1.2801341728226798	host	gene-SERP_tRNA-Arg-3	None	None	1.213430181031061
