Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	45_R1	45_R2	45_R3	75_R1	75_R2	75_R3	135_R1	135_R2	135_R3	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-FTB24_16895	1907.1644986410936	1182.7394805909348	3068.3107409654217	2985.9702411209278	1104.1938709424742	1460.421718973601	685.2600127294965	653.4926366624242	802.8121466026715	792.5235050397832	670.2947051148653	832.7585256047967	1437.6472883760061	1520.4583055016767	1270.637902331024	host		None	None	409.7607660024353
gene-FTB24_13135	810.9415626220534	684.3655644594285	841.175213533109	1075.438280134366	702.4426674380918	771.5103024830822	544.0774938145581	516.514531483549	472.56027177297784	571.0851949163599	460.91342506059266	458.25084471939186	1033.371237083824	901.790836920812	824.0042590060519	host	acpP	None	None	54.91238887185986
gene-FTB24_13465	18.401052621910488	16.919279905446153	15.654583711263708	13.315542309314004	18.091500929171495	19.473176064605255	17.862534788147695	19.591662631997455	17.398570960885934	18.431663040868653	19.46498133785827	17.958653616406107	16.984167064605483	17.85998568387783	20.00714569110303	host		None	None	0.1527039762609523
gene-FTB24_15975	38.203819607616616	24.333755655430274	44.293435252264324	36.74440764653499	26.269713839955333	29.874174172194003	28.04416848669971	23.322536273032796	24.540502212431623	23.845112843158265	18.402954709709935	20.935725497577284	37.27035560149119	42.83237011578553	37.061294467763496	host		None	None	2.10734326178617
gene-FTB24_02010	9.819455642118326	5.116923287797951	8.631531775856192	4.087021511783396	2.2944747784766952	5.087966598054575	4.407649338317553	4.761696162953451	3.626928991382597	5.192911428970089	4.778815542954362	5.456045422319115	36.022788038931544	33.35787103450342	24.3887434191138	host		None	None	11.08749814877931
gene-FTB24_06000	37.62566019059308	41.12874469390408	37.27372371362409	44.53743038844207	48.5504139390054	50.408276367456416	43.16103342438063	40.20829748597932	42.24759936299842	35.73029115566697	34.23410092678282	39.304186765188334	42.81353453227946	36.38939649702063	40.60195716184547	host		None	None	0.47420876029151937
gene-FTB24_07870	0.6989543078591169	1.2130340657061338	1.2377719791046626	1.0989355196081698	1.2970768879930354	1.5776821113083717	1.5832853071660447	1.5717706542071115	1.5239284029133124	1.6515292163743858	1.7535057904343438	1.9032477725070256	1.4796731555939988	4.145068075721181	2.5250552274739966	host		None	None	0.3484826731215313
gene-FTB24_00830	155.43709189812975	137.35153984371107	96.59267809351724	113.83180614895511	148.2817005048889	143.40820354151646	152.51750339026378	139.15234336598635	131.14361269938107	118.82307995500113	110.99306871614506	113.65779042094472	140.28141897350716	109.75008175235959	115.27958477448358	host	rsmA	None	None	2.4051693411186292
gene-FTB24_05915	86.5533725541726	51.87004895812802	82.7824572761174	55.698453592000035	53.4218390830854	49.30904617358771	43.88509145492299	37.86239032934686	31.816558199024183	42.9873936268901	33.86734594652191	35.7121496593819	57.63945499425784	47.80710077667361	49.6151797236654	host		None	None	4.657333840705727
gene-FTB24_05855	246.53164940902306	206.58809693816465	210.01981543267138	268.24819144059916	251.0335985352241	269.972972793263	240.09507471970767	214.55718204123087	211.72107735147347	218.6796431765864	191.35359804660206	187.57945099209402	268.9002592352292	211.85803146650028	219.18454437006207	host		None	None	3.132967686215051
gene-FTB24_06880	293.1995005577785	266.71480180187086	338.7655393557866	325.8932797361758	298.0314627588529	328.3887965146053	266.4069701953091	286.8570304774553	262.1083650068229	328.367103627951	250.48723150193723	257.9431076703483	454.0401111261852	457.8996714107734	429.4125696810088	host		None	None	14.324387550284971
gene-FTB24_13490	0.7352732485644157	0.3863408653479986	3.466034028444977	1.0841672161826055	0.8914430995530972	2.053420756373308	1.291315153070957	0.9498271498414518	1.6815761687319313	1.2134342654748784	1.3060807292826735	2.2107130089910085	0.9445688481745834	5.824434830171921	6.006302476572087	host		None	None	1.4333482130758217
gene-FTB24_00125	346.33583733293636	176.0643436219769	247.78001501712376	328.9400399443877	178.26107939209666	193.87281594905107	187.94627854690137	165.38625949076527	170.3623500721972	170.58131879208335	122.08651224551359	142.25816745109393	293.5671540698494	305.0110192395351	268.53989495317427	host		None	None	21.98884815027445
gene-FTB24_09910	8.084460186451944	5.6530913110537995	9.652780043233022	13.331416462800515	7.97804589410199	9.388091756460856	10.341353967412298	7.005288347398143	7.411070228174232	6.5349517006080164	6.296040784564843	7.358816697255954	10.179146317197283	13.181218684654725	11.56806146115124	host		None	None	0.6136192713858761
gene-FTB24_02640	7.247693450134954	6.436109603930192	9.000892800433183	8.00748167361243	9.263346587342115	10.986419208291784	12.451364692589891	9.604509086602762	9.582314993250211	8.454698524489096	9.905325638701749	12.106285525426951	9.20464466090519	10.212913524638777	10.996983995290746	host		None	None	0.2701450193510447
gene-FTB24_05770	150.10267692481065	142.5063601928683	124.90210717961179	160.92886253245064	194.69132034927523	197.28760972873542	151.11691753103227	134.9338601002592	138.99129575450934	125.10231595983159	114.87579382716048	119.04251034259461	146.85438891076566	133.83896677717755	143.01338492953653	host	rsgA	None	None	3.7537766196723776
gene-FTB24_07780	531.5411384382998	525.035870309663	520.7014168814673	365.1388467322234	433.22041515604104	464.52876082342976	361.8223866820629	355.0452897047489	327.0498327171792	476.92995314383563	402.0188942604124	370.9652210457895	869.7308354629632	650.7267485681066	686.5427000766083	host		None	None	42.94876419797523
gene-FTB24_02550	18.06886282113372	17.771679806007935	22.378489378317088	31.40762588368396	32.41968021896434	35.881613609405186	36.33344606206441	33.729369564931325	33.768236884291625	31.949780883064026	30.053680913756207	34.58808930228924	22.03757689180801	26.493025808079846	25.353064351638203	host		None	None	1.2995914230153742
gene-FTB24_03675	37.35954093346931	36.43654369199858	24.92496220218229	36.92161304626912	51.7908480499056	53.19566970757364	46.564758006873234	41.45580887599085	45.37039526291754	41.931624090080184	35.888941165372565	39.77670483795703	40.934294587927326	35.9435313441543	37.067970975504046	host		None	None	1.13638515069382
gene-FTB24_02445	20.650061738966567	12.979184015684956	26.778035911585338	24.009066926095112	13.120729089689803	19.836263843277624	16.191311953463977	11.661989794300698	13.319555343238612	13.000802002919917	10.491335532197727	12.825889909805477	15.544041230482412	25.513238751411137	19.680456513906158	host		None	None	1.5553452077996035
gene-FTB24_06070	0.9985061540844528	1.3153381435367717	2.976919949745391	0.8848571716325524	1.8529669828471935	2.1568925945690487	2.1058474528809463	1.837134530891429	2.227087485374135	1.19291837458824	2.049552222585597	1.9705973004987554	1.8651342297403346	4.625271413562369	3.3744977694352953	host		None	None	0.4174646467228969
gene-FTB24_07480	209.6619385490989	145.8772636331972	32.96994801484933	81.89210404560622	10.916877766412982	5.549757350070923	44.43078144411774	8.187723032738344	3.5783540495337225	24.5210999220916	6.0980504400386275	5.712237744483734	24.744114114555106	15.702354544132119	14.126345834808442	host		None	None	79.1373164718278
