Geneid	0_R1	0_R2	5_R1	5_R2	10_R1	10_R2	15_R1	15_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-PA4267	1855.6011659535814	1798.1987716570477	1316.584378256968	2008.212171772842	456.58395395514225	632.4248568700402	299.70180638123816	216.89690210278366	host	rpsG	None	None	463.32901682604364
gene-PA5105	15.780603639255899	4.523754020337986	4.219420992692994	5.203311291325453	2.250843770225126	0.8528067191660513	0.514160402841234	0.8517309967697255	host	hutC	None	None	5.116788823598531
gene-PA4344	9.449930968962235	4.3115609570654865	2.37587523261241	3.867162055299336	0.5715757341068862	0.6761987990860336	0.4439212912983037	0.6753458482635346	host	gene-PA4344	None	None	3.011262946163521
gene-PA5135	18.02243863553037	7.335027513597121	6.603600060522385	6.8793132685850225	0.9016717976027236	1.0667167101861073	0.3001261886352319	0.3551237212445201	host	gene-PA5135	None	None	6.193379428302322
gene-PA0677	2.4142207518000185	1.4470632019178007	0.2151716109642303	1.095401142925811	0.15529460866588965	0.42868054708413655	0.12061145898425207	0.7135663557716992	host	gene-PA0677	None	None	0.6785627796660296
gene-PA0986	7.175600567850055	6.646989808809291	1.569774707261771	3.424906820251805	1.1329447586761496	0.34749104953032284	0.8799154166805663	0.34705272757987193	host	gene-PA0986	None	None	2.520407206050777
gene-PA1081	104.0175058315544	45.280858575210964	59.4923683722781	41.123236735965676	5.98194832581007	1.5901190426507572	0.7227038622336385	1.3437881611892641	host	flgF	None	None	37.44968716713728
gene-PA3756	32.65542773392839	28.2268788781278	10.201968955777097	14.237403734486549	4.577006370380293	5.310162625157988	2.0092280173304746	2.0116589239360243	host	gene-PA3756	None	None	10.040644810523986
gene-PA2787	19.042271724851478	7.748036546830259	10.59186162446199	14.514159868874481	1.850750759935857	1.4067918518515734	0.6874561124671414	0.6655345284340402	host	cpg2	None	None	6.24136982841868
gene-PA0421	61.33189378717713	34.68487237433827	18.437219767651328	17.181960439626767	5.683720184371294	6.706507338219027	3.064064951982227	2.8881490568819927	host	gene-PA0421	None	None	19.22353383705364
gene-PA0447	66.00095547687462	38.86176782815346	13.44003387266423	15.044091548855647	7.0008701500597255	8.304506909587614	6.354448389835292	2.7130010176294554	host	gcdH	None	None	21.11088380927103
gene-PA0938	208.7565239694165	178.8747234912397	92.61316421894729	139.62143339263795	15.378723436055486	23.81451075336479	10.312688134098194	6.5493471841258	host	gene-PA0938	None	None	70.2611698745483
gene-PA1260	3.9806251325299575	1.3813409478161	0.5041612198504958	1.0999700736575142	0.849019429859499	0.3348088944379753	0.09420019059353994	0.1114621898796669	host	gene-PA1260	None	None	1.3577546927792654
gene-PA1020	13.461504030252396	7.141272069841725	4.5922609585303915	5.506109557086461	0.6270386085754791	0.5769662709182719	0.7652813327464404	0.2469593533182916	host	gene-PA1020	None	None	4.54301887911714
gene-PA4847	118.83160176057416	141.3574902765138	562.8258903709337	574.4148038857423	89.96206788638641	93.29581350192464	26.79725421839924	17.31284689430291	host	accB	None	None	226.8881597456835
gene-PA1073	36.343950928071706	27.36995803627355	47.09324121785313	46.426514674524476	2.0500905156996994	2.0849462971819372	1.4246249603399646	1.6856846768165208	host	braD	None	None	18.6950590048055
gene-PA0999	939.0271133643303	436.0036628784298	443.983064935915	376.3929812268316	72.66041769844907	38.08830888461361	13.516333856229291	22.67958771237932	host	pqsD	None	None	312.61950661491807
gene-PA0963	205.47429193613874	170.35421178523083	241.66752328867364	255.968073540591	43.39382559920406	42.717919967261444	20.186528005198756	16.250509473841298	host	aspS	None	None	75.83968196555666
gene-PA3382	1.08310951967548	0.12984131036075863	0.1737612254579067	0.6318486376984463	0.1254077217150958	0.11539325418365437	0.09739944234954695	0.11524769821520274	host	phnE	None	None	0.3670571872928323
gene-PA0848	16.934417340126128	6.709549712892203	5.295373345829707	5.190636558692736	2.4924784690875295	1.6818566797267624	1.419596872244647	0.15270320013514366	host	gene-PA0848	None	None	4.99259749959495
gene-PA2088	2.6369698199872995	1.5805770819534046	1.7898020219427495	2.24830946347115	0.5871562942491235	0.5402687695877811	0.0912044248149468	0.3237523677776897	host	gene-PA2088	None	None	0.6592847066092149
gene-PA3151	104.10315744468176	167.26085466611616	118.95403892805865	209.0340836360388	17.803417636339493	25.36133088476864	5.633320921605741	2.302667303625182	host	hisF2	None	None	68.82904585724664
gene-PA3703	91.40348342380427	54.5816544104326	44.53924268619708	49.93296689525847	5.637748918174173	5.915621438432877	2.2277223644531796	2.4541585736005227	host	wspF	None	None	29.810665724972626
gene-PA2165	4.5789824635307745	2.2090705430055144	1.3437760139984032	1.8893995255690894	0.4525901240885267	0.4164484173359511	0.05021566580278199	0.29708793800611605	host	gene-PA2165	None	None	1.415458342874044
gene-PA1508	28.372489601614014	13.051290334538326	3.704908887636977	15.781690686422113	1.9099451870402522	1.0544555985747728	0.2966764623290798	0.3510418393911348	host	gene-PA1508	None	None	11.200734370964788
gene-PA5269	68.01221407788313	30.29395355319222	24.52488600620564	18.56398769237935	3.251058872722864	1.6619137151450223	1.9638691908522785	1.6598173927733004	host	gene-PA5269	None	None	24.67443716721644
gene-PA1241	6.446528852400049	2.7599957683637197	4.186065886031389	6.267803331179775	1.599451424013388	0.8176259988948773	0.41407784314379587	0.16331893062582206	host	gene-PA1241	None	None	1.9975100704283761
gene-PA1300	404.1167774348281	185.52921554588286	14.389601483232902	13.50935467988212	1.6994171380142242	2.953673921007744	1.9064834028078936	0.8676318189496798	host	gene-PA1300	None	None	238.91184097445162
gene-PA3768	129.2845274724708	93.65783916205628	18.359146719986807	15.80574814173678	1.9338195018782554	2.8338494211697016	1.056909897047347	1.1189458630592424	host	gene-PA3768	None	None	65.79017363586252
gene-PA1544	55.998972594813495	29.352085609512724	25.37268506431271	28.020552851402524	14.242734109071595	9.860235821774712	7.690580458171372	4.861571269608654	host	anr	None	None	11.194988982064611
gene-PA2943	6.133664047038951	3.8650022933414863	5.929304282406105	4.679142103284659	1.1836427433109729	0.9215653039598698	0.07071466362364368	0.08367298637542117	host	gene-PA2943	None	None	2.034074901610218
gene-PA2035	104.740411905399	38.63894256694077	24.89687287370206	16.895381203701493	1.9831655088580702	1.1612359123544964	0.3267196483877208	1.049316745955779	host	gene-PA2035	None	None	46.79919528874573
gene-PA4837	3.967327817485503	1.0191352498697064	1.104082257669774	1.18081727073405	0.7030968883180618	0.3881705376981886	0.2548321093912689	0.12922696767431055	host	gene-PA4837	None	None	1.2067701215952586
gene-PA0973	2672.889981936667	1700.648422145003	1303.7489817234446	1451.475960772067	302.637030684474	302.3542239723959	154.7123863995511	130.294683192235	host	oprL	None	None	751.9168875717082
gene-PA4166	9.379870023333407	2.4737739849778526	3.3105488379725365	2.845383734472088	1.5204661685065537	0.5995923991895766	0.168698380540065	0.998060131602246	host	gene-PA4166	None	None	2.824953664148079
gene-PA3049	983.96686096603	592.6890067798602	112.19835748053146	104.23722666706905	12.637918998190289	30.579212358668407	3.9988644288581607	6.452247893034238	host	rmf	None	None	496.95808895869675
gene-PA0530	10.053125668663021	2.3579050142924567	5.49288340882799	9.434430293350152	0.4217391656662486	0.38806107054147726	0.3275488860739841	0.6976288331047171	host	gene-PA0530	None	None	4.125083218038467
gene-PA2505	4.986163423539459	2.5288691739528604	0.922985573980195	2.3120875539834014	0.6661412389543507	0.47673605013514225	0.05748519425975489	0.20405772846567077	host	opdT	None	None	1.621129382982966
gene-PA0997	819.6355014825908	497.09791390387693	287.4677569551767	229.3454817505082	47.15816070621006	24.226488664437998	10.08804435461945	11.291433812809917	host	pqsB	None	None	308.0248965054374
gene-PA3605	24.336664709083685	15.478008631516325	8.494056021170488	7.0443966241784715	3.1189590335938875	1.0885803752276781	1.5870750557604174	0.6918591591883531	host	gene-PA3605	None	None	7.91576746886432
gene-PA3128	28.817672963253234	15.338482507075161	6.102577978431302	4.4381657322674	1.201194442933749	1.3508888993789256	0.7256062873831711	0.8585722095951852	host	gene-PA3128	None	None	11.805075518943502
