Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-PA4673	43.75682803303443	89.21249340803281	106.29769823785406	77.46200272033293	45.499440040352475	52.612027646767466	13.64668214198956	11.066941657420012	15.143144214011123	15.286686465958688	9.325231753916452	9.83302591383973	host	gene-PA4673	None	None	26.6350559059562
gene-PA0041	11.484691368549884	16.01075608928586	17.679759731536784	14.461164452807479	9.734938112352202	11.344518318582713	2.8784569570586465	4.582442593342229	2.636820301896065	1.8888082892314555	2.6184793809342684	2.3462491073102507	host	gene-PA0041	None	None	4.0000151935453685
gene-PA4390	27.63700928027867	56.8908632995228	48.16287127666553	50.00024570102529	26.375664688196476	48.40443991231425	12.982428316529814	11.324546220435773	19.000816995999347	5.565688425602022	11.448925059631412	11.183136093160817	host	gene-PA4390	None	None	11.504956174058856
gene-PA5076	47.660327281512615	87.40882784719916	79.73448154418435	73.69512892501254	59.74532585551022	91.70277946542315	30.859604887231917	21.296609077087645	27.69563754521544	11.006305201190516	21.760498555803125	18.253306570125208	host	gene-PA5076	None	None	16.86555892178438
gene-PA4316	13.25547123146724	21.245823823453826	18.656372382562182	14.568991078921382	11.830520263689133	12.607218265114877	5.614023055796677	5.066404476016396	4.86992028064202	1.6662352043382354	3.585124715783928	2.3977181520833875	host	sbcB	None	None	4.156624982183206
gene-PA3760	1.6633034957339394	3.9072420331183424	2.8950772670865987	5.1909582297650285	3.4304666715646435	2.1369640751646	0.7392130002294557	2.079344085898719	0.9262284124115507	0.9507225780387797	1.101479598325074	0.3089242344187336	host	gene-PA3760	None	None	0.9541616240498872
gene-PA1681	22.458476969378328	34.41681318901685	41.56981001141433	34.21622530528339	28.959839123234346	30.8793954846829	9.320717765713713	10.923244236824825	11.734870928353775	6.605432417198005	8.090168795453073	8.074343500621824	host	aroC	None	None	7.2952011716822405
gene-PA2320	13.92013148801951	19.88656885416069	16.917945934877924	20.371176479538327	12.203183907145982	11.28494470400651	3.958466515117618	6.3384316708057025	2.5368331876873818	3.883038436466527	3.6247278376443317	3.568921626783535	host	gntR	None	None	4.218540450094918
gene-PA0735	5.155017819498938	8.797556180338576	8.696530462539716	10.687934230530962	12.003785477290656	6.063325730045788	3.1395414883111314	3.300809572513004	4.559231162391718	0.9821803104003568	4.7792875806737225	1.504545391683255	host	gene-PA0735	None	None	1.9779991104668386
gene-PA1116	29.384991063817665	49.97011910432312	56.99086856403577	28.743310643430934	17.657813412308375	26.91317064703401	8.654952211019877	9.008740139402839	8.037755678883178	0.9541180158174896	8.811724390723212	6.510578240374812	host	gene-PA1116	None	None	14.050124906402083
gene-PA0992	7.83404063575072	7.789680812105614	6.7438652007242785	8.76443375225145	3.1699316988573383	5.542577067644545	1.4564968122104647	3.5281885028433035	1.5607292580355685	1.2968594389752286	2.7045067030719534	1.264189949587342	host	cupC1	None	None	1.7492263029313506
gene-PA1699	12.801261535943802	42.682337081384574	50.46629727365597	12.832779436046682	17.052382195696463	15.551001177606272	4.218901436196069	4.137420293656853	6.420327116773045	2.8726133809558823	4.279019822064688	6.000532940437615	host	gene-PA1699	None	None	14.996078506857263
gene-PA5116	6.893449287196029	13.283070739891484	13.485163265856352	7.973563387402788	11.168109466195572	8.755363524382478	1.1377401967537868	6.3226774910108245	4.204862125773896	1.8813594678091343	2.055134872287407	1.8339657015140316	host	gene-PA5116	None	None	2.7956102130183575
gene-PA0703	0.9039615207614075	1.346687415304675	2.138207583804103	2.3003212481296225	1.9124807581130834	1.3293206857251256	0.6834586408094663	0.681716175948016	1.5693632955840893	3.0427453807391465	0.7856241404519678	1.2711835158558045	host	gene-PA0703	None	None	0.3289523662449539
gene-PA1500	2.226931019159696	1.0426733250771645	1.6434681051542106	1.751586315150635	0.9422884992274339	1.2814487945395916	1.1656501294302863	0.4318519498429712	0.7732328695414311	0.8995052000972966	1.161242416358296	0.125263650608462	host	gene-PA1500	None	None	0.26757166675968047
gene-PA4302	1.191144240864281	3.2688549978130066	4.181766547547872	2.973106573681249	3.3158730363808986	1.7436206109588472	1.5860575931726788	2.1275360277808937	1.6325840918516947	4.431448604270805	1.4459436649915274	1.8513492626658234	host	tadA	None	None	0.45640212914836803
gene-PA2919	2.1533905064339574	2.9461583487645466	3.0561450721069803	3.9141125113523425	3.2541823752389285	2.065218638641714	0.2683706111944148	4.4741870617452015	0.5340701447762908	3.1064307491732217	2.159412328809389	0.4325965608222466	host	gene-PA2919	None	None	0.7285025334401449
gene-PA2473	0.3691526582458213	0.9165825973934144	0.8731843063162801	0.1423313640491761	1.3016729500955715	0.11801249363666938	0.1073482444777659	0.5965582748993602	0.21362805791051634	1.2425722996692887	0.8637649315237557	0.17303862432889866	host	gene-PA2473	None	None	0.3198099089007525
gene-PA4747	4358.514445012595	2361.101662381083	2472.6094338005228	2266.1397612754226	1958.300200959808	1665.8144318125323	1119.7288942544076	695.5640039836195	756.432303669841	174.67699058812502	443.0497123765778	333.398841759853	host	secG	None	None	872.4240406113004
gene-PA4903	0.8917732755376581	1.834636434911056	2.109377818629216	0.8939689045335891	0.6288981669001076	0.969293627510172	0.363054175143905	1.248974066175065	0.3096406682073776	0.6003439200649373	0.17885341278742295	0.25080879256660593	host	gene-PA4903	None	None	0.4068134583760369
gene-PA0091	41.12173361510063	42.971417268436376	59.52703509348391	48.04015053811981	23.321640355878987	31.794654826755153	6.916794106529343	8.829494757115532	6.062193724091127	4.563173119127124	8.609866281725813	4.217144734226808	host	vgrG1	None	None	15.399216582655784
gene-PA0012	13.376599133064872	28.78481303050105	21.515653750018	24.41222777764801	11.52979972650197	11.688540802328545	3.3712173406219743	5.284121049202198	3.6124744624194056	3.001719600324686	5.067513362310317	5.434190505609795	host	gene-PA0012	None	None	6.467882863668722
gene-PA4133	17.72992651665942	27.38331772434797	25.793791031750448	29.636918377592625	18.22615590837602	16.790748175511414	9.745912573753474	6.377074276147572	4.342124916563541	6.173704808230815	4.068664645937979	2.4229042671262806	host	gene-PA4133	None	None	6.317064066677092
gene-PA0709	1.8706220560941447	4.8342126889941275	2.6548330929414172	2.7819312064157145	2.8268654976823018	1.7940283123554284	0.699390077658172	1.2955558495289137	1.3918191651745762	2.6985156002918895	1.3398950957980338	0.37579095182538597	host	gene-PA0709	None	None	0.6476622655455135
gene-PA1217	3.190957736664354	4.012920362961456	3.8699681646166706	4.227803346592303	3.0686368889314455	3.171585766485489	1.467798912979979	1.4063599682386232	1.1079613091192348	0.5858619395370549	1.2217727649842596	1.06062051534928	host	gene-PA1217	None	None	0.6958342905885812
gene-PA4280.4	18729.7751284641	19296.673979931	18658.871320665916	19296.667103930715	8595.6903025954	11912.970412025965	7392.4532079786395	8100.370409475995	7839.719694809766	1113.7159384633242	2709.153035552556	2294.525867424117	host	gene-PA4280.4	None	None	4234.563282640748
gene-PA3599	7.573265412485838	6.339613003236349	8.741841356746574	9.227092436546778	5.3408336692852645	4.357904106621283	1.3213667497740271	3.4267946707005232	0.5259164021079505	1.0196681085072408	0.708814733883998	1.2779760995283165	host	gene-PA3599	None	None	2.334153954888463
gene-PA2364	6.1564138288165795	9.384059925694482	7.792758054483027	9.045650526521538	2.9335396674061625	4.627722627827884	0.7257821560603671	6.184445847751229	2.599813157590246	5.040623479790511	1.8354034708478726	2.105847409285653	host	gene-PA2364	None	None	1.5873687612906284
gene-PA3949	14.375294204394034	18.887814493298333	28.63910874058268	17.720617914336835	10.232964645946902	9.644209779721182	2.884984070339959	3.381004168541017	4.335232654791218	2.0445386053231918	4.5344511073614076	1.6134086018421545	host	gene-PA3949	None	None	6.72157611698268
gene-PA1117	22.646285074520314	27.70174490065011	30.337915538652833	13.464547039052059	18.657312284703192	14.411685722910065	3.50814062953339	3.0782406984806987	6.246484413303498	6.41167306629353	3.6080695139649457	3.2738907723027624	host	gene-PA1117	None	None	7.197974879940706
gene-PA3918	17.253874244098167	40.741974460002744	26.8192322654286	23.37858957938175	26.073883627690794	15.6018380562516	3.5838311432794523	8.763107578490603	10.55534907253514	4.978007039047771	4.449117504432477	5.3147577472447445	host	moaC	None	None	7.948549833072094
gene-PA3355	6.629189690414422	13.396554514612122	14.932455298130591	13.0143218507034	7.934719017632391	7.640969846613317	3.873174016272497	6.191863473955428	4.329037541336095	1.8424347891648074	5.4279612363570005	2.4802202820475476	host	gene-PA3355	None	None	2.3646356977525786
gene-PA1227	4.393742769816282	11.042021043308349	11.01199572170602	10.056238954640552	10.218669272540618	6.724210105622946	1.712640720201813	1.6617907186536949	2.434454016824789	4.720018452807369	1.21868903766224	4.075273608311341	host	gene-PA1227	None	None	2.3876825494363594
gene-PA4326	19.635268345497135	22.213829355354903	24.933504996765652	20.79928253546749	15.304826483545586	19.624186930128968	6.671525662661155	9.686304281243517	6.817739191909838	2.087133159600758	7.254275792094042	2.6158573287220226	host	gene-PA4326	None	None	4.632665279147579
gene-PA3303a	14.395144099732882	21.11413483281258	27.05587255012356	4.950201117298551	4.115583592213939	4.850660584036631	1.6970494531411522	3.143628164298099	4.728091575813634	3.928721241601427	1.9507296247647845	1.6413222454726417	host	gene-PA3303a	None	None	8.308545338937126
gene-PA0370	14.756831137414613	9.478372085751712	12.264071035949764	12.14823225314199	9.84431050197907	11.092581374240707	3.363398514165178	1.9335682779401373	4.385279480223414	1.3424776101954627	3.0662724956101735	0.5608538326238173	host	gene-PA0370	None	None	3.3243991032651956
gene-PA4765	246.17476845223453	271.50153039255053	263.2527352426873	236.33841554165593	189.20833644656625	202.83814054585164	85.93014699905234	59.661444799492514	58.38563447130637	34.71480238341601	55.3081443441785	46.45158324851763	host	omlA	None	None	58.3222523581423
gene-PA3618	31.465349361130507	43.81078864717719	47.322455985507744	38.93057575842109	20.42368504538515	17.865974258545478	5.599259024091754	6.324459028765407	8.425035538305274	1.580787245141403	3.610581222641566	3.74234421255695	host	gene-PA3618	None	None	13.96194492695482
gene-PA3768	24.46034154691331	52.117936268350604	60.447312722381966	19.719335642028632	21.110105494545635	24.44308340722438	10.594855292800194	13.728983000288078	14.55110941866782	6.333369587754026	10.463310108005594	7.135978613218698	host	gene-PA3768	None	None	12.28434450299129
gene-PA2475	0.5350639653225948	1.7081097842275348	1.7718773676485413	2.4068393583596634	1.0481636115001793	1.4254318051620178	0.9854327611048848	1.0568242098404397	0.7224948924838811	0.6003439200649373	0.6557958468872175	0.41801465427767653	host	gene-PA2475	None	None	0.30184081122086276
gene-PA4506	5.470827203735654	6.169150506706557	5.446621861312352	4.627965803265648	2.015450401125345	3.0541196269860267	3.3480062050858783	1.1875928620681708	2.1263903912389357	2.4736393002675654	1.2282371711481976	0.34447503917327044	host	gene-PA4506	None	None	1.0724420936521637
gene-PA1039	3.1814105673716875	5.167172237565949	7.842079307992413	9.877616498729214	4.132948923826656	4.657012011548314	0.4382254284060697	4.058861680486154	2.6162676712458803	1.6908420533474497	3.861950801433067	2.1191755574456894	host	gene-PA1039	None	None	1.511933132901587
