Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-b4740	21.136456446851575	21.03914056379406	15.483124253055397	23.95333306658708	2.032102119762365	5.665708110655623	1.614915772377808	1.7986791294528506	1.117042884282968	0.24219804667796718	2.8536940786102303	1.099831690274196	host	ymgM	None	None	9.73815456226315
gene-T4p194	0.038955628356318654	0.035083291849677435	31.518834590774222	0.0683318642668088	41.50704132437276	1.2313514901142883	65.62429904821336	3.63648833423825	213.83037220816675	265.93591411582605	168.82952765228526	279.640860750285	phage	29	late	late	125.42098424427863
gene-b3425	67.740672247735	118.50846308264478	25.632913250601256	38.902145294282754	4.154264940386464	14.007370782579107	2.6641994760614116	5.289955395140494	1.2874392564617256	0.7554801456009985	2.6770229739133957	2.6073074198793784	host	glpE	None	None	50.43894892404233
gene-b1465	1.4054180659425295	1.9181442076931567	1.2599062775712644	0.8895183211824671	0.6836567212809476	0.18857961406000118	0.5052639068545741	0.07697305273932903	0.3459638530579968	0.21765815648592646	1.2981072101754483	0.46125099962160115	host	narV	None	None	0.4033605431680017
gene-b1757	2.8288142642428316	2.140000336564613	2.1552983863694535	2.2538544495893977	0.6972533878817657	0.6872775383975731	0.6660498690153529	0.44082961626170775	0.34548255276610534	0.2644180509603495	0.9923447230885863	0.5832135018151241	host	ynjE	None	None	0.6372221643365085
gene-b3911	23.934782783269355	43.41511405753238	28.498313377826086	57.40189910453338	2.7710855778929453	18.412864107312647	2.0087326899892037	6.828921510823487	1.3520923195591488	3.8476702786656967	1.9803704597284126	3.7557571257398314	host	cpxA	None	None	19.844075590404564
gene-b2108	0.8675249062654962	0.1802976128970379	1.2844663234981193	0.11705545443966378	0.6716584575999399	0.4549597065776067	1.068080847070875	0.6583984887935072	0.533634242533411	0.14321275803566755	0.8457840700190149	0.21677842011201545	host	yehA	None	None	0.22953825701082475
gene-b2440	3.23341115846913	7.074853965537485	2.7287523139007273	6.503300500879293	0.8403016873611943	2.8441968143081033	0.8656530491574737	0.8854501505993763	0.5349832045432171	0.5007608262395808	1.72392830474602	0.353729651736836	host	eutC	None	None	2.0812051918540115
gene-b0647	1.6889295398189272	0.5603844725178205	1.5459390541009568	0.6548778126759568	0.6550043921994951	0.3856538053299123	0.7254996983415017	0.4722400803196673	0.3966704736125317	0.08902414688703658	1.0333857556336705	0.5659674427789376	host	ybeT	None	None	0.2793919958664048
gene-b4598	288.70972674671145	104.31907196214553	50.58013165503731	52.58350492406771	25.975736134731623	24.525171682699106	18.226118842141762	12.558634636001154	4.063480153207322	2.5733542459534013	5.614907330598832	2.3371423418326667	host	yncL	None	None	121.90084359032132
gene-b0985	1.994514761988659	1.4155896916213218	1.6029762159010539	1.243420389529762	0.8110830827102181	0.4011419099616357	0.5978287035986746	0.07017222077039233	0.38778290857280895	0.0661424384502079	1.3796887153227269	0.060071128464775365	host	gfcC	None	None	0.4941478660551072
gene-b0169	1466.4584367577374	2438.3277810960008	1902.6538555715297	1948.9515499102788	292.7668772715692	1643.7282308005483	79.95568106744605	560.6484970092645	68.60136038047088	314.89349014284664	26.06950428984942	306.75669269462543	host	rpsB	None	None	782.5022268590202
gene-b3956	52.09144987015823	362.7785809366808	65.33487357024089	298.6324315122945	6.89952778887364	120.04521714799392	3.619067653995396	27.45456385505505	2.156897668348208	15.29573817866239	2.782148472080971	13.891720272540232	host	ppc	None	None	169.796341146908
gene-b0125	165.67946881512756	155.1012733069854	94.54866070180648	102.0507762155404	11.698341210286483	44.242463086311446	4.185348437511995	20.40129911235747	2.740303668781662	7.636680309779032	2.9631653970820566	11.113829951776346	host	hpt	None	None	66.37326642783647
