Geneid	0_R1	0_R2	10_R1	10_R2	30_R1	30_R2	50_R1	50_R2	70_R1	70_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-HB27c_C1178	41.88392977492052	56.57184767853383	51.30861757764951	40.730796237606135	42.58387097463324	10.498690258201131	18.854973442705376	27.125805081875445	22.859795594380437	10.957112960010399	host	gene-HB27c_C1178	None	None	7.56581421903682
gene-HB27c_C0908	151.12174662032135	134.22956585543025	56.87530543066863	57.79369736417087	91.5819901481483	72.68687804889703	63.546356440685415	29.339857280450143	47.682703539280894	43.33040125095021	host	gene-HB27c_C0908	None	None	18.942339636093813
gene-HB27c_C1268	96.01874865705364	98.80501988949997	68.9450428539573	77.28247555649925	80.9511863912882	70.0930933573316	62.801787500588354	40.91053273634642	33.89501382034919	25.34795295231697	host	gene-HB27c_C1268	None	None	8.662126125278228
gene-HB27c_C1673	101.21949695605794	91.97210993798001	36.94569503805578	39.27612494340592	76.37647241878908	59.20094784485638	66.39644219466965	40.83079517324204	60.33616556074375	56.742192114339566	host	gene-HB27c_C1673	None	None	6.80814448863079
gene-HB27c_C1076	58.71066138755234	76.98173063615651	50.68126330159092	61.36298996495248	72.2097997430116	54.51066688646788	38.68151320254579	26.7941358494333	20.451128584294988	18.54314114669485	host	gene-HB27c_C1076	None	None	8.209967658107447
gene-HB27c_C0117	82.87671210782146	69.68513631643613	50.4727081848951	50.43685831975909	57.292653808424575	40.163074647331136	21.871769193538235	25.306644707022862	15.560978222722387	11.431850542803886	host	gene-HB27c_C0117	None	None	12.073034190778202
gene-HB27c_C0669	11.801549273596391	9.393597610508932	3.523164742900953	3.3754803511828295	10.48386097165543	5.046331781566289	4.229347634109604	3.650743711571745	5.316705266559698	0.47878896409889743	host	gene-HB27c_C0669	None	None	2.060878161853252
gene-HB27c_C0182	298.6947379450215	334.10311778087487	142.54310059807503	199.14399682954144	406.7803699895192	312.18769728567867	293.2633412628397	168.87080785850182	212.44376843314217	152.63096357601148	host	gene-HB27c_C0182	None	None	28.297089409715824
gene-HB27c_C1468	37.33506035264432	44.559814894630534	25.873602060673026	35.30558772235122	31.29301554078532	23.9160737780743	23.978271554391302	15.281611338338518	9.59694353648269	5.505091962210888	host	gene-HB27c_C1468	None	None	5.519926713938824
gene-HB27c_P0199	125.17673530084942	107.41748496307274	96.67857096578226	56.12996305711696	56.539616047605406	58.897189268282716	34.93694701047223	38.36583622355238	19.28285581176075	20.149865232010875	host	gene-HB27c_P0199	None	None	19.873027977409677
gene-HB27c_C1936	160.18522811269273	175.12069187761432	111.06835182537354	110.45868251191862	158.28117378981958	124.67484380572402	135.06903823161858	86.58341412822733	101.33076878564341	103.59122418273527	host	gene-HB27c_C1936	None	None	6.184937563953101
gene-HB27c_C1203	84.02481617422706	71.91849949718349	33.64514256932284	39.73126749557899	46.01199046952367	44.206141598437895	30.191092445068115	21.42772185486063	18.498655093097486	26.05140688707436	host	gene-HB27c_C1203	None	None	9.921927921334518
gene-HB27c_C1287	253.4453705130134	269.9844676864904	174.64087414782097	204.8111060811445	230.52297005017994	193.17192397428786	149.7470561262135	103.51577116585696	73.26782359951075	86.16841157859417	host	gene-HB27c_C1287	None	None	24.98411579521675
gene-HB27c_C0944	65.28643883975862	76.40220719708563	47.61883709686965	58.38435283145109	72.90213356753904	53.26097956053472	44.82856087970631	31.794559836437404	23.61838731207486	19.232815176661976	host	gene-HB27c_C0944	None	None	7.17208991653012
gene-HB27c_C1327	263.98957661019614	283.5169355728479	194.37367639752688	182.70111966195446	225.4678149762682	185.89748183151332	135.12126641200305	93.03629492985549	73.71645933529038	67.91207119139312	host	gene-HB27c_C1327	None	None	30.85715318801553
gene-HB27c_C1732	104.95620049480084	175.81441174789688	130.5394710740266	96.31635345598629	105.2438682078956	87.15971481024232	114.50514460146488	49.97530677437288	59.62632831885265	54.03555920706733	host	gene-HB27c_C1732	None	None	13.616185530791139
gene-HB27c_C0864	75.24496686308396	79.60125417008075	37.816667141533365	23.44388853211051	54.111467357301265	59.594309624556416	29.882940467915613	12.622961853216923	13.800765569825698	13.603730625298324	host	gene-HB27c_C0864	None	None	14.778790148855506
gene-HB27c_C1106	143.0037030886572	143.60432918501587	83.20372964734756	75.06103878073131	104.56046646628589	81.67314437372022	75.50967935864391	42.70376742889534	39.4094448472706	30.950286607821578	host	gene-HB27c_C1106	None	None	17.17934847431388
gene-HB27c_C1670	98.68606824495318	90.99457460611565	33.389309371317275	50.38719849169029	73.20247943616936	58.95388128884254	49.27291823937547	25.349522025502747	33.08663347119949	22.68760335162112	host	gene-HB27c_C1670	None	None	12.044567168559634
gene-HB27c_P0099	3.0897980981498745	10.024430236926486	1.7423301050958266	5.00788478331223	3.703315448613647	3.604741554956126	3.8843305944808346	3.3529273822514893	2.9798728789078672	3.5516722336844437	host	gene-HB27c_P0099	None	None	1.1007103805560545
gene-HB27c_C1093	282.50570083083977	234.826667782878	315.8505369310225	282.9286852746467	262.59240521941547	254.05890944734148	248.80972337615646	166.62162310829316	108.93417640786052	85.49757025355278	host	gene-HB27c_C1093	None	None	24.155759535912598
gene-HB27c_C1462	1012.5196511867414	954.1745107707717	490.87516956264886	336.73948982486	677.7067270962974	555.8201947161599	443.79345631074676	394.05593959172825	354.343980846876	297.26670625651894	host	gene-HB27c_C1462	None	None	105.18268653665443
